Localidade,Pais,Modelo,Seed,MAE_wm2,MSE_wm2,RMSE_wm2,R2_wm2,nRMSE_wm2,nRMSE_percentual_wm2
GM Factory Zero,EUA,XGBoost,42,13.884698626764015,356.68752274096846,18.886172792309416,0.9400389941764554,0.11783264946350719,11.78326494635072
GM Factory Zero,EUA,MLP,42,10.903158498222988,169.0330404612997,13.001270724867615,0.9715846771269543,0.08111617916189534,8.111617916189534
GM Factory Zero,EUA,MLP,43,12.068405535023743,230.16114933137632,15.171062893923297,0.9613087278485078,0.09465372130326094,9.465372130326093
GM Factory Zero,EUA,MLP,44,13.080179899667856,235.86360139469718,15.357851457632256,0.9603501163480277,0.09581911312686388,9.581911312686389
GM Factory Zero,EUA,RNN,42,40.376753356883604,2169.1131084578424,46.57373839899308,0.6353609379753365,0.29057803565200624,29.057803565200622
GM Factory Zero,EUA,RNN,43,36.91929161470737,1843.897894074138,42.940632203941036,0.6900312870072198,0.2679107364880598,26.79107364880598
GM Factory Zero,EUA,RNN,44,68.98606452703562,6036.502582439691,77.69493279770367,-0.014767109648421428,0.4847461622913111,48.474616229131115
GM Factory Zero,EUA,LSTM,42,64.98997735179779,5371.266213548376,73.28892285706193,0.0970625430475971,0.4572566422822717,45.72566422822717
GM Factory Zero,EUA,LSTM,43,68.97786171515384,6039.342836119012,77.7132088908894,-0.015244570889839215,0.48486018859540136,48.48601885954014
GM Factory Zero,EUA,LSTM,44,69.3293996650112,6047.7497081094,77.7672791610289,-0.016657809279844615,0.485197538213972,48.5197538213972
GM Factory Zero,EUA,VizinhosHistoricos,42,18.31579512679244,477.51859282998174,21.852198809959187,0.9197266702644862,0.13633797120766092,13.633797120766092
