Localidade,Pais,Modelo,Seed,MAE_wm2,MSE_wm2,RMSE_wm2,R2_wm2,nRMSE_wm2,nRMSE_percentual_wm2
BYD Camacari,Brasil,XGBoost,42,15.509727544783436,349.72543133128687,18.700947337803154,0.7504305769818382,0.07916687182140275,7.916687182140275
BYD Camacari,Brasil,MLP,42,17.772612657994433,495.20958824200625,22.25330510827563,0.6466108548636093,0.09420509674117813,9.420509674117813
BYD Camacari,Brasil,MLP,43,13.898155853848088,331.6344708920904,18.21083388788362,0.7633405633716405,0.07709207058450011,7.709207058450011
BYD Camacari,Brasil,MLP,44,16.670806353615202,404.0590738114391,20.10122070451044,0.7116572577164125,0.08509466040529715,8.509466040529714
BYD Camacari,Brasil,RNN,42,28.089068171318004,1028.2779300202712,32.0667729904378,0.2662051234862235,0.13574852980459906,13.574852980459905
BYD Camacari,Brasil,RNN,43,23.352865047280705,804.1041316714535,28.35672991851235,0.426178978680949,0.12004277442111226,12.004277442111226
BYD Camacari,Brasil,RNN,44,33.66184157123103,1415.4045341990986,37.621862449898714,-0.0100543491866949,0.1592649350032049,15.92649350032049
BYD Camacari,Brasil,LSTM,42,16.544059864667243,466.04504141579355,21.588076371362817,0.6674231220650448,0.09138897854161335,9.138897854161335
BYD Camacari,Brasil,LSTM,43,34.161546343767434,1441.97413548649,37.9733345320962,-0.029014823516156918,0.16075282461529333,16.075282461529333
BYD Camacari,Brasil,LSTM,44,34.12163356293048,1437.6045617670904,37.915756114933146,-0.02589662880027732,0.16050907743559764,16.050907743559765
BYD Camacari,Brasil,VizinhosHistoricos,42,11.990397310811451,268.9688443216209,16.40026964173519,0.8080597140686019,0.06942739429778073,6.942739429778073
