data,ghi_real_normalizado,ghi_previsto_lstm_normalizado,ghi_real_wm2,ghi_previsto_lstm_wm2
2024-01-31,0.023622047244094488,0.09137696,42.969086021505376,61.006336851834604
2024-02-29,0.28346456692913385,0.11279231,114.36637931034483,66.84861972489557
2024-03-31,0.36220472440944884,0.30867988,134.98387096774192,120.28834491514712
2024-04-30,0.6141732283464567,0.57074547,204.275,191.78197462584382
2024-05-31,0.7874015748031497,0.8026277,249.9543010752688,255.04133354988363
2024-06-30,0.7795275590551181,0.8570081,248.35,269.8767546965978
2024-07-31,0.8031496062992126,0.8432081,255.46505376344084,266.11199535325864
2024-08-31,0.7086614173228346,0.7090521,228.71236559139783,229.51314771346293
2024-09-30,0.5590551181102362,0.5956073,188.0097222222222,198.56447982706905
2024-10-31,0.4094488188976378,0.32295185,146.7271505376344,124.18185595151664
2024-11-30,0.10236220472440945,0.19935432,64.27777777777777,90.46344125323986
2024-12-31,0.031496062992125984,0.09806248,45.26478494623656,62.83020060264896
