data,ghi_real_normalizado,ghi_previsto_rnn_normalizado,ghi_real_wm2,ghi_previsto_rnn_wm2
2024-01-31,0.023622047244094488,0.12570366,42.969086021505376,70.37094115875794
2024-02-29,0.28346456692913385,0.24204667,114.36637931034483,102.11026200473603
2024-03-31,0.36220472440944884,0.4430344,134.98387096774192,156.94135672385974
2024-04-30,0.6141732283464567,0.57569563,204.275,193.13242020631563
2024-05-31,0.7874015748031497,0.7796241,249.9543010752688,248.76576984675341
2024-06-30,0.7795275590551181,0.8592179,248.35,270.4796014088243
2024-07-31,0.8031496062992126,0.81117195,255.46505376344084,257.37227904675365
2024-08-31,0.7086614173228346,0.6918545,228.71236559139783,224.82149976111654
2024-09-30,0.5590551181102362,0.57707524,188.0097222222222,193.50878882047095
2024-10-31,0.4094488188976378,0.29691,146.7271505376344,117.07742273581604
2024-11-30,0.10236220472440945,0.14430685,64.27777777777777,75.44604329614094
2024-12-31,0.031496062992125984,0.064031795,45.26478494623656,53.546352697528334
