data,ghi_real_normalizado,ghi_previsto_mlp_normalizado,ghi_real_wm2,ghi_previsto_mlp_wm2
2024-01-31,0.25196850393700787,0.3433452287459257,183.4516129032258,201.82969995771845
2024-02-29,0.4881889763779528,0.4319264768377448,230.89511494252872,219.1795994411649
2024-03-31,0.8188976377952756,0.5651408635722601,295.6760752688172,245.2715350300275
2024-04-30,0.9291338582677166,0.8887305875153046,316.1097222222222,308.6511927479741
2024-05-31,0.9448818897637795,0.9415467831929758,320.3938172043011,318.9959971602554
2024-06-30,0.7165354330708661,0.9855770246059452,274.2277777777778,327.6199472535647
2024-07-31,0.5354330708661418,0.7533981701517956,240.14650537634407,282.14441068418023
2024-08-31,0.6929133858267716,0.5038686636760179,270.51747311827955,233.27050171621016
2024-09-30,0.4094488188976378,0.4739418974223019,214.35277777777776,227.40891816944907
2024-10-31,0.4645669291338583,0.3996961963209221,225.2016129032258,212.86683980708835
2024-11-30,0.4094488188976378,0.3745653400192202,215.38194444444443,207.94460355325378
2024-12-31,0.2677165354330709,0.4747934137227287,187.47311827956986,227.57569976870593
