data,ghi_real_normalizado,ghi_previsto_xgboost_normalizado,ghi_real_wm2,ghi_previsto_xgboost_wm2
2024-01-31,0.25196850393700787,0.4538015,183.4516129032258,223.46413687880963
2024-02-29,0.4881889763779528,0.41378486,230.89511494252872,215.62630562067673
2024-03-31,0.8188976377952756,0.6420949,295.6760752688172,260.3440814395585
2024-04-30,0.9291338582677166,0.9372202,316.1097222222222,318.1485772938818
2024-05-31,0.9448818897637795,0.9256992,320.3938172043011,315.8920171931386
2024-06-30,0.7165354330708661,0.8302205,274.2277777777778,297.19116251114554
2024-07-31,0.5354330708661418,0.75818825,240.14650537634407,283.0826156139374
2024-08-31,0.6929133858267716,0.75656927,270.51747311827955,282.765515048177
2024-09-30,0.4094488188976378,0.50919676,214.35277777777776,234.31408495351832
2024-10-31,0.4645669291338583,0.42407268,225.2016129032258,217.64132199468472
2024-11-30,0.4094488188976378,0.5023605,215.38194444444443,232.9751108283157
2024-12-31,0.2677165354330709,0.4357677,187.47311827956986,219.9319597241539
