particao,Localidade,Modelo,horizonte_h,escopo,versao_previsao,N_previsoes,MAE_wm2,RMSE_wm2,nRMSE,nRMSE_percentual,R2
validacao_2023,Rivian Normal,XGBoost,24,diurno_elevacao_gt_0,bruta,4346,117.6291877779977,157.56803595663555,0.4521419487976202,45.21419487976202,0.6764849836266638
validacao_2023,Rivian Normal,XGBoost,24,diurno_elevacao_gt_0,pos_processada,4346,117.6291877779977,157.56803595663555,0.4521419487976202,45.21419487976202,0.6764849836266638
validacao_2023,Rivian Normal,LSTM,24,diurno_elevacao_gt_0,bruta,4346,124.04592189009828,163.02267548317826,0.4677940531761903,46.77940531761903,0.6536986112194951
validacao_2023,Rivian Normal,LSTM,24,diurno_elevacao_gt_0,pos_processada,4346,124.02510774968229,163.01675166872334,0.46777705477295645,46.77770547729565,0.6537237781221341
validacao_2023,Rivian Normal,TimesNet,24,diurno_elevacao_gt_0,bruta,4346,118.44243656178175,158.480412232129,0.45476001523941967,45.47600152394197,0.6727275973354838
validacao_2023,Rivian Normal,TimesNet,24,diurno_elevacao_gt_0,pos_processada,4346,118.44243656178175,158.480412232129,0.45476001523941967,45.47600152394197,0.6727275973354838
validacao_2023,Tesla Fremont Factory,Persistência,24,todas_horas,bruta,8712,35.38682277318641,92.75900563676696,0.4255929106373224,42.55929106373224,0.9066051411023501
validacao_2023,Tesla Fremont Factory,Persistência,24,todas_horas,pos_processada,8712,35.7217056932966,92.80337059306814,0.42579646403629323,42.579646403629326,0.9065157815910866
validacao_2023,Tesla Fremont Factory,Sazonal Ingênuo,24,todas_horas,bruta,8712,44.39055325987144,109.67825145318174,0.5032210721658474,50.32210721658474,0.869427464444428
validacao_2023,Tesla Fremont Factory,Sazonal Ingênuo,24,todas_horas,pos_processada,8712,44.72446051423324,109.71601979133293,0.5033943592429712,50.33943592429711,0.8693375221503575
validacao_2023,Tesla Fremont Factory,XGBoost,24,todas_horas,bruta,8712,35.40589941997607,76.57002789651823,0.35131533392746256,35.131533392746256,0.9363602577379596
validacao_2023,Tesla Fremont Factory,XGBoost,24,todas_horas,pos_processada,8712,35.347862402634945,76.59788444863926,0.3514431441709654,35.14431441709654,0.9363139444135499
validacao_2023,Tesla Fremont Factory,LSTM,24,todas_horas,bruta,8712,41.700418257780484,82.01126096317033,0.37628056724788767,37.62805672478876,0.9269941300689345
validacao_2023,Tesla Fremont Factory,LSTM,24,todas_horas,pos_processada,8712,40.16878878633954,81.75990394754292,0.3751273017168956,37.51273017168956,0.927440956907447
validacao_2023,Tesla Fremont Factory,TimesNet,24,todas_horas,bruta,8712,39.38496602939645,78.41461228862853,0.3597785773070707,35.97785773070707,0.9332571418822745
validacao_2023,Tesla Fremont Factory,TimesNet,24,todas_horas,pos_processada,8712,35.40640538292907,78.1284197604719,0.35846548096429837,35.846548096429835,0.9337434402747041
validacao_2023,Tesla Fremont Factory,Persistência,24,diurno_elevacao_gt_0,bruta,4379,70.25199817309888,130.83118724024808,0.30229076399801413,30.229076399801414,0.810784505307175
validacao_2023,Tesla Fremont Factory,Persistência,24,diurno_elevacao_gt_0,pos_processada,4379,70.25199817309888,130.83118724024808,0.30229076399801413,30.229076399801414,0.810784505307175
validacao_2023,Tesla Fremont Factory,Sazonal Ingênuo,24,diurno_elevacao_gt_0,bruta,4379,88.16293674354876,154.69679494807616,0.35743321848043336,35.74332184804334,0.7354567013754456
validacao_2023,Tesla Fremont Factory,Sazonal Ingênuo,24,diurno_elevacao_gt_0,pos_processada,4379,88.16293674354876,154.69679494807616,0.35743321848043336,35.74332184804334,0.7354567013754456
validacao_2023,Tesla Fremont Factory,XGBoost,24,diurno_elevacao_gt_0,bruta,4379,69.50827561912082,107.95914992231137,0.2494439941958427,24.944399419584272,0.8711593090877969
