particao,Modelo,horizonte_h,escopo,versao_previsao,N_localidades,N_previsoes,MAE_macro_wm2,RMSE_macro_wm2,nRMSE_macro,nRMSE_macro_percentual,R2_macro
validacao_2023,XGBoost,24,diurno_elevacao_gt_0,bruta,2,72,125.36133178575037,146.29026277157342,0.3440677088013188,34.40677088013188,0.550357422448521
validacao_2023,XGBoost,24,diurno_elevacao_gt_0,pos_processada,2,72,125.36133178575037,146.29026277157342,0.3440677088013188,34.40677088013188,0.550357422448521
validacao_2023,LSTM,24,diurno_elevacao_gt_0,bruta,2,72,550.3327569556757,617.0761257121799,1.4066732786906244,140.66732786906243,-5.47963335934794
validacao_2023,LSTM,24,diurno_elevacao_gt_0,pos_processada,2,72,375.55864574302234,431.5840543174489,0.979957010484211,97.9957010484211,-2.110954645153079
validacao_2023,TimesNet,24,diurno_elevacao_gt_0,bruta,2,72,293.60643366069235,358.9160125030604,0.8094887652049652,80.94887652049651,-1.094418612102387
validacao_2023,TimesNet,24,diurno_elevacao_gt_0,pos_processada,2,72,293.60643366069235,358.9160125030604,0.8094887652049652,80.94887652049651,-1.094418612102387
validacao_2023,Persistência,48,todas_horas,bruta,2,288,51.421875,113.74330638044478,0.5083718339401069,50.837183394010694,0.8491739902598012
validacao_2023,Persistência,48,todas_horas,pos_processada,2,288,51.817708333333336,113.79830857850774,0.5086316364652721,50.86316364652721,0.8490271147237749
validacao_2023,Sazonal Ingênuo,48,todas_horas,bruta,2,288,54.373263888888886,113.99882983650826,0.5211890421886356,52.11890421886356,0.8317816534872344
validacao_2023,Sazonal Ingênuo,48,todas_horas,pos_processada,2,288,54.78819444444444,114.04478792026723,0.5214026406771634,52.14026406771633,0.8316362509223253
validacao_2023,XGBoost,48,todas_horas,bruta,2,288,72.74453793868209,124.30427070422942,0.5609894372807069,56.0989437280707,0.8160382580028831
validacao_2023,XGBoost,48,todas_horas,pos_processada,2,288,70.84342769455463,123.62260406647817,0.5578849952887155,55.78849952887155,0.8180876410005591
validacao_2023,LSTM,48,todas_horas,bruta,2,288,386.7049806237111,488.28969772376195,2.206586188102434,220.6586188102434,-1.8549865374067371
validacao_2023,LSTM,48,todas_horas,pos_processada,2,288,195.99712093682805,328.03642791341656,1.4759554960525303,147.59554960525304,-0.2676495390412833
validacao_2023,TimesNet,48,todas_horas,bruta,2,288,218.02456833762375,303.98357741546135,1.3660220636464275,136.60220636464277,-0.0849666232173385
validacao_2023,TimesNet,48,todas_horas,pos_processada,2,288,165.6319474084691,288.1119701418708,1.294298747079156,129.4298747079156,0.026076619502090725
validacao_2023,Persistência,48,diurno_elevacao_gt_0,bruta,2,144,102.23552123552123,160.61067350326726,0.36059556362798995,36.059556362798986,0.6453960965935804
validacao_2023,Persistência,48,diurno_elevacao_gt_0,pos_processada,2,144,102.23552123552123,160.61067350326726,0.36059556362798995,36.059556362798986,0.6453960965935804
validacao_2023,Sazonal Ingênuo,48,diurno_elevacao_gt_0,bruta,2,144,109.29140926640926,161.69266926382636,0.3681983943009385,36.81983943009385,0.5894979923603769
validacao_2023,Sazonal Ingênuo,48,diurno_elevacao_gt_0,pos_processada,2,144,109.29140926640926,161.69266926382636,0.3681983943009385,36.81983943009385,0.5894979923603769
validacao_2023,XGBoost,48,diurno_elevacao_gt_0,bruta,2,144,140.945362851213,174.82748301765997,0.3948842961530885,39.48842961530885,0.5653678597669353
validacao_2023,XGBoost,48,diurno_elevacao_gt_0,pos_processada,2,144,140.945362851213,174.82748301765997,0.3948842961530885,39.48842961530885,0.5653678597669353
validacao_2023,LSTM,48,diurno_elevacao_gt_0,bruta,2,144,533.3806396975333,622.9676624119073,1.4067298308047125,140.67298308047123,-4.506288368971722
validacao_2023,LSTM,48,diurno_elevacao_gt_0,pos_processada,2,144,390.75004122813505,463.80278308366474,1.0456546413222743,104.56546413222743,-2.015522485059023
validacao_2023,TimesNet,48,diurno_elevacao_gt_0,bruta,2,144,330.70846984180116,407.94008242342886,0.9187843146658459,91.87843146658457,-1.31809347311796
validacao_2023,TimesNet,48,diurno_elevacao_gt_0,pos_processada,2,144,329.86398563465775,407.22213749415374,0.9171968002124036,91.71968002124035,-1.3103728572950104
validacao_2023,Persistência,72,todas_horas,bruta,2,432,55.52777777777777,119.54066987679388,0.5277664364008596,52.77664364008596,0.8382316499509538
validacao_2023,Persistência,72,todas_horas,pos_processada,2,432,55.87731481481482,119.58876464435582,0.5279849938393206,52.798499383932054,0.8381042791368432
validacao_2023,Sazonal Ingênuo,72,todas_horas,bruta,2,432,57.38773148148148,119.87083799783395,0.5337217158092953,53.37217158092952,0.832018313546216
validacao_2023,Sazonal Ingênuo,72,todas_horas,pos_processada,2,432,57.798611111111114,119.9154134848892,0.5339232872766823,53.39232872766822,0.831884601431976
validacao_2023,XGBoost,72,todas_horas,bruta,2,432,69.17832003315345,119.8324433874561,0.5308228750367785,53.08228750367785,0.8371092848807664
validacao_2023,XGBoost,72,todas_horas,pos_processada,2,432,67.20578325193762,119.0875664949811,0.5275119196770476,52.751191967704756,0.8391373989998452
validacao_2023,LSTM,72,todas_horas,bruta,2,432,371.95459464535816,473.3205321163382,2.098368830953749,209.83688309537496,-1.5479396364289961
validacao_2023,LSTM,72,todas_horas,pos_processada,2,432,192.66326338527898,327.2485474553814,1.4506526555161392,145.06526555161392,-0.21754317493883002
validacao_2023,TimesNet,72,todas_horas,bruta,2,432,216.70545268072573,301.4138674935291,1.3340874841403476,133.4087484140348,-0.028715154983116276
validacao_2023,TimesNet,72,todas_horas,pos_processada,2,432,165.840763309936,286.21195380622794,1.266605036446423,126.6605036446423,0.0726646093490903
validacao_2023,Persistência,72,diurno_elevacao_gt_0,bruta,2,216,110.41718146718146,168.8645813834899,0.37430202156780834,37.43020215678084,0.6225858184846061
validacao_2023,Persistência,72,diurno_elevacao_gt_0,pos_processada,2,216,110.41718146718146,168.8645813834899,0.37430202156780834,37.43020215678084,0.6225858184846061
validacao_2023,Sazonal Ingênuo,72,diurno_elevacao_gt_0,bruta,2,216,115.00945945945946,169.83630619391786,0.37750514230724386,37.750514230724384,0.5991118913903712
validacao_2023,Sazonal Ingênuo,72,diurno_elevacao_gt_0,pos_processada,2,216,115.00945945945946,169.83630619391786,0.37750514230724386,37.750514230724384,0.5991118913903712
validacao_2023,XGBoost,72,diurno_elevacao_gt_0,bruta,2,216,133.49823849273872,168.35441654501034,0.37357717938775575,37.35771793877558,0.6215962842807421
validacao_2023,XGBoost,72,diurno_elevacao_gt_0,pos_processada,2,216,133.49823849273872,168.35441654501034,0.37357717938775575,37.35771793877558,0.6215962842807421
validacao_2023,LSTM,72,diurno_elevacao_gt_0,bruta,2,216,510.8241229026585,602.7162273355626,1.3373539637857952,133.73539637857954,-3.84640641732903
validacao_2023,LSTM,72,diurno_elevacao_gt_0,pos_processada,2,216,384.62665015680807,462.9295985557849,1.0274894067715195,102.74894067715195,-1.8721493007321657
validacao_2023,TimesNet,72,diurno_elevacao_gt_0,bruta,2,216,331.5050947245014,405.56956755719943,0.8996584683380718,89.96584683380718,-1.1870636057333095
validacao_2023,TimesNet,72,diurno_elevacao_gt_0,pos_processada,2,216,330.49665149590396,404.63275217958636,0.8975993753540883,89.75993753540884,-1.1774596655996201
teste_2024,Persistência,24,todas_horas,bruta,2,144,39.236111111111114,97.84865817159657,0.44656105724107187,44.65610572410719,0.8462503538120445
teste_2024,Persistência,24,todas_horas,pos_processada,2,144,39.64583333333333,97.89249429796351,0.4467437798746339,44.67437798746339,0.8461478075542488
teste_2024,Sazonal Ingênuo,24,todas_horas,bruta,2,144,46.77083333333333,104.6187930739091,0.44947583697288324,44.94758369728832,0.8713214457662595
teste_2024,Sazonal Ingênuo,24,todas_horas,pos_processada,2,144,47.19444444444444,104.6580646502776,0.44965160204944504,44.9651602049445,0.8712164223399386
teste_2024,XGBoost,24,todas_horas,bruta,2,144,82.94997465556824,141.70960068393214,0.5681275876956624,56.81275876956624,0.8006010198025648
teste_2024,XGBoost,24,todas_horas,pos_processada,2,144,80.50983842029623,141.17035630708187,0.5660111354786184,56.60111354786183,0.802107113183133
teste_2024,LSTM,24,todas_horas,bruta,2,144,415.9210720892879,517.2096341364389,2.1521549628753354,215.21549628753354,-1.818491824546065
teste_2024,LSTM,24,todas_horas,pos_processada,2,144,212.08936846975445,345.31054732594833,1.422497612158061,142.2497612158061,-0.22692111613333477
teste_2024,TimesNet,24,todas_horas,bruta,2,144,219.73494384352426,308.01470021924007,1.2676732917360511,126.7673291736051,0.025670091952352203
teste_2024,TimesNet,24,todas_horas,pos_processada,2,144,168.81204993526143,292.28166614460383,1.203082569105801,120.30825691058008,0.12242528731315255
teste_2024,Persistência,24,diurno_elevacao_gt_0,bruta,2,72,79.34382239382239,139.3114342656883,0.3139702067488947,31.39702067488947,0.6262572051662398
teste_2024,Persistência,24,diurno_elevacao_gt_0,pos_processada,2,72,79.34382239382239,139.3114342656883,0.3139702067488947,31.39702067488947,0.6262572051662398
teste_2024,Sazonal Ingênuo,24,diurno_elevacao_gt_0,bruta,2,72,93.40173745173746,148.25090570032577,0.3172330054602624,31.723300546026238,0.6820210379697487
teste_2024,Sazonal Ingênuo,24,diurno_elevacao_gt_0,pos_processada,2,72,93.40173745173746,148.25090570032577,0.3172330054602624,31.723300546026238,0.6820210379697487
teste_2024,XGBoost,24,diurno_elevacao_gt_0,bruta,2,72,158.8779995335363,198.98269537376098,0.4012279666449139,40.12279666449139,0.49614238683650436
teste_2024,XGBoost,24,diurno_elevacao_gt_0,pos_processada,2,72,158.8779995335363,198.98269537376098,0.4012279666449139,40.12279666449139,0.49614238683650436
teste_2024,LSTM,24,diurno_elevacao_gt_0,bruta,2,72,596.8684645030087,671.9798475902362,1.3947465224266562,139.47465224266563,-4.921326805993364
teste_2024,LSTM,24,diurno_elevacao_gt_0,pos_processada,2,72,422.2027348409432,487.78217100796223,1.0067508213995748,100.67508213995748,-2.0863824935066004
teste_2024,TimesNet,24,diurno_elevacao_gt_0,bruta,2,72,335.5284381741234,412.84352722391066,0.8514946840273245,85.14946840273245,-1.2083255000337536
teste_2024,TimesNet,24,diurno_elevacao_gt_0,pos_processada,2,72,335.5284381741234,412.84352722391066,0.8514946840273245,85.14946840273245,-1.2083255000337536
teste_2024,Persistência,48,todas_horas,bruta,2,288,51.99652777777777,118.06374607907026,0.5910339297098252,59.10339297098252,0.7759122787526174
teste_2024,Persistência,48,todas_horas,pos_processada,2,288,52.298611111111114,118.08802598588387,0.5911423515190735,59.11423515190735,0.7758429108438774
teste_2024,Sazonal Ingênuo,48,todas_horas,bruta,2,288,61.23784722222223,121.51455552224903,0.5765850249950868,57.65850249950868,0.8085588468368831
teste_2024,Sazonal Ingênuo,48,todas_horas,pos_processada,2,288,61.54340277777778,121.53438602405785,0.5766768893309918,57.66768893309917,0.8084988291190807
teste_2024,XGBoost,48,todas_horas,bruta,2,288,83.72453048206242,144.60557333888076,0.6636277521808602,66.36277521808603,0.7531334506594557
teste_2024,XGBoost,48,todas_horas,pos_processada,2,288,81.21585113122353,144.00621105374944,0.6610715765371955,66.10715765371955,0.7550136018951887
teste_2024,LSTM,48,todas_horas,bruta,2,288,393.29800722597025,499.2257080860736,2.3074168549925487,230.74168549925486,-1.9923027184676512
teste_2024,LSTM,48,todas_horas,pos_processada,2,288,202.48529812866926,336.5287061945504,1.517386829420718,151.73868294207182,-0.29235947210565794
teste_2024,TimesNet,48,todas_horas,bruta,2,288,220.88250205853387,309.88005696847034,1.3943595068641097,139.43595068641096,-0.09227413054884537
teste_2024,TimesNet,48,todas_horas,pos_processada,2,288,170.0952970031002,295.17011005695014,1.3261902890259047,132.61902890259046,0.01117228758198413
teste_2024,Persistência,48,diurno_elevacao_gt_0,bruta,2,144,104.68735521235521,167.72336689924933,0.4160233337112681,41.60233337112681,0.5206293962938744
teste_2024,Persistência,48,diurno_elevacao_gt_0,pos_processada,2,144,104.68735521235521,167.72336689924933,0.4160233337112681,41.60233337112681,0.5206293962938744
teste_2024,Sazonal Ingênuo,48,diurno_elevacao_gt_0,bruta,2,144,122.42644787644788,172.04117565897963,0.4069636459091009,40.69636459091009,0.5778694884276221
teste_2024,Sazonal Ingênuo,48,diurno_elevacao_gt_0,pos_processada,2,144,122.42644787644788,172.04117565897963,0.4069636459091009,40.69636459091009,0.5778694884276221
teste_2024,XGBoost,48,diurno_elevacao_gt_0,bruta,2,144,161.19288698597876,203.45668095427854,0.467374561494281,46.737456149428105,0.44658321745339336
teste_2024,XGBoost,48,diurno_elevacao_gt_0,pos_processada,2,144,161.19288698597876,203.45668095427854,0.467374561494281,46.737456149428105,0.44658321745339336
teste_2024,LSTM,48,diurno_elevacao_gt_0,bruta,2,144,544.8722899284282,637.1697256842624,1.4598460815662841,145.9846081566284,-4.406798469320262
teste_2024,LSTM,48,diurno_elevacao_gt_0,pos_processada,2,144,402.38618996071716,475.0203779262341,1.074002985334788,107.4002985334788,-1.9617665558540662
teste_2024,TimesNet,48,diurno_elevacao_gt_0,bruta,2,144,338.0359955615253,417.384820678378,0.9408344285484951,94.08344285484952,-1.2817454579860381
teste_2024,TimesNet,48,diurno_elevacao_gt_0,pos_processada,2,144,337.4853717504975,416.55112943903623,0.938849089686664,93.8849089686664,-1.2724766184173069
teste_2024,Persistência,72,todas_horas,bruta,2,432,42.52199074074074,101.92566037496118,0.46318600810628296,46.3186008106283,0.8611619723274158
teste_2024,Persistência,72,todas_horas,pos_processada,2,432,42.85069444444444,101.95897772216365,0.46333404422029834,46.33340442202983,0.8610764921884045
teste_2024,Sazonal Ingênuo,72,todas_horas,bruta,2,432,61.7974537037037,131.16206862925935,0.5595381886381404,55.95381886381404,0.8187769615026417
teste_2024,Sazonal Ingênuo,72,todas_horas,pos_processada,2,432,62.170138888888886,131.19077574501728,0.5596732256111451,55.96732256111451,0.8186895330353277
teste_2024,XGBoost,72,todas_horas,bruta,2,432,84.22122943816254,145.03680630633858,0.615473892364599,61.54738923645991,0.7805227957672756
teste_2024,XGBoost,72,todas_horas,pos_processada,2,432,82.03385516799905,144.50893030615845,0.6133209892474663,61.33209892474663,0.7820662677592577
teste_2024,LSTM,72,todas_horas,bruta,2,432,386.12951969370005,488.9894897725695,2.0890516753630273,208.9051675363027,-1.5262268848358356
teste_2024,LSTM,72,todas_horas,pos_processada,2,432,206.8122599586991,343.5353768430426,1.4578902814374972,145.78902814374973,-0.2314369191162926
teste_2024,TimesNet,72,todas_horas,bruta,2,432,228.7556614130218,318.85199083071564,1.3456412929977455,134.56412929977455,-0.05218102951393322
teste_2024,TimesNet,72,todas_horas,pos_processada,2,432,179.00923703111604,305.51105093762516,1.288745015980814,128.87450159808142,0.034594025542650564
teste_2024,Persistência,72,diurno_elevacao_gt_0,bruta,2,216,85.47252252252252,144.76469598920357,0.32630593874397773,32.630593874397775,0.6858620544274397
teste_2024,Persistência,72,diurno_elevacao_gt_0,pos_processada,2,216,85.47252252252252,144.76469598920357,0.32630593874397773,32.630593874397775,0.6858620544274397
teste_2024,Sazonal Ingênuo,72,diurno_elevacao_gt_0,bruta,2,216,123.10353925353925,185.34572394105672,0.39593473743870966,39.593473743870966,0.5716630519734853
teste_2024,Sazonal Ingênuo,72,diurno_elevacao_gt_0,pos_processada,2,216,123.10353925353925,185.34572394105672,0.39593473743870966,39.593473743870966,0.5716630519734853
teste_2024,XGBoost,72,diurno_elevacao_gt_0,bruta,2,216,162.6352827543856,204.08795251038362,0.43406767332610025,43.40676733261002,0.48294057068116575
teste_2024,XGBoost,72,diurno_elevacao_gt_0,pos_processada,2,216,162.6352827543856,204.08795251038362,0.43406767332610025,43.40676733261002,0.48294057068116575
teste_2024,LSTM,72,diurno_elevacao_gt_0,bruta,2,216,537.7204135849486,624.7380535483294,1.3282758510180868,132.82758510180867,-3.8437565415809685
teste_2024,LSTM,72,diurno_elevacao_gt_0,pos_processada,2,216,411.61820799414295,485.25470410712455,1.0320106288603224,103.20106288603223,-1.9229706872002188
teste_2024,TimesNet,72,diurno_elevacao_gt_0,bruta,2,216,356.1780729396535,432.1111304418718,0.9142657772513931,91.42657772513931,-1.3109085789026724
teste_2024,TimesNet,72,diurno_elevacao_gt_0,pos_processada,2,216,355.5144558917098,431.3375559653733,0.9126622560342061,91.26622560342062,-1.302671328593418
