particao,Modelo,horizonte_h,escopo,versao_previsao,N_localidades,N_previsoes,MAE_macro_wm2,RMSE_macro_wm2,nRMSE_macro,nRMSE_macro_percentual,R2_macro
validacao_2023,Persistência,24,todas_horas,bruta,2,144,42.74305555555556,85.97492728978352,0.39497225569650335,39.49722556965033,0.9009696946724162
validacao_2023,Persistência,24,todas_horas,pos_processada,2,144,43.138888888888886,86.03751423917853,0.39528117991291495,39.528117991291495,0.9008029184221953
validacao_2023,Sazonal Ingênuo,24,todas_horas,bruta,2,144,42.26041666666667,93.92625991672841,0.4324260815549546,43.24260815549546,0.8807149829257399
validacao_2023,Sazonal Ingênuo,24,todas_horas,pos_processada,2,144,42.732638888888886,93.98668150539609,0.4327244967489023,43.272449674890225,0.8805369940885092
validacao_2023,XGBoost,24,todas_horas,bruta,2,144,64.5594311449515,103.93454466356482,0.49152662627736526,49.152662627736525,0.831204279130399
validacao_2023,XGBoost,24,todas_horas,pos_processada,2,144,62.70927208946604,103.11767464225207,0.4878701191856714,48.78701191856714,0.8334039582574453
validacao_2023,LSTM,24,todas_horas,bruta,2,144,392.2595560326978,481.2777477552703,2.196055010604648,219.60550106046483,-2.0222064384195297
validacao_2023,LSTM,24,todas_horas,pos_processada,2,144,188.43329275202836,305.38651453597777,1.383754389948797,138.3754389948797,-0.18929837106380465
validacao_2023,TimesNet,24,todas_horas,bruta,2,144,198.87344366596597,272.4005342097034,1.2266249921160755,122.66249921160755,0.06919243593261842
validacao_2023,TimesNet,24,todas_horas,pos_processada,2,144,147.70514429003623,254.17945771889038,1.1422605242817059,114.22605242817059,0.1932155686534731
validacao_2023,Persistência,24,diurno_elevacao_gt_0,bruta,2,72,85.27162162162162,121.66540140857359,0.2793741813772438,27.937418137724382,0.7378899884544801
validacao_2023,Persistência,24,diurno_elevacao_gt_0,pos_processada,2,72,85.27162162162162,121.66540140857359,0.2793741813772438,27.937418137724382,0.7378899884544801
validacao_2023,Sazonal Ingênuo,24,diurno_elevacao_gt_0,bruta,2,72,84.77953667953668,132.9527195479106,0.3058274983678536,30.58274983678536,0.6836914961705534
validacao_2023,Sazonal Ingênuo,24,diurno_elevacao_gt_0,pos_processada,2,72,84.77953667953668,132.9527195479106,0.3058274983678536,30.58274983678536,0.6836914961705534
