particao,Localidade,Modelo,horizonte_h,escopo,versao_previsao,N_previsoes,MAE_wm2,RMSE_wm2,nRMSE,nRMSE_percentual,R2
validacao_2023,BMW San Luis Potosi,Persistência,24,todas_horas,bruta,72,43.43055555555556,88.70390039025592,0.46307140574959593,46.30714057495959,0.8685988454109892
validacao_2023,BMW San Luis Potosi,Persistência,24,todas_horas,pos_processada,72,43.94444444444444,88.80154997396035,0.4635811773582617,46.35811773582617,0.8683093805592628
validacao_2023,BMW San Luis Potosi,Sazonal Ingênuo,24,todas_horas,bruta,72,48.6875,98.33762349398344,0.5133634637156909,51.336346371569086,0.8385071997101434
validacao_2023,BMW San Luis Potosi,Sazonal Ingênuo,24,todas_horas,pos_processada,72,49.3125,98.43217137252998,0.5138570431280568,51.38570431280568,0.8381965120748167
validacao_2023,BMW San Luis Potosi,XGBoost,24,todas_horas,bruta,72,82.28434500572297,128.94778705570866,0.673161301334906,67.3161301334906,0.722321960201399
validacao_2023,BMW San Luis Potosi,XGBoost,24,todas_horas,pos_processada,72,80.03901384850421,128.25373583887708,0.6695380641240684,66.95380641240683,0.7253030757097809
validacao_2023,BMW San Luis Potosi,LSTM,24,todas_horas,bruta,72,390.55966764332777,473.4379005048486,2.4715435641204393,247.15435641204394,-2.7431720724640005
validacao_2023,BMW San Luis Potosi,LSTM,24,todas_horas,pos_processada,72,179.77497919586799,285.3950857223091,1.489881537993493,148.9881537993493,-0.36021239922846493
validacao_2023,BMW San Luis Potosi,TimesNet,24,todas_horas,bruta,72,180.06237083787306,242.72027457563206,1.26710120138091,126.710120138091,0.016156869457073175
validacao_2023,BMW San Luis Potosi,TimesNet,24,todas_horas,pos_processada,72,131.25858305146298,222.9066094883398,1.163665594776716,116.3665594776716,0.17022634822308513
validacao_2023,BMW San Luis Potosi,Persistência,24,diurno_elevacao_gt_0,bruta,35,88.8,127.20613192767084,0.32412744739869537,32.41274473986954,0.6372173182689316
validacao_2023,BMW San Luis Potosi,Persistência,24,diurno_elevacao_gt_0,pos_processada,35,88.8,127.20613192767084,0.32412744739869537,32.41274473986954,0.6372173182689316
validacao_2023,BMW San Luis Potosi,Sazonal Ingênuo,24,diurno_elevacao_gt_0,bruta,35,99.84285714285714,141.0347221684889,0.3593633718620495,35.936337186204945,0.5540537175725545
