fase,Modelo,epoca,MSE_treino_normalizado,MSE_validacao_normalizado
selecao_epocas,LSTM,1,0.19124005734920502,0.18135144975450304
selecao_epocas,TimesNet,1,0.0916408896446228,0.07389283621752704
refit_epocas_fixas,LSTM,1,0.17270392179489136,
refit_epocas_fixas,TimesNet,1,0.07964902371168137,
