data,ghi_real_wm2,ghi_previsto_normalizado,ghi_previsto_wm2
2024-01-31,263.2258064516129,0.7495316152309645,270.2783335097313
2024-02-29,250.05172413793105,0.6420096027701189,253.71864292125548
2024-03-31,266.5255376344086,0.5064172092838921,232.8357740938102
2024-04-30,184.0097222222222,0.3388118393509429,207.0225196398223
2024-05-31,190.63709677419354,0.14573897731335952,177.2869633272195
2024-06-30,180.60694444444442,0.14728990390174135,177.525824783039
2024-07-31,203.36559139784944,0.2774266794383324,197.568462450862
2024-08-31,224.1491935483871,0.46031023431157375,225.7347422024082
2024-09-30,248.18888888888887,0.6443362359858553,254.07697258123554
2024-10-31,267.252688172043,0.7095903227555581,264.12689130772264
2024-11-30,253.79722222222225,0.7074137087787378,263.7916664252845
2024-12-31,302.8521505376344,0.7426056110052077,269.21164507665554
