tarefa,resolucao,particao,modelo,tipo_estimativa,semente,localidade,tipo_horizonte,horizonte,N_origens,N_pontos,MAE_wm2,RMSE_wm2,nRMSE,R2
monthly_1,mensal,validacao_2023,Persistencia,deterministica,,BYD Camacari,cumulativo,1,3,3,13.026636759440104,14.5038941443847,0.05982943005342925,0.9054760321508496
monthly_1,mensal,validacao_2023,Persistencia,deterministica,,BYD Camacari,lead_exato,1,3,3,13.026636759440104,14.5038941443847,0.05982943005342925,0.9054760321508496
monthly_1,mensal,validacao_2023,Persistencia,deterministica,,Tesla Gigafactory Nevada,cumulativo,1,3,3,27.694325764973957,30.321080158486204,0.17874991687634947,0.9219183990340668
monthly_1,mensal,validacao_2023,Persistencia,deterministica,,Tesla Gigafactory Nevada,lead_exato,1,3,3,27.694325764973957,30.321080158486204,0.17874991687634947,0.9219183990340668
monthly_1,mensal,validacao_2023,Sazonal ingenuo,deterministica,,BYD Camacari,cumulativo,1,3,3,10.241917928059896,11.83530314735871,0.048821332723955065,0.937059313769723
monthly_1,mensal,validacao_2023,Sazonal ingenuo,deterministica,,BYD Camacari,lead_exato,1,3,3,10.241917928059896,11.83530314735871,0.048821332723955065,0.937059313769723
monthly_1,mensal,validacao_2023,Sazonal ingenuo,deterministica,,Tesla Gigafactory Nevada,cumulativo,1,3,3,20.328651428222656,22.120962495427577,0.13040828976456673,0.958440777774948
monthly_1,mensal,validacao_2023,Sazonal ingenuo,deterministica,,Tesla Gigafactory Nevada,lead_exato,1,3,3,20.328651428222656,22.120962495427577,0.13040828976456673,0.958440777774948
monthly_1,mensal,validacao_2023,Climatologia,deterministica,,BYD Camacari,cumulativo,1,3,3,3.9422213236490884,4.077051472036089,0.01681808095413138,0.9925309547648565
monthly_1,mensal,validacao_2023,Climatologia,deterministica,,BYD Camacari,lead_exato,1,3,3,3.9422213236490884,4.077051472036089,0.01681808095413138,0.9925309547648565
monthly_1,mensal,validacao_2023,Climatologia,deterministica,,Tesla Gigafactory Nevada,cumulativo,1,3,3,12.6667849222819,16.079103421699102,0.09479010592802159,0.9780424930153301
monthly_1,mensal,validacao_2023,Climatologia,deterministica,,Tesla Gigafactory Nevada,lead_exato,1,3,3,12.6667849222819,16.079103421699102,0.09479010592802159,0.9780424930153301
monthly_1,mensal,validacao_2023,XGBoost,semente,11.0,BYD Camacari,cumulativo,1,3,3,47.74936428910572,48.00193754287481,0.19801086081163924,-0.035357266758295536
monthly_1,mensal,validacao_2023,XGBoost,semente,11.0,BYD Camacari,lead_exato,1,3,3,47.74936428910572,48.00193754287481,0.19801086081163924,-0.035357266758295536
