data,ghi_real_normalizado,ghi_previsto_rnn_normalizado,ghi_real_wm2,ghi_previsto_rnn_wm2
2024-01-31,0.24951448981972638,0.44556597,183.4516129032258,221.85108825864813
2024-02-29,0.4917409435520911,0.45728555,230.89511494252872,224.146535848698
2024-03-31,0.8224851258895302,0.5264378,295.6760752688172,237.69099233700064
2024-04-30,0.9268106841976443,0.5386947,316.1097222222222,240.0916731388819
2024-05-31,0.9486834610871313,0.53955036,320.3938172043011,240.2592710963981
2024-06-30,0.7129791911137342,0.539536,274.2277777777778,240.25645756144678
2024-07-31,0.538974629948601,0.5327177,240.14650537634407,238.9209974363286
2024-08-31,0.694035944909177,0.5199195,270.51747311827955,236.41428956213178
2024-09-30,0.4072827670763479,0.51318544,214.35277777777776,235.0953253908984
2024-10-31,0.46267233038024186,0.4708264,225.2016129032258,226.79870114499522
2024-11-30,0.41253725675882774,0.48154333,215.38194444444443,228.89776749776735
2024-12-31,0.27004659525263663,0.46110353,187.47311827956986,224.89434075039082
