data,ghi_real_normalizado,ghi_previsto_vizinhoshistoricos_normalizado,ghi_real_wm2,ghi_previsto_vizinhoshistoricos_wm2
2024-01-31,0.24951448981972638,0.3886634993222366,183.4516129032258,210.70592891362134
2024-02-29,0.4917409435520911,0.46607412064493425,230.89511494252872,225.86790199293247
2024-03-31,0.8224851258895302,0.6424249029063908,295.6760752688172,260.4087152234247
2024-04-30,0.9268106841976443,0.8614315763518454,316.1097222222222,303.30429247408597
2024-05-31,0.9486834610871313,0.8965508616214745,320.3938172043011,310.1829048495513
2024-06-30,0.7129791911137342,0.8760720191200108,274.2277777777778,306.1718317771846
2024-07-31,0.538974629948601,0.7951710361508111,240.14650537634407,290.32622164113525
2024-08-31,0.694035944909177,0.6779683313741296,270.51747311827955,267.3704020871402
2024-09-30,0.4072827670763479,0.5837196771919778,214.35277777777776,248.91046037560025
2024-10-31,0.46267233038024186,0.4590517257479826,225.2016129032258,224.4924659021146
2024-11-30,0.41253725675882774,0.40126950581059384,215.38194444444443,213.17499488607146
2024-12-31,0.27004659525263663,0.3175907894250197,187.47311827956986,196.78532608519106
