data,ghi_real_wm2,ghi_previsto_normalizado,ghi_previsto_wm2
2024-01-31,90.82392473118279,0.11277139954561,108.17579346797532
2024-02-29,126.60632183908045,0.29067844086208183,157.80794435919182
2024-03-31,189.37231182795696,0.41314302116254104,191.9728682617239
2024-04-30,268.85,0.6583472929079945,260.3794660241612
2024-05-31,329.3817204301075,0.8300996669202241,308.29460012914495
2024-06-30,351.7125,0.9636285512418592,345.54622145872514
2024-07-31,339.43817204301075,0.9508992853096919,341.99503628468864
2024-08-31,300.78629032258067,0.7970850559370553,299.0842499271165
2024-09-30,249.20416666666668,0.598546069764772,243.69624028694062
2024-10-31,190.11021505376343,0.39945142877963247,188.15321517738795
2024-11-30,119.65277777777779,0.18249919631440403,127.62831487990016
2024-12-31,91.68279569892472,0.026184577348321858,84.01997482984675
