data,ghi_real_wm2,ghi_previsto_normalizado,ghi_previsto_wm2
2024-01-31,90.82392473118279,0.48849493,212.99439396013548
2024-02-29,126.60632183908045,0.48792794,212.8362164507056
2024-03-31,189.37231182795696,0.4864094,212.41257509378096
2024-04-30,268.85,0.48521832,212.08029008238145
2024-05-31,329.3817204301075,0.4853007,212.10327051003264
2024-06-30,351.7125,0.4843246,211.83096408223514
2024-07-31,339.43817204301075,0.48383626,211.69472772641285
2024-08-31,300.78629032258067,0.48851085,212.99883373884956
2024-09-30,249.20416666666668,0.4888508,213.0936737309687
2024-10-31,190.11021505376343,0.48903576,213.1452716086834
2024-11-30,119.65277777777779,0.48909345,213.1613678850701
2024-12-31,91.68279569892472,0.4899395,213.39739949165119
