data,ghi_real_normalizado,ghi_previsto_rnn_normalizado,ghi_real_wm2,ghi_previsto_rnn_wm2
2024-01-31,0.12598425196850394,0.15041345,133.8051075268817,138.41863971676239
2024-02-29,0.2440944881889764,0.19990848,158.33908045977012,148.9686642700546
2024-03-31,0.3858267716535433,0.3020925,188.81854838709677,170.7495161671472
2024-04-30,0.5196850393700787,0.58915156,216.54722222222225,231.93708265324437
2024-05-31,0.5826771653543307,0.78775567,229.73655913978493,274.2701886980444
2024-06-30,0.8976377952755905,0.76194906,297.1555555555555,268.76942742127244
2024-07-31,0.7637795275590551,0.8524493,269.8413978494624,288.0598445666093
2024-08-31,0.8503937007874016,0.78335947,286.88440860215053,273.3331244483751
2024-09-30,0.6377952755905512,0.63854855,242.84305555555554,242.4662107855723
2024-10-31,0.5118110236220472,0.48896533,215.73655913978493,210.58206481334344
2024-11-30,0.2125984251968504,0.28025076,151.6361111111111,166.09387996977057
2024-12-31,0.03937007874015748,0.093602784,115.30107526881721,126.30926223109246
