data,ghi_real_normalizado,ghi_previsto_xgboost_normalizado,ghi_real_wm2,ghi_previsto_xgboost_wm2
2024-01-31,0.022734863522030812,0.13679801,41.924731182795696,72.75563664492353
2024-02-29,0.293017698989856,0.2871355,114.98132183908045,113.39138530879063
2024-03-31,0.3677906191338508,0.38570133,135.19220430107526,140.03341207304118
2024-04-30,0.614251225546057,0.55129164,201.80972222222223,184.79194775991485
2024-05-31,0.8002303985148413,0.80673826,252.0793010752688,253.83835463260553
2024-06-30,0.7936733230841909,0.8393573,250.30694444444444,262.6551825421658
2024-07-31,0.8128559056194863,0.81619716,255.49193548387098,256.3950650781179
2024-08-31,0.7094799043597533,0.7127331,227.54973118279568,228.4290568923784
2024-09-30,0.5674610995313297,0.50767833,189.1625,173.00340754991413
2024-10-31,0.4122459296953021,0.24907254,147.20833333333331,103.10308429594467
2024-11-30,0.11186626940879577,0.18126003,66.01666666666667,84.77358061331239
2024-12-31,0.029015294980544597,0.084023684,43.62231182795699,58.490904469183214
