data,ghi_real_normalizado,ghi_previsto_persistencia_normalizado,ghi_real_wm2,ghi_previsto_persistencia_wm2
2024-01-31,0.05057341753510517,0.04658902044055136,90.82392473118279,89.71236559139786
2024-02-29,0.17883584997793822,0.05057341753510517,126.60632183908045,90.82392473118279
2024-03-31,0.40382129537390776,0.17883584997793822,189.37231182795696,126.60632183908045
2024-04-30,0.6887100237377565,0.40382129537390776,268.85,189.37231182795696
2024-05-31,0.9056867030503202,0.6887100237377565,329.3817204301075,268.85
2024-06-30,0.9857316507753836,0.9056867030503202,351.7125,329.3817204301075
2024-07-31,0.9417341747086662,0.9857316507753836,339.43817204301075,351.7125
2024-08-31,0.8031860401886111,0.9417341747086662,300.78629032258067,339.43817204301075
2024-09-30,0.6182892980635766,0.8031860401886111,249.20416666666668,300.78629032258067
2024-10-31,0.406466318354452,0.6182892980635766,190.11021505376343,249.20416666666668
2024-11-30,0.1539107877270292,0.406466318354452,119.65277777777779,190.11021505376343
2024-12-31,0.053652050840328785,0.1539107877270292,91.68279569892472,119.65277777777779
