data,ghi_real_normalizado,ghi_previsto_climatologia_normalizado,ghi_real_wm2,ghi_previsto_climatologia_wm2
2024-01-31,0.05057341753510517,0.10280178114273672,90.82392473118279,105.39448924731184
2024-02-29,0.17883584997793822,0.3130507455832226,126.60632183908045,164.04932522577997
2024-03-31,0.40382129537390776,0.42330244368325315,189.37231182795696,194.80712365591398
2024-04-30,0.6887100237377565,0.7083987027663858,268.85,274.34270833333335
2024-05-31,0.9056867030503202,0.8531030198710765,329.3817204301075,314.7120295698925
2024-06-30,0.9857316507753836,0.957812284951361,351.7125,343.9236111111111
2024-07-31,0.9417341747086662,0.9482383295788569,339.43817204301075,341.252688172043
2024-08-31,0.8031860401886111,0.7925324754058635,300.78629032258067,297.8141801075269
2024-09-30,0.6182892980635766,0.5907271388190606,249.20416666666668,241.51493055555554
2024-10-31,0.406466318354452,0.38026059659320394,190.11021505376343,182.7993951612903
2024-11-30,0.1539107877270292,0.19228871413500606,119.65277777777779,130.359375
2024-12-31,0.053652050840328785,0.04814881313627303,91.68279569892472,90.14751344086022
