Localidade,Modelo,seed,N_teste,MAE_wm2,MSE_wm4,RMSE_wm2,R2,nRMSE_percentual
Tesla Fremont Factory,LSTM,67,12,8.960970201118798,140.62588624081488,11.858578592766289,0.9842456535551871,5.374747086447536
Tesla Gigafactory Nevada,LSTM,67,12,8.072204005935722,98.6566296475011,9.932604373853874,0.9887931989027965,4.471024970825222
Tesla Gigafactory Texas,LSTM,67,12,11.569374468739122,233.59205129884435,15.283718503651013,0.9297728018008942,7.316737926491723
BMW San Luis Potosi,LSTM,89,12,16.39931016019166,379.5042153739949,19.48086793174254,0.8121842611260179,7.860927073814845
BYD Camacari,LSTM,89,12,14.988833485077814,411.697782477845,20.290337170137047,0.7062061582432579,8.58952486708613
Ford Rouge Electric Vehicle Center,LSTM,89,12,11.462026842930333,192.93523408982676,13.890112817750142,0.9678601430889308,8.657216909402148
GM Factory Zero,LSTM,89,12,11.13764126818655,189.5546596054409,13.767885081066042,0.968134887474783,8.589915990134962
Hyundai Metaplant Georgia,LSTM,89,12,13.510584474479161,287.0602170564468,16.942851503110294,0.904526598486191,8.542074988807457
Lucid AMP 1 Casa Grande,LSTM,89,12,10.237601435782402,139.51070658203355,11.811465048080764,0.9748564712930617,4.790183572692803
Rivian Normal,LSTM,89,12,17.638017473931495,443.80838590271065,21.066760213727942,0.9247746030085399,11.710276250191685
Tesla Fremont Factory,LSTM,89,12,10.881052570788375,169.05223787210753,13.002008993694302,0.9810610436392392,5.892992099360991
Tesla Gigafactory Nevada,LSTM,89,12,9.03237903065542,112.6440652687118,10.613390846883563,0.987204310153739,4.7774716192720454
Tesla Gigafactory Texas,LSTM,89,12,12.333427906456075,242.9218336229612,15.585949878751734,0.926967892692099,7.461424428290806
BMW San Luis Potosi,DilatedRNN,11,12,21.037315497079216,683.6981587335098,26.147622429840727,0.6616393978054498,10.55109832861731
BYD Camacari,DilatedRNN,11,12,19.252928131177388,556.6028452487916,23.59243194858876,0.6027996865706318,9.987403323967124
Ford Rouge Electric Vehicle Center,DilatedRNN,11,12,13.978228455066912,264.95983280047807,16.27758682361971,0.9558620220222531,10.145245164144573
GM Factory Zero,DilatedRNN,11,12,14.692429649128812,318.809818153343,17.85524623614424,0.9464064309959667,11.1400599473755
Hyundai Metaplant Georgia,DilatedRNN,11,12,13.536354085870565,264.0734501618583,16.250336924564312,0.9121717708048611,8.192930014025839
Lucid AMP 1 Casa Grande,DilatedRNN,11,12,8.31613571421955,127.94319817127506,11.311197910534279,0.9769412430422654,4.587298374753483
Rivian Normal,DilatedRNN,11,12,18.292489025834133,545.308901389613,23.351850063530577,0.9075702940885776,12.980477891365757
Tesla Fremont Factory,DilatedRNN,11,12,5.64934142517668,51.78415411475722,7.196120768494454,0.9941986107530841,3.2615484926484593
Tesla Gigafactory Nevada,DilatedRNN,11,12,13.45520236110076,258.6161891623586,16.081548095950172,0.9706227528467701,7.238887244496407
Tesla Gigafactory Texas,DilatedRNN,11,12,11.586101732299433,233.4759194697747,15.279918830601645,0.9298077157156954,7.314918918120041
BMW San Luis Potosi,DilatedRNN,23,12,18.455742865555028,584.8028754549672,24.18269785311323,0.7105824396681252,9.75821123255353
BYD Camacari,DilatedRNN,23,12,16.675315972638806,467.8952440265393,21.630886343988294,0.6661027891505275,9.157020634544057
Ford Rouge Electric Vehicle Center,DilatedRNN,23,12,11.368658527806792,243.54335955665454,15.605875802294934,0.9594296564610502,9.726591400251923
GM Factory Zero,DilatedRNN,23,12,12.40928581985794,233.31713490363327,15.274722089243825,0.9607781904531346,9.530046099796747
Hyundai Metaplant Georgia,DilatedRNN,23,12,11.931996754581474,206.27300395909603,14.362207489069919,0.9313956300514683,7.2409920699550305
Lucid AMP 1 Casa Grande,DilatedRNN,23,12,9.241980064677897,136.05983032164949,11.66446871150373,0.9754784107014615,4.730568661769306
Rivian Normal,DilatedRNN,23,12,17.71459678863895,410.5703534244222,20.262535710626697,0.9304084401955245,11.263235936306508
Tesla Fremont Factory,DilatedRNN,23,12,11.253775097938439,190.99359433802599,13.820043210425428,0.9786029490417675,6.263755508195841
Tesla Gigafactory Nevada,DilatedRNN,23,12,10.610038614460901,151.28669843076446,12.299865789136256,0.9828147389179626,5.536615072053822
Tesla Gigafactory Texas,DilatedRNN,23,12,12.502435476795327,241.26222111266887,15.532617973563532,0.9274668391932577,7.435892973148568
BMW San Luis Potosi,DilatedRNN,42,12,26.91677119294432,905.573802137605,30.0927533159996,0.5518336664962111,12.14303901120965
BYD Camacari,DilatedRNN,42,12,20.60087610479273,678.9770436233666,26.05718794542816,0.5154715847383058,11.030810476279552
Ford Rouge Electric Vehicle Center,DilatedRNN,42,12,11.546485006380005,200.66725036297166,14.165706843040754,0.9665721155400734,8.82898493513245
GM Factory Zero,DilatedRNN,42,12,14.566304068886604,291.8889007072564,17.084756384193966,0.9509319755828801,10.659343914336683
Hyundai Metaplant Georgia,DilatedRNN,42,12,14.694041952348378,334.48810702752957,18.289016021304416,0.8887525493037801,9.220770559005608
Lucid AMP 1 Casa Grande,DilatedRNN,42,12,10.183020724202294,158.03428659407766,12.571168863477956,0.97151803098838,5.098284280082949
Rivian Normal,DilatedRNN,42,12,17.446435280893187,497.583108474692,22.306570970785536,0.9156598026080137,12.399443749883588
Tesla Fremont Factory,DilatedRNN,42,12,9.987919194300062,158.75891211334255,12.59995682982059,0.9822142070034523,5.710767165784354
Tesla Gigafactory Nevada,DilatedRNN,42,12,9.589612787392895,151.41703245886706,12.305162837559974,0.9827999337544944,5.538999465399485
Tesla Gigafactory Texas,DilatedRNN,42,12,16.253000338075235,417.8032717557615,20.440236587568194,0.8743914743216612,9.785305469411629
BMW San Luis Potosi,DilatedRNN,67,12,23.60348550091351,761.2652949588529,27.591036496638775,0.6232516054902977,11.133545309736133
BYD Camacari,DilatedRNN,67,12,17.319002918053766,561.7337407084816,23.700922781792308,0.5991382010030342,10.033330836252347
Ford Rouge Electric Vehicle Center,DilatedRNN,67,12,13.496786234085382,263.70274064270444,16.238926708459044,0.9560714330314215,10.121149679314481
GM Factory Zero,DilatedRNN,67,12,13.571409663437995,255.96250121297808,15.998828119989854,0.956971387987165,9.981822820435736
Hyundai Metaplant Georgia,DilatedRNN,67,12,12.652292965032851,239.53574503135317,15.476942366997209,0.9203327699087234,7.803007791933471
Lucid AMP 1 Casa Grande,DilatedRNN,67,12,9.291618301929127,150.33490538762018,12.261113545988398,0.9729056636449201,4.9725401930947
Rivian Normal,DilatedRNN,67,12,19.18826896822513,452.88102124470555,21.281001415457535,0.9232367938615313,11.82936545189968
Tesla Fremont Factory,DilatedRNN,67,12,10.224795236991794,151.0618006051616,12.290720101164196,0.9830765159606849,5.570609625538984
Tesla Gigafactory Nevada,DilatedRNN,67,12,12.593141851606406,199.19737689317523,14.11373008432481,0.9773723733528835,6.353101086419226
Tesla Gigafactory Texas,DilatedRNN,67,12,15.746862172583834,338.54259696354796,18.39952708532336,0.8982204320583544,8.808361500673916
BMW San Luis Potosi,DilatedRNN,89,12,19.32758399432612,541.468453983404,23.269474725128713,0.732028542392801,9.38970709627169
BYD Camacari,DilatedRNN,89,12,14.17715119654831,402.73567020366954,20.068275217458762,0.7126016587957219,8.495519200814053
Ford Rouge Electric Vehicle Center,DilatedRNN,89,12,15.209879849806683,305.1537608060686,17.468650800965385,0.9491663704950052,10.887593289041007
GM Factory Zero,DilatedRNN,89,12,13.342313093112445,254.12574662240277,15.94132198477914,0.9572801558741254,9.945944189297485
Hyundai Metaplant Georgia,DilatedRNN,89,12,14.229098898758645,318.23962357438495,17.839271946309495,0.8941566349016375,8.994023153843427
Lucid AMP 1 Casa Grande,DilatedRNN,89,12,9.109001817083353,116.88090600802946,10.811147303040018,0.9789349614269368,4.384500991382037
Rivian Normal,DilatedRNN,89,12,21.92336954580219,620.0388773374503,24.900579859462116,0.8949035841155248,13.841362695828627
Tesla Fremont Factory,DilatedRNN,89,12,6.063478331019135,63.718430023352035,7.982382477891675,0.9928616114120808,3.6179114242350328
Tesla Gigafactory Nevada,DilatedRNN,89,12,8.7156076130119,103.83025253583544,10.189713074264429,0.9882055063891898,4.586758908922869
Tesla Gigafactory Texas,DilatedRNN,89,12,12.893991737510424,267.344071440049,16.350659663758186,0.9196255823433102,7.827512110773277
BMW San Luis Potosi,DeepNPTS,11,12,33.129019917042946,1443.3893936581915,37.991964856508694,0.28567000188488967,15.330531790183807
BYD Camacari,DeepNPTS,11,12,24.124074280809058,992.0451296003039,31.496747921020415,0.2920614046857958,13.333543806168347
Ford Rouge Electric Vehicle Center,DeepNPTS,11,12,32.40227209473809,1611.2649555398866,40.14056496288868,0.7315895908739929,25.018196922461193
GM Factory Zero,DeepNPTS,11,12,32.67881312714125,1656.8661180560919,40.70462035268345,0.7214722898346448,25.39600433771309
Hyundai Metaplant Georgia,DeepNPTS,11,12,31.51676666938856,1447.411065668618,38.044855968561876,0.518605332201303,19.181069524346345
Lucid AMP 1 Casa Grande,DeepNPTS,11,12,34.88439261191681,1816.9355238294756,42.62552666923279,0.6725400392463812,17.286940849180738
Rivian Normal,DeepNPTS,11,12,34.50487374230416,1783.5243649440454,42.23179329538405,0.6976931201424643,23.4751789555033
Tesla Fremont Factory,DeepNPTS,11,12,43.95946999650559,2434.8880803615352,49.3445851169258,0.727218996460784,22.364793808504153
Tesla Gigafactory Nevada,DeepNPTS,11,12,44.31198101030835,2486.4594486496503,49.86441064175581,0.7175531276829432,22.44577723458344
Tesla Gigafactory Texas,DeepNPTS,11,12,31.70152772831449,1344.1277145109343,36.66234736771412,0.5959009611542484,17.551277681245438
BMW San Luis Potosi,DeepNPTS,23,12,25.317728228501366,875.6951717544806,29.59214712984647,0.5666205300266172,11.941034216770372
BYD Camacari,DeepNPTS,23,12,16.751841338130237,494.5040211486715,22.237446372024632,0.6471143583455089,9.413796182456917
Ford Rouge Electric Vehicle Center,DeepNPTS,23,12,14.378250456194456,379.82555126561573,19.48911366033909,0.9367272705452996,12.146876454015493
GM Factory Zero,DeepNPTS,23,12,24.50324063594213,927.0761513642232,30.447925239073733,0.8441537341041543,18.99675355637861
Hyundai Metaplant Georgia,DeepNPTS,23,12,16.74467657151072,435.07263554087814,20.85839484574204,0.8552991255751143,10.516173908847344
Lucid AMP 1 Casa Grande,DeepNPTS,23,12,13.346091109322918,348.22802809686965,18.660868899836085,0.937240075435603,7.56798477515654
Rivian Normal,DeepNPTS,23,12,25.61232052782167,944.0750362462123,30.72580407810693,0.8399795460221053,17.07940139411818
Tesla Fremont Factory,DeepNPTS,23,12,18.68679542458746,599.0770370605101,24.476050274922017,0.9328852785125131,11.09345263209938
Tesla Gigafactory Nevada,DeepNPTS,23,12,15.165592535319382,463.61665397770275,21.531759193751512,0.947335930235574,9.692224657056984
Tesla Gigafactory Texas,DeepNPTS,23,12,17.19844806033667,469.9130862567943,21.677478779987176,0.8587251609743766,10.377607458706004
BMW San Luis Potosi,DeepNPTS,42,12,32.691719206497716,1366.702079677284,36.968933980807236,0.32362237225155654,14.917717990699733
BYD Camacari,DeepNPTS,42,12,21.30975213422911,645.6858816970758,25.41034989324381,0.5392286676645348,10.756983999783523
Ford Rouge Electric Vehicle Center,DeepNPTS,42,12,12.492894946761645,298.249863577524,17.26991208945558,0.9503164469447575,10.763726466905709
GM Factory Zero,DeepNPTS,42,12,14.196384258115947,328.0002572372645,18.110777378049363,0.9448614709502738,11.299488285780711
Hyundai Metaplant Georgia,DeepNPTS,42,12,17.01993643117148,407.9961638927279,20.1989149186962,0.8643044934235362,10.183684009528761
Lucid AMP 1 Casa Grande,DeepNPTS,42,12,7.629010986662789,122.18572976381085,11.053765411108147,0.9779788915190669,4.482895667315536
Rivian Normal,DeepNPTS,42,12,20.790910410302942,586.4319397856523,24.216356864434673,0.900599950609049,13.461027029251682
Tesla Fremont Factory,DeepNPTS,42,12,14.042218014015745,360.11626169215293,18.976729478288743,0.9596561024519079,8.60095673995468
Tesla Gigafactory Nevada,DeepNPTS,42,12,13.533686059950073,440.9509305754973,20.99883164786787,0.9499106203988233,9.452334666919196
Tesla Gigafactory Texas,DeepNPTS,42,12,16.29510919836138,449.07261870562814,21.191333575441355,0.8649906466239947,10.144876330150293
BMW San Luis Potosi,DeepNPTS,67,12,30.161210533800155,1276.7125087645602,35.73111401516275,0.3681579981214028,14.418232417750062
BYD Camacari,DeepNPTS,67,12,21.193397383612457,691.2013229045655,26.290707919425934,0.506748151857236,11.129666675996495
Ford Rouge Electric Vehicle Center,DeepNPTS,67,12,38.43251598172086,2068.6625752201257,45.48255242639891,0.6553946225607288,28.34766910211235
GM Factory Zero,DeepNPTS,67,12,35.46846706029681,1986.0757985356674,44.56541033734198,0.6661304505218679,27.80478836143937
Hyundai Metaplant Georgia,DeepNPTS,67,12,28.605456775179167,1289.1780501257651,35.90512568040621,0.5712320750518909,18.10228201482394
Lucid AMP 1 Casa Grande,DeepNPTS,67,12,35.51363231049408,1842.6777976372762,42.92642307061323,0.6679005989028709,17.408970503682333
Rivian Normal,DeepNPTS,67,12,40.70257743248338,2373.085914203361,48.71432965979683,0.5977626028230949,27.078594519122777
Tesla Fremont Factory,DeepNPTS,67,12,44.87475310387438,2501.8525241307075,50.018521810732345,0.7197169562971606,22.670246882255878
Tesla Gigafactory Nevada,DeepNPTS,67,12,45.196510194908456,2500.8210111195463,50.00820943724686,0.7159217403689813,22.51050628058345
Tesla Gigafactory Texas,DeepNPTS,67,12,30.16301986784012,1234.7472298774812,35.13897024497845,0.6287851493394041,16.821995002582696
BMW San Luis Potosi,DeepNPTS,89,12,32.8077202087398,1416.9275006407654,37.642097452729246,0.2987659301716791,15.18935316527594
BYD Camacari,DeepNPTS,89,12,24.124074280809058,992.0451296003039,31.496747921020415,0.2920614046857958,13.333543806168347
Ford Rouge Electric Vehicle Center,DeepNPTS,89,12,35.73214707749698,1954.7714784498003,44.21279767725404,0.674367017991305,27.556275797441465
GM Factory Zero,DeepNPTS,89,12,36.25897236264331,2012.6800526814468,44.8629028561622,0.6616581386632763,27.99039680669533
Hyundai Metaplant Georgia,DeepNPTS,89,12,28.95554163729852,1398.9700172970495,37.402807612491465,0.5347163478911545,18.85736809764216
Lucid AMP 1 Casa Grande,DeepNPTS,89,12,34.98726954534113,1817.5292294038788,42.632490302630444,0.6724330377586873,17.289764976600317
Rivian Normal,DeepNPTS,89,12,37.072551364381,2156.3033277029667,46.43601326236961,0.634507190461199,25.812158003562658
Tesla Fremont Factory,DeepNPTS,89,12,43.93121584157472,2484.761623388022,49.847383315355906,0.7216316533600688,22.59268057679962
Tesla Gigafactory Nevada,DeepNPTS,89,12,42.86874681387846,2427.053014654593,49.265129804503644,0.7243013420913971,22.17601922479654
Tesla Gigafactory Texas,DeepNPTS,89,12,31.70152772831449,1344.1277145109343,36.66234736771412,0.5959009611542484,17.551277681245438
BMW San Luis Potosi,DeepAR,11,12,21.38957148195888,753.323374820311,27.446737052340318,0.6271820429886755,11.075317544299981
BYD Camacari,DeepAR,11,12,19.7122907948365,693.4639858095198,26.333704369296772,0.5051334809609146,11.147868397942522
Ford Rouge Electric Vehicle Center,DeepAR,11,12,14.744480847856742,391.7375714100163,19.792361440970513,0.9347429226641627,12.335880089095129
GM Factory Zero,DeepAR,11,12,15.481696721036185,402.79599203547673,20.069778076388307,0.9322879235064266,12.521727672895375
Hyundai Metaplant Georgia,DeepAR,11,12,11.565111895176061,229.68103346657202,15.155231224450917,0.9236103499359207,7.6408107317833025
Lucid AMP 1 Casa Grande,DeepAR,11,12,9.741301246506916,136.42914848028428,11.680288886850542,0.9754118497761308,4.736984592710551
Rivian Normal,DeepAR,11,12,17.555868961375776,396.9458357408039,19.923499585685338,0.932717792123345,11.074777595224205
Tesla Fremont Factory,DeepAR,11,12,8.759622932340871,155.4680039154586,12.468680921230545,0.9825828881136908,5.651268061258834
Tesla Gigafactory Nevada,DeepAR,11,12,17.982806529054308,549.300101843687,23.437152170084296,0.9376028047376972,10.54991104581964
Tesla Gigafactory Texas,DeepAR,11,12,8.444374112348838,147.0034567821895,12.124498207438917,0.9558048279554298,5.8043319662592285
BMW San Luis Potosi,DeepAR,23,12,23.204328738795905,757.2287167991311,27.51778909722093,0.6252492984773008,11.10398849187834
BYD Camacari,DeepAR,23,12,14.493006753907004,424.2205659662821,20.596615400746845,0.6972697081890149,8.719181878500507
Ford Rouge Electric Vehicle Center,DeepAR,23,12,15.154450274796313,364.79262314860676,19.099545103185225,0.939231510690519,11.90407212660542
GM Factory Zero,DeepAR,23,12,15.92326547617788,367.81503307387106,19.178504453524813,0.9381684024979311,11.965653482884205
Hyundai Metaplant Georgia,DeepAR,23,12,16.64573426322073,380.5025963567573,19.506475754393907,0.8734485832571078,9.834577056335462
Lucid AMP 1 Casa Grande,DeepAR,23,12,14.533994455496876,348.3253066749475,18.66347520358809,0.9372225432563145,7.569041771335039
Rivian Normal,DeepAR,23,12,18.869199935556402,515.7898660965055,22.711007597561707,0.9125737622952729,12.624255945835694
Tesla Fremont Factory,DeepAR,23,12,13.440259094596888,324.66791762817326,18.018543715521886,0.9636273875986733,8.166671458930514
Tesla Gigafactory Nevada,DeepAR,23,12,15.546610194672644,417.90886288175597,20.442819347676974,0.9525280610151783,9.202053392776902
Tesla Gigafactory Texas,DeepAR,23,12,11.744502219142936,293.7689952519215,17.139690640496447,0.9116811837577672,8.2052430190793
BMW San Luis Potosi,DeepAR,42,12,17.17259490688697,525.9908533423685,22.934490474880153,0.7396883703542052,9.254534127012464
BYD Camacari,DeepAR,42,12,19.738002339927704,646.2888838415643,25.422212410440682,0.5387983561006722,10.762005768795756
Ford Rouge Electric Vehicle Center,DeepAR,42,12,15.197136060834174,307.55402752700957,17.537218352036607,0.9487665252862055,10.930329022750206
GM Factory Zero,DeepAR,42,12,16.446701543291564,339.19343597386984,18.417204890370034,0.9429798400755741,11.490671359462846
Hyundai Metaplant Georgia,DeepAR,42,12,14.258315144843285,307.52285333868946,17.53632952868671,0.8977209271540976,8.84128871902002
Lucid AMP 1 Casa Grande,DeepAR,42,12,11.845974292673688,187.56595189358305,13.695471948552305,0.9661956418154372,5.5542495770996885
Rivian Normal,DeepAR,42,12,23.743650123163167,796.8177383271328,28.227960222572456,0.8649396167366791,15.690937231551228
Tesla Fremont Factory,DeepAR,42,12,16.99984095106531,455.99286501106593,21.353989440174075,0.9489150272130898,9.678419013693427
Tesla Gigafactory Nevada,DeepAR,42,12,19.26568086031433,682.8540473463853,26.131476180009145,0.9224318779754184,11.76272386655156
Tesla Gigafactory Texas,DeepAR,42,12,10.58078917326827,237.02286772545256,15.39554700962108,0.9287413599181911,7.370273319118763
BMW San Luis Potosi,DeepAR,67,12,25.468328552564667,1046.2824919177795,32.34629023424138,0.48219726862113144,13.052387066671955
BYD Camacari,DeepAR,67,12,18.062394176813136,669.7295165352613,25.87913283970816,0.5220707616724448,10.955434264170837
Ford Rouge Electric Vehicle Center,DeepAR,67,12,12.095638886395752,243.17640525079673,15.594114442660626,0.9594907850513712,9.719260960043146
GM Factory Zero,DeepAR,67,12,13.239602794786267,253.86974685466217,15.933290521880977,0.9573231907508332,9.94093328230873
Hyundai Metaplant Georgia,DeepAR,67,12,11.543425169129094,215.3443864130361,14.674617078923596,0.9283785775731026,7.398499567631134
Lucid AMP 1 Casa Grande,DeepAR,67,12,9.686513296458948,124.98147571945857,11.179511425793999,0.9774750239635557,4.533892431174024
Rivian Normal,DeepAR,67,12,16.34407572916399,432.94205993029715,20.80725978908076,0.926616442214554,11.566029027133613
Tesla Fremont Factory,DeepAR,67,12,13.129499442466761,278.6355095113045,16.69237878528116,0.9687844075794774,7.565604388437919
Tesla Gigafactory Nevada,DeepAR,67,12,15.31256368621841,343.10463319416493,18.52308379277503,0.9610253726133309,8.3379108899363
Tesla Gigafactory Texas,DeepAR,67,12,10.474021245854152,260.1037546472383,16.127732470723785,0.9218023137843236,7.7207907099746755
BMW San Luis Potosi,DeepAR,89,12,18.819656341120062,611.4159428910046,24.72682638130103,0.6974116955190076,9.977778178638971
BYD Camacari,DeepAR,89,12,14.64952656130974,386.2808718316501,19.654029404466915,0.7243440548804235,8.320156185308493
Ford Rouge Electric Vehicle Center,DeepAR,89,12,14.765403303276443,316.58383553140055,17.792802913858193,0.9472623068443815,11.089625856362415
GM Factory Zero,DeepAR,89,12,16.509754778915525,361.245323680834,19.006454789908453,0.9392728044129399,11.858310042123799
Hyundai Metaplant Georgia,DeepAR,89,12,17.497637403990883,408.6679665080573,20.215537749663184,0.8640810584889114,10.192064739810212
Lucid AMP 1 Casa Grande,DeepAR,89,12,11.223445811460849,182.69542688479223,13.516487224304703,0.9670734395728758,5.481661656603482
Rivian Normal,DeepAR,89,12,19.78399447073218,508.76361441373643,22.555788933525168,0.9137647099857342,12.537975311480293
Tesla Fremont Factory,DeepAR,89,12,16.41457183258652,376.95382008143696,19.415298609123603,0.9577697873840313,8.79973251562803
Tesla Gigafactory Nevada,DeepAR,89,12,15.66150914628046,419.67900591145434,20.486068581146906,0.9523269833894951,9.221521439175904
Tesla Gigafactory Texas,DeepAR,89,12,13.211118273245317,272.1248108257245,16.496205952452357,0.9181882991373564,7.897189136707401
