data_alvo,Localidade,localidade_id,y_wm2,Persistencia,Sazonal ingenuo,Climatologia,XGBoost,MLP,RNN,LSTM,DilatedRNN,DeepNPTS,DeepAR
2024-04-30,BYD Camacari,0,184.0097222222222,266.5255376344086,215.32083333333333,206.2704861111111,215.62533428620108,214.49809912805307,206.28305892722423,205.36944489737834,206.57284432821857,215.47608024546858,188.19538988759842
2024-04-30,Tesla Gigafactory Nevada,1,278.4597222222222,192.7016129032258,284.5111111111111,282.76701388888887,281.0485690679858,258.2186744885053,264.2369773516807,273.5169074663162,267.270030636044,281.2954496902537,272.9997317942854
2024-04-30,Tesla Gigafactory Texas,2,216.54722222222225,188.81854838709677,207.44444444444443,215.74618055555555,215.92802169377447,234.62446978237114,219.40158429676165,222.84602975880588,220.10076539263292,207.05984108742848,213.15251834201877
2024-04-30,Hyundai Metaplant Georgia,3,263.20138888888886,187.87231182795696,237.8986111111111,252.09305555555557,232.05720318405218,231.60631805774636,228.8952817438751,240.77543560442746,229.9620835913125,222.28019458199702,237.72862382761895
2024-04-30,Rivian Normal,4,193.85833333333332,173.11693548387098,217.76388888888886,206.53541666666666,217.09118087210004,228.1329002935153,221.35417888544262,210.66960745187856,217.14715003919218,217.6941446364727,213.97964562683978
2024-04-30,Tesla Fremont Factory,5,268.85,189.37231182795696,284.43194444444447,274.34270833333335,278.40712037835766,241.8903914548223,261.58968757577054,261.5946295317024,262.5668778822264,278.8093576785003,271.00169087046334
2024-04-30,Lucid AMP 1 Casa Grande,6,319.31111111111113,233.08602150537632,318.1652777777778,314.0684027777778,295.1829410793529,308.4494465318993,301.60002207177456,302.68383236862644,297.11158759089886,317.2262913548578,311.77984180006206
2024-04-30,GM Factory Zero,7,204.275,134.98387096774192,180.54166666666666,180.4347222222222,188.09716231129397,191.01206633933475,194.18083428299556,192.28909824302974,197.82216566458717,180.00036542127208,181.20959553342834
2024-04-30,Ford Rouge Electric Vehicle Center,8,201.80972222222223,135.19220430107526,180.12916666666666,178.4638888888889,188.24277381331902,192.5890405177086,197.49510314534533,190.8283937401188,189.73559150325406,180.50542116619135,180.62153275314995
2024-04-30,BMW San Luis Potosi,9,316.1097222222222,295.6760752688172,295.37083333333334,309.2395833333333,307.68588370289854,325.3398198564184,303.8627146528773,310.54520572510455,303.7930814139946,294.9734198531957,300.4202484027032
2024-05-31,BYD Camacari,0,190.63709677419354,184.0097222222222,154.84139784946237,171.63440860215053,167.26039334561838,176.23457516193554,170.73033441073932,172.9260990480061,165.98403280520793,183.94604595033553,159.8775954730158
2024-05-31,Tesla Gigafactory Nevada,1,338.80779569892474,278.4597222222222,280.56048387096774,313.02016129032256,297.54264685757965,291.15385859289097,319.57064461470827,318.2566376938786,314.0812100929166,281.2954496902537,292.58783903234246
2024-05-31,Tesla Gigafactory Texas,2,229.73655913978493,216.54722222222225,242.81048387096774,259.1639784946237,253.83068755958033,271.5795420187902,260.2681090694922,260.6990473292208,255.2105717123196,242.3056459774574,248.85057399894603
2024-05-31,Hyundai Metaplant Georgia,3,257.39381720430106,263.20138888888886,221.8010752688172,265.908938172043,252.09112990466497,264.8076423174996,262.90112677556215,265.88436332155936,251.24250658571077,260.25380458482493,257.53230477589113
2024-05-31,Rivian Normal,4,264.4139784946237,193.85833333333332,269.4260752688172,232.61491935483872,254.66738749651182,220.14579323563925,245.42222980190354,244.06652345245567,250.13530190298633,235.02597086323848,227.55597339550496
2024-05-31,Tesla Fremont Factory,5,329.3817204301075,268.85,279.6236559139785,314.7120295698925,293.6113504395684,294.53161285335136,315.0176487277619,311.0104873726557,311.95362274725215,278.8093576785003,293.59224109987474
2024-05-31,Lucid AMP 1 Casa Grande,6,350.38440860215053,319.31111111111113,345.4516129032258,350.161626344086,336.2281048608371,353.8546075108257,347.71420605378927,343.83452277119284,342.6859880821423,319.14996645992966,340.2479879219726
2024-05-31,GM Factory Zero,7,249.9543010752688,204.275,269.60483870967744,242.71875,261.535417397237,261.28745572637,250.47482092576215,245.14457563321542,255.91893617990945,225.11038616909562,265.2299860916578
2024-05-31,Ford Rouge Electric Vehicle Center,8,252.0793010752688,201.80972222222223,266.57930107526886,240.94724462365593,260.0666046457024,262.0826081573244,246.19561190406475,244.20668019107325,250.04329888733588,227.32850206835613,261.8821471369421
2024-05-31,BMW San Luis Potosi,9,320.3938172043011,316.1097222222222,295.6357526881721,310.26243279569894,313.3359241921736,308.5246982134284,319.00247230975214,316.4338573270908,315.4546677779766,316.56474390698054,314.9973247530319
2024-06-30,BYD Camacari,0,180.60694444444442,190.63709677419354,175.79444444444442,177.5065972222222,167.88548374297199,174.66417629360896,170.46779832112733,173.0777412231571,175.12533045045888,191.22220912303337,172.4662068048442
2024-06-30,Tesla Gigafactory Nevada,1,351.66805555555555,338.80779569892474,323.075,339.53680555555553,330.7967777475272,346.5891666936174,349.0593789719681,347.57742662928865,345.56654551589475,339.7464510331418,323.80536866335194
2024-06-30,Tesla Gigafactory Texas,2,297.1555555555555,229.73655913978493,304.0222222222222,298.33854166666663,292.2027062882019,280.3630213368364,285.0743555294571,285.190432781622,286.68032885661694,247.34075914675833,305.9551977180346
2024-06-30,Hyundai Metaplant Georgia,3,283.19305555555553,257.39381720430106,260.2722222222222,263.165625,284.21624410213326,283.1304599925985,269.46900278615055,265.66568117680083,266.83615898842453,260.25380458482493,272.67021664408264
2024-06-30,Rivian Normal,4,280.38194444444446,264.4139784946237,287.35833333333335,281.0076388888889,272.52477927549234,265.70327530354547,268.1205070025979,272.9341381776077,266.2069311799381,263.9123381894603,262.19344451234383
2024-06-30,Tesla Fremont Factory,5,351.7125,329.3817204301075,327.93194444444447,343.9236111111111,332.6065487870109,341.6220214058657,347.4939682116212,344.84044383844855,343.93097096583267,329.3329253430729,333.26276969785357
2024-06-30,Lucid AMP 1 Casa Grande,6,331.58194444444445,350.38440860215053,361.47083333333336,350.09236111111113,345.48582770855353,360.8019827091982,352.5530766370813,348.0648489340964,348.06820980291377,349.9287827029023,351.16356707135196
2024-06-30,GM Factory Zero,7,248.35,249.9543010752688,262.05277777777775,279.37291666666664,274.2589172709309,277.0126766431893,275.2004762231374,270.5426991695764,269.1220792008194,250.88752229855695,263.0339469374535
2024-06-30,Ford Rouge Electric Vehicle Center,8,250.30694444444444,252.0793010752688,260.1194444444444,276.92465277777774,272.03879997216984,273.1092683060655,270.24226195269046,271.13500168580407,271.5091816260609,252.86834680305049,259.450062913286
2024-06-30,BMW San Luis Potosi,9,274.2277777777778,320.3938172043011,329.8027777777778,291.8927083333333,305.41958480192125,276.89907636847994,303.3220466305812,306.96423883904373,303.3910821392171,319.64923044622583,309.8502252339836
2024-07-31,BYD Camacari,0,203.36559139784944,180.60694444444442,196.1518817204301,185.78158602150538,189.32274309537746,184.77828996549252,186.5487310442753,187.6057804756027,186.79023922707447,196.07298151155314,196.92917337026248
2024-07-31,Tesla Gigafactory Nevada,1,329.9233870967742,351.66805555555555,352.1357526881721,339.6992607526882,329.3917187256005,335.43031827814076,333.6452293781637,342.3618956797503,332.99658025365096,352.7355751884881,346.16296775041144
2024-07-31,Tesla Gigafactory Texas,2,269.8413978494624,297.1555555555555,307.84005376344084,296.4815188172043,296.3004782405272,286.39815289833007,297.8448174485917,294.42516056046054,293.1780733376421,297.69191624961235,308.9756024226707
2024-07-31,Hyundai Metaplant Georgia,3,245.24059139784944,283.19305555555553,265.1008064516129,260.33904569892474,270.9154117250635,262.69311221664873,263.9922033873937,260.0307232714148,259.7239243757981,264.810635025623,256.41995095133143
2024-07-31,Rivian Normal,4,270.79569892473114,280.38194444444446,284.51209677419354,268.5127688172043,273.6197130973461,266.0726517181621,265.9789611266345,266.41895627440306,265.9475551846687,281.244164416226,259.5234438074773
2024-07-31,Tesla Fremont Factory,5,339.43817204301075,351.7125,349.3319892473118,341.252688172043,330.5451611928973,346.07529587925103,338.9768630103575,343.02734463327613,335.2897115930674,349.10302715953105,344.2672351496901
2024-07-31,Lucid AMP 1 Casa Grande,6,324.9180107526882,331.58194444444445,329.3817204301075,306.40793010752685,328.1785881416852,314.67604951879093,317.42345261759493,322.2185270611333,320.40984084992317,328.7683419852888,316.1362733527337
2024-07-31,GM Factory Zero,7,255.46505376344084,248.35,250.5551075268817,261.8326612903226,268.924473482913,251.2451089691371,254.92574321329917,261.3197461159362,255.63894108611944,248.7394276211018,249.22561242102137
2024-07-31,Ford Rouge Electric Vehicle Center,8,255.49193548387098,250.30694444444444,253.00672043010752,260.79502688172045,265.804034692559,248.8900360595249,255.3137886119358,261.18786525736994,259.7589468009849,250.7400264084926,250.85024944473201
2024-07-31,BMW San Luis Potosi,9,240.14650537634407,274.2277777777778,283.63440860215053,278.51344086021504,283.2589390321284,308.754183619482,281.7660820567159,283.25457046458155,289.01657563561713,274.92432155740516,301.43649489224276
2024-08-31,BYD Camacari,0,224.1491935483871,203.36559139784944,216.7271505376344,215.84274193548384,219.99341160339372,217.30988912477542,218.66188644309358,217.20901394447174,216.6317573792191,216.68877334259852,222.78956633768178
2024-08-31,Tesla Gigafactory Nevada,1,303.0147849462366,329.9233870967742,282.7204301075269,288.0157930107527,289.1810578580569,291.2348333975184,292.51666330240215,293.3879559703299,288.0179697702141,283.4603009848986,274.28630443945076
2024-08-31,Tesla Gigafactory Texas,2,286.88440860215053,269.8413978494624,304.0739247311828,278.6690188172043,281.6007891149931,280.1432423794624,271.66922683943346,274.1505439036956,269.1395954966225,269.1595955853181,285.0495783899741
2024-08-31,Hyundai Metaplant Georgia,3,234.99193548387098,245.24059139784944,247.22043010752688,232.8138440860215,244.8486357472917,228.58132498948711,233.1411923741461,234.3944771193689,234.60037109012242,245.06435828407606,230.46297022043376
2024-08-31,Rivian Normal,4,251.71774193548387,270.79569892473114,234.73790322580646,244.67943548387095,233.94174573288493,231.75821494300743,238.31326801078293,239.25155405544788,229.74941108896527,235.02597086323848,243.36259827290172
2024-08-31,Tesla Fremont Factory,5,300.78629032258067,339.43817204301075,300.43548387096774,297.8141801075269,288.98409999072766,292.35653732905985,301.1671786985314,298.21286014889836,299.19133416665284,300.776118998582,286.6353905374351
2024-08-31,Lucid AMP 1 Casa Grande,6,283.14516129032256,324.9180107526882,280.9489247311828,289.1720430107527,282.99807914594646,293.65284697223535,291.35408438479874,291.8447129848424,290.50911711369474,280.6764352348463,286.9088082358161
2024-08-31,GM Factory Zero,7,228.71236559139783,255.46505376344084,225.0241935483871,232.67237903225805,221.7645072391362,233.33930506696024,223.1616696185568,226.5373835581616,221.6279081645629,225.11038616909562,220.13412835528027
2024-08-31,Ford Rouge Electric Vehicle Center,8,227.54973118279568,255.49193548387098,227.31586021505373,233.35114247311827,231.25071184289067,236.2908045341914,222.47666816120983,227.5476850426779,221.6633135028263,227.32850206835613,219.36841398334013
2024-08-31,BMW San Luis Potosi,9,270.51747311827955,240.14650537634407,251.01881720430106,261.64012096774195,254.27086427964832,282.35064909496884,255.56371044095167,255.089516559788,251.69108038043942,250.24851096437504,270.41333777457476
2024-09-30,BYD Camacari,0,248.18888888888887,224.1491935483871,249.4,244.35868055555557,246.0880895994043,244.98907612032795,250.5180417673402,248.10990448552434,242.71345875860862,249.43150532477966,258.1110772840599
2024-09-30,Tesla Gigafactory Nevada,1,247.60833333333332,303.0147849462366,235.40555555555557,243.42534722222223,239.00829225040678,246.71551589304846,241.5740762859567,242.40383980903735,234.97605514816058,235.83353972775748,229.56355983205808
2024-09-30,Tesla Gigafactory Texas,2,242.84305555555554,286.88440860215053,247.01805555555555,235.71006944444446,233.32745344885575,230.1158053323533,236.06100895863068,240.52133111489076,234.98660958079245,247.34075914675833,241.51716579416748
2024-09-30,Hyundai Metaplant Georgia,3,181.27916666666667,234.99193548387098,217.825,207.19270833333331,211.03290930896674,209.81094265704945,206.90830121251844,206.46259391000194,204.18528020647904,217.72336414119889,217.14824700267405
2024-09-30,Rivian Normal,4,206.58333333333334,251.71774193548387,190.99444444444444,197.7458333333333,190.62634520208644,185.32377500344347,191.13684045036317,193.01598402510086,183.25480909427648,190.73354873774196,195.28821208976933
2024-09-30,Tesla Fremont Factory,5,249.20416666666668,300.78629032258067,235.31527777777777,241.51493055555554,239.64987421592872,247.68293397216425,247.973857357322,244.58520539940417,245.9811749230993,234.87581840995233,237.6798462930172
2024-09-30,Lucid AMP 1 Casa Grande,6,274.7944444444445,283.14516129032256,257.46944444444443,256.5288194444445,256.6447116733527,255.06053176550049,255.10829660945524,252.8561737551484,255.15484493381237,257.59233397398424,257.3105481313281
2024-09-30,GM Factory Zero,7,188.0097222222222,228.71236559139783,165.61944444444444,179.33090277777777,171.30276740666997,161.18448131131484,173.82226957911604,173.80133076184967,169.75093713715512,164.96370267908634,164.07646562393796
2024-09-30,Ford Rouge Electric Vehicle Center,8,189.1625,227.54973118279568,164.11666666666667,179.0125,169.49391187599267,160.2549492363833,169.8447808886554,173.10988801342555,171.47519411188028,163.47885800972847,162.07930819658847
2024-09-30,BMW San Luis Potosi,9,214.35277777777776,270.51747311827955,277.8208333333333,237.87534722222222,251.6221861322721,268.22071477122626,242.22356212034984,236.80769763205163,254.5100521086525,270.2976092601656,250.37831299075037
2024-10-31,BYD Camacari,0,267.252688172043,248.18888888888887,290.13709677419354,270.3672715053764,277.52882520077367,244.9174021101443,259.6144645859798,264.127037116757,253.3488444168401,266.4092178644352,249.6249061163555
2024-10-31,Tesla Gigafactory Nevada,1,177.8709677419355,247.60833333333332,180.96505376344084,182.66364247311827,184.9888301966836,167.32652382522684,184.16878280886453,177.24850520844103,183.20975322648752,181.7122409741591,182.67616057974757
2024-10-31,Tesla Gigafactory Texas,2,215.73655913978493,242.84305555555554,171.8252688172043,191.83803763440858,177.6590538604766,189.3899839274201,190.64598351636883,188.2480386932691,181.35193010281813,171.81402984493843,203.98652038138403
2024-10-31,Hyundai Metaplant Georgia,3,191.76209677419354,181.27916666666667,182.94086021505373,180.7086693548387,167.30794395147473,180.2120570295879,163.18117881362795,165.21846992017763,166.73428247095114,181.26870336768127,186.43553902196788
2024-10-31,Rivian Normal,4,167.65994623655914,206.58333333333334,124.81182795698925,126.85114247311827,149.33622704458332,115.38426931645128,140.7308385925668,137.91688864191053,131.97317126459012,125.25777939687013,135.11558838775483
2024-10-31,Tesla Fremont Factory,5,190.11021505376343,249.20416666666668,187.42069892473117,182.7993951612903,189.21839454580805,180.38232708979774,186.82294769164773,180.4336471786542,191.44588473749818,186.54891024900326,186.4371591896473
2024-10-31,Lucid AMP 1 Casa Grande,6,219.50134408602148,274.7944444444445,223.7782258064516,216.44926075268813,216.86988640808448,223.66167132087526,215.66188705741078,209.2722390839017,224.38096660512028,222.96616023995625,224.3047667680709
2024-10-31,GM Factory Zero,7,146.7271505376344,188.0097222222222,104.24731182795698,112.2940188172043,118.10386707108987,117.19348694283426,117.6192140228101,122.62655403683104,124.55936768818017,104.81701918907703,114.45861118569516
2024-10-31,Ford Rouge Electric Vehicle Center,8,147.20833333333331,189.1625,104.48387096774194,112.8309811827957,116.72552300337365,114.74206680318734,119.76107653795898,117.44960691063497,121.2519995806585,103.88585474021652,115.65415557445522
2024-10-31,BMW San Luis Potosi,9,225.2016129032258,214.35277777777776,193.1021505376344,219.9532930107527,186.87461333434268,255.3336723881484,203.8278565417775,206.57964782651555,201.16485038010342,193.1856967790393,218.95933178217422
2024-11-30,BYD Camacari,0,253.79722222222225,267.252688172043,291.5152777777778,250.178125,279.3146742302724,270.7611537879568,264.88867528440176,260.81988541677754,267.0595468447734,267.62191096156516,241.51415353476682
2024-11-30,Tesla Gigafactory Nevada,1,117.06805555555555,177.8709677419355,119.66388888888888,124.78854166666667,131.6626264386695,130.64887788856265,123.3059934219541,120.01109365172424,121.94612000073612,140.5800458915605,122.41283944968775
2024-11-30,Tesla Gigafactory Texas,2,151.6361111111111,215.73655913978493,119.99444444444444,135.58124999999998,157.1345574270253,145.17319559011204,153.9399739547763,149.64459853433476,142.44346127569355,158.38705504100813,138.24270830511728
2024-11-30,Hyundai Metaplant Georgia,3,128.38888888888889,191.76209677419354,126.32222222222222,132.60729166666667,132.10555436668056,129.13412502901284,131.4002141898398,137.18305792215693,132.32966073467847,153.92770347575987,129.66856929553694
2024-11-30,Rivian Normal,4,75.10833333333333,167.65994623655914,110.32777777777778,97.53993055555556,115.90074896719507,90.98956284057822,97.91697830162062,95.53716987081035,95.77813365154209,148.36686888457308,92.50876109842812
2024-11-30,Tesla Fremont Factory,5,119.65277777777779,190.11021505376343,128.7625,130.359375,132.9567379781947,139.50856663288425,126.24969730189609,126.51725715728189,133.12582952792044,129.4353058742139,131.62812422097235
2024-11-30,Lucid AMP 1 Casa Grande,6,163.96944444444443,219.50134408602148,163.51944444444445,163.16736111111112,161.15819909013607,166.30010964623804,164.07226311468588,164.48246093992066,164.88162090309484,176.79793587549722,172.92372092159508
2024-11-30,GM Factory Zero,7,64.27777777777777,146.7271505376344,81.25694444444444,79.7232638888889,84.21779304988897,86.97595005534376,76.59277647793881,80.05324165038763,80.84701014727727,113.40940602921404,77.1300168202389
2024-11-30,Ford Rouge Electric Vehicle Center,8,66.01666666666667,147.20833333333331,81.2861111111111,80.01493055555555,83.76051466979793,81.65837973797038,80.16446374468237,78.28112961536802,77.84052625911536,114.52746476847877,75.16622685290719
2024-11-30,BMW San Luis Potosi,9,215.38194444444443,225.2016129032258,191.13333333333333,204.22291666666666,173.11626339671355,240.29127590286816,187.6380923108308,194.59558832920206,190.85292490437146,214.777032507243,200.06137204893253
2024-12-31,BYD Camacari,0,302.8521505376344,253.79722222222225,278.7258064516129,266.7483198924731,273.0115030226849,273.35790014693555,258.19390694716924,260.50024902404,258.82057948931254,262.7711385730454,250.95489457205582
2024-12-31,Tesla Gigafactory Nevada,1,95.06854838709677,117.06805555555555,91.38844086021506,91.80813172043011,95.99117038098031,89.53060318488538,91.20959508986233,95.1297032347247,89.19796404454068,116.76666935985928,80.38222973296574
2024-12-31,Tesla Gigafactory Texas,2,115.30107526881721,151.6361111111111,133.0,119.22143817204301,121.32493413010593,111.66393994583294,130.6426796827746,126.14612531145653,127.85225821124611,151.67356763904294,105.35693434799987
2024-12-31,Hyundai Metaplant Georgia,3,124.73924731182795,128.38888888888889,107.97983870967742,112.84643817204301,115.68410254560251,118.55967540860425,118.66832462150845,115.87428136020299,113.58825598621881,128.10565281314877,108.43970459222953
2024-12-31,Rivian Normal,4,61.30510752688172,75.10833333333333,55.009408602150536,62.22883064516129,64.31460240270683,48.56535876098494,63.32693826228541,63.00893396680615,55.915455754064226,75.18807761065702,51.404339009572965
2024-12-31,Tesla Fremont Factory,5,91.68279569892472,119.65277777777779,89.71236559139786,90.14751344086022,93.42273423851256,86.47117740387127,93.95314520644757,91.01418567219471,95.59600758189822,120.64859718908505,83.06208715697389
2024-12-31,Lucid AMP 1 Casa Grande,6,143.70698924731184,163.96944444444443,134.58064516129033,131.66666666666666,129.2557221186036,132.90311698602784,138.27139287876275,141.2613241847224,134.0395615693985,163.3322028590827,127.60823647445994
2024-12-31,GM Factory Zero,7,45.26478494623656,64.27777777777777,38.368279569892465,41.92204301075269,49.81423068069462,39.62882196370795,51.38933642045497,45.53501071924871,38.93127405467955,64.0032020242177,36.5407072314928
2024-12-31,Ford Rouge Electric Vehicle Center,8,43.62231182795699,66.01666666666667,37.725806451612904,41.329301075268816,48.60622776128472,34.98100817742948,46.30716456922262,45.8233723989621,38.106629377271474,65.57606951336085,35.4556643602223
2024-12-31,BMW San Luis Potosi,9,187.47311827956986,215.38194444444443,134.58064516129033,180.7557123655914,182.87050129857758,225.12272107110775,182.7119072366266,192.82360066801152,177.56761833392483,214.777032507243,205.07230406470836
