Modelo,N_localidades,CRPS_medio_wm2,CRPS_dp_localidades_wm2,PICP_medio_percentual,MPIW_medio_wm2
DeepAR,10,10.830101672695381,2.3955234660770657,61.666666666666664,35.495640852606655
DeepNPTS,10,15.9119908066427,1.8051610520215562,90.83333333333333,146.13825530105936
