data,ghi_real_normalizado,ghi_previsto_deepnpts_aprox_normalizado,ghi_real_wm2,ghi_previsto_deepnpts_aprox_wm2
2023-10-26,0.8661417322834646,0.8317927,304.7916666666667,294.26362472275895
2023-10-27,0.7559055118110236,0.79550374,270.0833333333333,282.64359198510647
2023-10-28,0.8188976377952756,0.7670655,289.0833333333333,273.53744000196457
2023-10-29,0.8582677165354331,0.7856026,301.625,279.4731752201915
2023-10-30,0.9212598425196851,0.7323101,322.875,262.4084684873621
2023-10-31,0.8503937007874016,0.8801855,300.75,309.75939380625886
2023-11-01,0.8661417322834646,0.78186756,304.875,278.2771761342883
2023-11-02,0.6377952755905512,0.8198611,232.625,290.443027553459
2023-11-03,0.7244094488188977,0.7675075,259.375,273.6789619798461
2023-11-04,0.8110236220472441,0.7784095,286.9583333333333,277.16986924409866
2023-11-05,0.7952755905511811,0.80762357,281.7083333333333,286.5244624391198
2023-11-06,0.6456692913385826,0.80152845,235.625,284.57275698582333
2023-11-07,0.36220472440944884,0.74190944,144.16666666666666,265.48225332051516
2023-11-08,0.8110236220472441,0.6425884,288.5416666666667,233.67881988485652
2023-11-09,0.6850393700787402,0.64697313,246.375,235.08285532395044
2023-11-10,0.968503937007874,0.7139756,337.5833333333333,256.53760625670355
2023-11-11,0.9606299212598425,0.8085545,336.375,286.8225460872054
2023-11-12,0.9763779527559056,0.83162326,341.2916666666667,294.2093634977937
2023-11-13,0.968503937007874,0.870491,339.0416666666667,306.65514787038165
2023-11-14,0.8740157480314961,0.77008617,307.375,274.50467544297373
2023-11-15,0.6929133858267716,0.83008033,249.33333333333331,293.7153057878216
2023-11-16,0.8188976377952756,0.7936058,289.375,282.03585863113403
2023-11-17,0.8110236220472441,0.8001284,287.0833333333333,284.12444818764925
2023-11-18,0.8110236220472441,0.8105873,287.0,287.47347084184486
2023-11-19,0.9291338582677166,0.77396536,325.0,275.7468242446581
2023-11-20,0.7559055118110236,0.82733333,270.7916666666667,292.83569373190403
2023-11-21,0.7952755905511811,0.7487373,282.7083333333333,267.6685817912221
2023-11-22,0.6614173228346457,0.7569845,239.16666666666663,270.3094028929869
2023-11-23,0.8740157480314961,0.7387613,307.6666666666667,264.47419313093025
2023-11-24,0.968503937007874,0.7954609,339.0416666666667,282.62986922015745
2023-11-25,0.9763779527559056,0.8267456,340.0833333333333,292.6475067188342
2023-11-26,0.905511811023622,0.80051976,318.0833333333333,284.24976623306674
2023-11-27,0.84251968503937,0.860385,296.75,303.41911376764375
2023-11-28,0.84251968503937,0.8494582,298.375,299.92026676734287
2023-11-29,0.9763779527559056,0.82944286,339.9583333333333,293.51118204494315
2023-11-30,0.952755905511811,0.8329284,333.125,294.6272875368595
2023-12-01,0.952755905511811,0.7648917,331.9166666666667,272.84135799854994
2023-12-02,0.9291338582677166,0.7577186,325.0833333333333,270.54448397209245
2023-12-03,0.968503937007874,0.76353806,337.9583333333333,272.4079171195626
2023-12-04,0.8976377952755905,0.82705265,315.0416666666667,292.7458182101448
2023-12-05,0.905511811023622,0.80658334,317.5,286.1913752431671
2023-12-06,0.7795275590551181,0.7694753,277.0,274.30906401326257
2023-12-07,0.5590551181102362,0.73658603,206.375,263.7776530658205
2023-12-08,0.6771653543307087,0.7464647,246.0,266.94089353084564
2023-12-09,0.8976377952755905,0.80374044,314.5833333333333,285.2810539677739
2023-12-10,0.6299212598425197,0.81685716,230.45833333333331,289.4811361655593
2023-12-11,0.9133858267716536,0.77194995,319.25,275.1014725739757
2023-12-12,0.5748031496062992,0.8193427,212.58333333333331,290.2770183607936
2023-12-13,0.8346456692913385,0.71000266,295.5833333333333,255.2654353280862
2023-12-14,0.8110236220472441,0.75753695,286.4583333333333,270.4863101368149
2023-12-15,0.7322834645669292,0.7918567,261.875,281.4757827793558
2023-12-16,0.7086614173228346,0.7680802,253.83333333333331,273.8623393451174
2023-12-17,0.84251968503937,0.7553228,296.9166666666667,269.77732606232166
2023-12-18,0.8661417322834646,0.8028175,305.0,284.9855278308193
2023-12-19,0.8031496062992126,0.7430427,286.25,265.8451336125533
2023-12-20,0.41732283464566927,0.7857324,160.54166666666666,279.5147252331177
2023-12-21,0.28346456692913385,0.63412255,117.5,230.9679916873574
2023-12-22,0.5669291338582677,0.5709208,210.625,210.7302725066741
2023-12-23,0.9133858267716536,0.60371256,319.25,221.23045891523358
2023-12-24,0.7637795275590551,0.76704586,273.0,273.53114165365696
2023-12-25,0.9291338582677166,0.77609205,324.4166666666667,276.4278092980385
2023-12-26,0.8661417322834646,0.822038,306.2083333333333,291.1400829379757
2023-12-27,0.8031496062992126,0.7600258,285.625,271.2832611426711
2023-12-28,0.8346456692913385,0.68446773,294.25,247.08893864105144
2023-12-29,0.8582677165354331,0.74369955,303.625,266.0554602742195
2023-12-30,0.9291338582677166,0.80659676,326.125,286.19566957155865
2023-12-31,0.8503937007874016,0.8543264,299.6666666666667,301.47910797347623
2024-01-01,0.8582677165354331,0.7777199,301.7083333333333,276.949064421157
2024-01-02,0.9448818897637795,0.8211601,330.1666666666667,290.85896665851277
2024-01-03,0.8740157480314961,0.8659906,307.0,305.21406669169664
2024-01-04,0.7401574803149606,0.83831227,265.2083333333333,296.3512408981721
2024-01-05,0.6692913385826772,0.77065367,243.125,274.68639233460027
2024-01-06,0.6299212598425197,0.7771752,230.54166666666663,276.77463834484416
