tarefa,resolucao,particao,modelo,tipo_estimativa,semente,tipo_horizonte,horizonte,N_localidades,N_origens,N_pontos,MAE_wm2,RMSE_wm2,nRMSE,R2,agregacao
monthly_1,mensal,validacao_2023,Climatologia,deterministica,,cumulativo,1,10,120,120,13.761379520098368,18.059077394732093,0.08979568633733269,0.9086450009224952,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,validacao_2023,Climatologia,deterministica,,lead_exato,1,10,120,120,13.761379520098368,18.059077394732093,0.08979568633733269,0.9086450009224952,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,validacao_2023,DilatedRNN,ensemble,,cumulativo,1,10,120,120,15.039690100763789,18.427286268500303,0.09001541455327901,0.9103237328749421,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,validacao_2023,DilatedRNN,ensemble,,lead_exato,1,10,120,120,15.039690100763789,18.427286268500303,0.09001541455327901,0.9103237328749421,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,validacao_2023,DilatedRNN,semente,11.0,cumulativo,1,10,120,120,15.054359211365085,18.49210174660355,0.09118783688208776,0.909429418197177,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,validacao_2023,DilatedRNN,semente,11.0,lead_exato,1,10,120,120,15.054359211365085,18.49210174660355,0.09118783688208776,0.909429418197177,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,validacao_2023,DilatedRNN,semente,23.0,cumulativo,1,10,120,120,15.204755350776418,18.664772351153562,0.09194988472735562,0.9148228389188937,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,validacao_2023,DilatedRNN,semente,23.0,lead_exato,1,10,120,120,15.204755350776418,18.664772351153562,0.09194988472735562,0.9148228389188937,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,validacao_2023,DilatedRNN,semente,42.0,cumulativo,1,10,120,120,16.09499645090165,19.69294099788616,0.09560012988098575,0.898599047814797,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,validacao_2023,DilatedRNN,semente,42.0,lead_exato,1,10,120,120,16.09499645090165,19.69294099788616,0.09560012988098575,0.898599047814797,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,validacao_2023,DilatedRNN,semente,67.0,cumulativo,1,10,120,120,15.50593892623132,19.328943467290646,0.09410340301724508,0.8974416550736299,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,validacao_2023,DilatedRNN,semente,67.0,lead_exato,1,10,120,120,15.50593892623132,19.328943467290646,0.09410340301724508,0.8974416550736299,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,validacao_2023,DilatedRNN,semente,89.0,cumulativo,1,10,120,120,15.112492724373803,18.401448084181034,0.08974997396141338,0.908969853233671,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,validacao_2023,DilatedRNN,semente,89.0,lead_exato,1,10,120,120,15.112492724373803,18.401448084181034,0.08974997396141338,0.908969853233671,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,validacao_2023,LSTM,ensemble,,cumulativo,1,10,120,120,15.615334668307034,18.9050793191049,0.09243564275935931,0.9099952039589034,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,validacao_2023,LSTM,ensemble,,lead_exato,1,10,120,120,15.615334668307034,18.9050793191049,0.09243564275935931,0.9099952039589034,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,validacao_2023,LSTM,semente,11.0,cumulativo,1,10,120,120,15.696288386355544,19.08505547074645,0.09297017220139933,0.9075162177915646,media_aritmetica_das_metricas_por_localidade
