tarefa,fase,modelo,semente,epoca,mse_treino_normalizado,mse_validacao_normalizado
monthly_1,refit_epocas_fixas,LSTM,11,23,0.009624459159870943,0.009624459159870943
monthly_1,refit_epocas_fixas,LSTM,11,24,0.009205656250317891,0.009205656250317891
monthly_1,refit_epocas_fixas,LSTM,11,25,0.009125651357074578,0.009125651357074578
monthly_1,refit_epocas_fixas,LSTM,11,26,0.008875760311881701,0.008875760311881701
monthly_1,refit_epocas_fixas,LSTM,11,27,0.008776470273733138,0.008776470273733138
monthly_1,refit_epocas_fixas,LSTM,11,28,0.008735598872105281,0.008735598872105281
monthly_1,refit_epocas_fixas,LSTM,11,29,0.008759445479760567,0.008759445479760567
monthly_1,refit_epocas_fixas,LSTM,11,30,0.00856376417602102,0.00856376417602102
monthly_1,refit_epocas_fixas,LSTM,11,31,0.008603672776371241,0.008603672776371241
monthly_1,refit_epocas_fixas,LSTM,11,32,0.0087253679210941,0.0087253679210941
monthly_1,refit_epocas_fixas,LSTM,11,33,0.00858605665465196,0.00858605665465196
monthly_1,refit_epocas_fixas,LSTM,11,34,0.008571328967809677,0.008571328967809677
monthly_1,refit_epocas_fixas,LSTM,11,35,0.008272664404163759,0.008272664404163759
monthly_1,refit_epocas_fixas,LSTM,11,36,0.008319594617933034,0.008319594617933034
monthly_1,refit_epocas_fixas,LSTM,11,37,0.008218765289833148,0.008218765289833148
monthly_1,refit_epocas_fixas,LSTM,11,38,0.008192666992545127,0.008192666992545127
monthly_1,refit_epocas_fixas,LSTM,11,39,0.008256684771428506,0.008256684771428506
monthly_1,refit_epocas_fixas,LSTM,11,40,0.008370833316196999,0.008370833316196999
monthly_1,refit_epocas_fixas,LSTM,11,41,0.008330699149519205,0.008330699149519205
monthly_1,refit_epocas_fixas,LSTM,11,42,0.008758371695876122,0.008758371695876122
monthly_1,refit_epocas_fixas,LSTM,11,43,0.008599268086254597,0.008599268086254597
monthly_1,refit_epocas_fixas,LSTM,11,44,0.008143164558957021,0.008143164558957021
monthly_1,refit_epocas_fixas,LSTM,11,45,0.008024842447290818,0.008024842447290818
monthly_1,refit_epocas_fixas,LSTM,11,46,0.008097315750395259,0.008097315750395259
monthly_1,refit_epocas_fixas,LSTM,11,47,0.008054372823486726,0.008054372823486726
monthly_1,refit_epocas_fixas,LSTM,11,48,0.00801372593268752,0.00801372593268752
monthly_1,refit_epocas_fixas,LSTM,11,49,0.008055978314951062,0.008055978314951062
monthly_1,refit_epocas_fixas,LSTM,11,50,0.00815994421330591,0.00815994421330591
monthly_1,refit_epocas_fixas,LSTM,11,51,0.008193451787034671,0.008193451787034671
monthly_1,refit_epocas_fixas,LSTM,11,52,0.008016423974186181,0.008016423974186181
monthly_1,refit_epocas_fixas,LSTM,11,53,0.007998380965242783,0.007998380965242783
monthly_1,refit_epocas_fixas,LSTM,11,54,0.008007603542258343,0.008007603542258343
monthly_1,refit_epocas_fixas,LSTM,11,55,0.007990279731651147,0.007990279731651147
monthly_1,refit_epocas_fixas,LSTM,11,56,0.008159840789934,0.008159840789934
monthly_1,refit_epocas_fixas,LSTM,11,57,0.008016992329309384,0.008016992329309384
monthly_1,refit_epocas_fixas,LSTM,11,58,0.007838990570356448,0.007838990570356448
monthly_1,refit_epocas_fixas,LSTM,11,59,0.007937713045005996,0.007937713045005996
monthly_1,refit_epocas_fixas,LSTM,11,60,0.008044680549452702,0.008044680549452702
monthly_1,selecao_epocas,LSTM,23,1,0.3160934716463089,0.24813568194707233
monthly_1,selecao_epocas,LSTM,23,2,0.20083915988604228,0.1526710271835327
monthly_1,selecao_epocas,LSTM,23,3,0.12695557044612038,0.12614892522493998
monthly_1,selecao_epocas,LSTM,23,4,0.1142533497677909,0.11439324617385864
monthly_1,selecao_epocas,LSTM,23,5,0.1048037072022756,0.10948706269264222
monthly_1,selecao_epocas,LSTM,23,6,0.09757193790541754,0.10469999214013417
monthly_1,selecao_epocas,LSTM,23,7,0.09367199059989717,0.1010165144999822
monthly_1,selecao_epocas,LSTM,23,8,0.09002763662073347,0.09763093690077464
monthly_1,selecao_epocas,LSTM,23,9,0.08649583144320382,0.09433960020542145
monthly_1,selecao_epocas,LSTM,23,10,0.08293166326151954,0.0902400533358256
monthly_1,selecao_epocas,LSTM,23,11,0.07917270047797097,0.08499277730782827
monthly_1,selecao_epocas,LSTM,23,12,0.07332872301340103,0.07778459191322326
monthly_1,selecao_epocas,LSTM,23,13,0.06591168973180983,0.06716547509034475
monthly_1,selecao_epocas,LSTM,23,14,0.052940756248103245,0.04823457449674606
monthly_1,selecao_epocas,LSTM,23,15,0.03240177250570721,0.02169279505809148
monthly_1,selecao_epocas,LSTM,23,16,0.015370316017005179,0.015718858689069748
monthly_1,selecao_epocas,LSTM,23,17,0.015910449085964097,0.013831405838330587
monthly_1,selecao_epocas,LSTM,23,18,0.012917280869765414,0.01368869071205457
monthly_1,selecao_epocas,LSTM,23,19,0.0126204044247667,0.012650016943613689
monthly_1,selecao_epocas,LSTM,23,20,0.011882234002567,0.012079813083012899
monthly_1,selecao_epocas,LSTM,23,21,0.012132759081820647,0.011756355315446854
monthly_1,selecao_epocas,LSTM,23,22,0.012053711960713068,0.012363555282354355
monthly_1,selecao_epocas,LSTM,23,23,0.011031564785581496,0.011588231598337492
monthly_1,selecao_epocas,LSTM,23,24,0.010662152504341469,0.0110202440371116
monthly_1,selecao_epocas,LSTM,23,25,0.010614533556832208,0.010906253879268964
monthly_1,selecao_epocas,LSTM,23,26,0.010479093963901202,0.01069167380531629
monthly_1,selecao_epocas,LSTM,23,27,0.01009850399568677,0.011211655040582021
monthly_1,selecao_epocas,LSTM,23,28,0.01015178073818485,0.01110610341032346
monthly_1,selecao_epocas,LSTM,23,29,0.009854657627228234,0.0101778294891119
monthly_1,selecao_epocas,LSTM,23,30,0.0102053156743447,0.011027421553929646
monthly_1,selecao_epocas,LSTM,23,31,0.009775323917468388,0.010231906548142433
monthly_1,selecao_epocas,LSTM,23,32,0.009519719849858018,0.010572327797611554
monthly_1,selecao_epocas,LSTM,23,33,0.009446601321299871,0.009856845562656721
monthly_1,selecao_epocas,LSTM,23,34,0.009633558885090881,0.009826280549168587
monthly_1,selecao_epocas,LSTM,23,35,0.009400445823040273,0.010742606222629547
monthly_1,selecao_epocas,LSTM,23,36,0.009222746350699002,0.009780367960532506
monthly_1,selecao_epocas,LSTM,23,37,0.009156892645276256,0.010224875186880429
monthly_1,selecao_epocas,LSTM,23,38,0.00892850531058179,0.00939568392932415
monthly_1,selecao_epocas,LSTM,23,39,0.009118939460151725,0.01017223261296749
monthly_1,selecao_epocas,LSTM,23,40,0.009248794325523906,0.010047136868039767
monthly_1,selecao_epocas,LSTM,23,41,0.008993332403608494,0.01008688248693943
monthly_1,selecao_epocas,LSTM,23,42,0.00885962727997038,0.009363396962483724
monthly_1,selecao_epocas,LSTM,23,43,0.009053149560673369,0.00970243401825428
monthly_1,selecao_epocas,LSTM,23,44,0.008863860389424695,0.009575776010751724
monthly_1,selecao_epocas,LSTM,23,45,0.008901533401674695,0.010204774141311646
monthly_1,selecao_epocas,LSTM,23,46,0.009225540566775534,0.009266506135463714
monthly_1,selecao_epocas,LSTM,23,47,0.009213784109387132,0.009374125674366952
monthly_1,selecao_epocas,LSTM,23,48,0.008812800101521943,0.00944598950445652
monthly_1,selecao_epocas,LSTM,23,49,0.00878368051101764,0.009799037625392278
monthly_1,selecao_epocas,LSTM,23,50,0.008666233656307061,0.009399270266294479
monthly_1,selecao_epocas,LSTM,23,51,0.008693583940880167,0.009371667355298995
monthly_1,selecao_epocas,LSTM,23,52,0.0087782332363228,0.010479102407892545
monthly_1,selecao_epocas,LSTM,23,53,0.008824209248026212,0.009391820058226585
monthly_1,selecao_epocas,LSTM,23,54,0.008794097974896432,0.00921003557741642
monthly_1,selecao_epocas,LSTM,23,55,0.008750955305165715,0.009880346556504568
monthly_1,selecao_epocas,LSTM,23,56,0.008747494629480773,0.009347098072369893
monthly_1,selecao_epocas,LSTM,23,57,0.008662392902705405,0.009267600253224373
monthly_1,selecao_epocas,LSTM,23,58,0.008780815778300166,0.009591978912552198
monthly_1,selecao_epocas,LSTM,23,59,0.008565807197656896,0.009453402956326802
monthly_1,selecao_epocas,LSTM,23,60,0.00859797233198252,0.009349437678853672
monthly_1,selecao_epocas,LSTM,23,61,0.008572879744072755,0.00954891008635362
monthly_1,selecao_epocas,LSTM,23,62,0.00860204269281692,0.009229828665653864
monthly_1,selecao_epocas,LSTM,23,63,0.008515313557452626,0.00948457804818948
monthly_1,selecao_epocas,LSTM,23,64,0.0085611410645975,0.00993129809697469
monthly_1,selecao_epocas,LSTM,23,65,0.008968542402403221,0.009321162849664688
monthly_1,selecao_epocas,LSTM,23,66,0.008580374014046457,0.009511263420184454
monthly_1,selecao_epocas,LSTM,23,67,0.008680956934889157,0.00986315260330836
monthly_1,selecao_epocas,LSTM,23,68,0.008442005183961656,0.009292914842565855
monthly_1,selecao_epocas,LSTM,23,69,0.008709605079558161,0.009294324119885762
monthly_1,selecao_epocas,LSTM,23,70,0.008797744537393253,0.009769884496927261
monthly_1,selecao_epocas,LSTM,23,71,0.00863879310588042,0.009474568193157513
monthly_1,selecao_epocas,LSTM,23,72,0.008842268948339754,0.009138517330090206
monthly_1,selecao_epocas,LSTM,23,73,0.008679878582350082,0.009426674246788025
monthly_1,selecao_epocas,LSTM,23,74,0.008581631496134732,0.009710987781484921
monthly_1,selecao_epocas,LSTM,23,75,0.008444667617893881,0.009304988260070483
monthly_1,selecao_epocas,LSTM,23,76,0.008435182480348481,0.009581176812450092
monthly_1,selecao_epocas,LSTM,23,77,0.008636242679009835,0.009844710305333137
monthly_1,selecao_epocas,LSTM,23,78,0.008645334694948461,0.009401880204677582
monthly_1,selecao_epocas,LSTM,23,79,0.008490526262256834,0.009698856870333354
monthly_1,selecao_epocas,LSTM,23,80,0.008498188873959912,0.009531704584757487
monthly_1,selecao_epocas,LSTM,23,81,0.008880510605457756,0.01161905713379383
monthly_1,selecao_epocas,LSTM,23,82,0.009403864997956488,0.009360073258479436
monthly_1,selecao_epocas,LSTM,23,83,0.008568341015941568,0.009574736778934797
monthly_1,selecao_epocas,LSTM,23,84,0.008595530916419293,0.009315520897507668
monthly_1,selecao_epocas,LSTM,23,85,0.008442107670836979,0.009739655256271362
monthly_1,selecao_epocas,LSTM,23,86,0.008496565620104472,0.009572975585858028
monthly_1,selecao_epocas,LSTM,23,87,0.008518151193857192,0.009473523125052452
monthly_1,selecao_epocas,LSTM,23,88,0.008627557299203344,0.0093536672492822
monthly_1,selecao_epocas,LSTM,23,89,0.008469023351143632,0.009808346008261045
monthly_1,selecao_epocas,LSTM,23,90,0.008676249782244365,0.009475908180077871
monthly_1,selecao_epocas,LSTM,23,91,0.008511518893970383,0.009627041344841322
monthly_1,selecao_epocas,LSTM,23,92,0.008533979362497727,0.009752044826745987
monthly_1,selecao_epocas,LSTM,23,93,0.008538737499879465,0.009038719410697619
monthly_1,selecao_epocas,LSTM,23,94,0.008426184993651178,0.009711792568365733
monthly_1,selecao_epocas,LSTM,23,95,0.008568813527623812,0.009637093916535378
monthly_1,selecao_epocas,LSTM,23,96,0.008430944662541151,0.009202594930926958
monthly_1,selecao_epocas,LSTM,23,97,0.008473471909140547,0.00916950802008311
monthly_1,selecao_epocas,LSTM,23,98,0.008369995695021417,0.009663684914509455
monthly_1,selecao_epocas,LSTM,23,99,0.00840990250516269,0.00939225268860658
monthly_1,selecao_epocas,LSTM,23,100,0.00870368770427174,0.009349883471926054
monthly_1,selecao_epocas,LSTM,23,101,0.008454711652464336,0.009625184287627538
monthly_1,selecao_epocas,LSTM,23,102,0.008517912899454435,0.009746137013038
monthly_1,selecao_epocas,LSTM,23,103,0.008365973830223083,0.009512310723463695
monthly_1,selecao_epocas,LSTM,23,104,0.008535914619763692,0.00923111302157243
monthly_1,selecao_epocas,LSTM,23,105,0.008439622653855217,0.01035935382048289
monthly_1,selecao_epocas,LSTM,23,106,0.008997198008000851,0.009251089269916217
monthly_1,selecao_epocas,LSTM,23,107,0.008335541788902548,0.00953966664771239
monthly_1,selecao_epocas,LSTM,23,108,0.008364271507081059,0.009175799290339152
monthly_1,selecao_epocas,LSTM,23,109,0.008533040910131401,0.010018693407376607
monthly_1,selecao_epocas,LSTM,23,110,0.008625684285329447,0.0091619028399388
monthly_1,selecao_epocas,LSTM,23,111,0.008433742759128412,0.010265107949574788
monthly_1,selecao_epocas,LSTM,23,112,0.008461665496644047,0.009472999225060145
monthly_1,selecao_epocas,LSTM,23,113,0.00841982171146406,0.009193261836965878
monthly_1,selecao_epocas,LSTM,23,114,0.0084048621253007,0.010547457883755365
monthly_1,selecao_epocas,LSTM,23,115,0.008462899395575126,0.009224348142743111
monthly_1,selecao_epocas,LSTM,23,116,0.008365439085496796,0.00933514063556989
monthly_1,selecao_epocas,LSTM,23,117,0.008456453117024568,0.009567385291059811
monthly_1,selecao_epocas,LSTM,23,118,0.008429723884910345,0.009707784652709961
monthly_1,selecao_epocas,LSTM,23,119,0.008340833770732085,0.009315712625781696
monthly_1,selecao_epocas,LSTM,23,120,0.008428148138854239,0.010108843942483266
monthly_1,selecao_epocas,LSTM,23,121,0.008612558783756361,0.009387132773796717
monthly_1,selecao_epocas,LSTM,23,122,0.009282676808329091,0.011235748231410981
monthly_1,selecao_epocas,LSTM,23,123,0.008701634945140944,0.009123457968235016
monthly_1,refit_epocas_fixas,LSTM,23,1,0.3100512464841207,0.3100512464841207
monthly_1,refit_epocas_fixas,LSTM,23,2,0.16857948700586955,0.16857948700586955
monthly_1,refit_epocas_fixas,LSTM,23,3,0.12282970249652862,0.12282970249652862
monthly_1,refit_epocas_fixas,LSTM,23,4,0.10603812783956527,0.10603812783956527
monthly_1,refit_epocas_fixas,LSTM,23,5,0.09877977718909582,0.09877977718909582
monthly_1,refit_epocas_fixas,LSTM,23,6,0.09334403773148854,0.09334403773148854
monthly_1,refit_epocas_fixas,LSTM,23,7,0.08854402974247932,0.08854402974247932
monthly_1,refit_epocas_fixas,LSTM,23,8,0.08452170590559642,0.08452170590559642
monthly_1,refit_epocas_fixas,LSTM,23,9,0.08013038337230682,0.08013038337230682
monthly_1,refit_epocas_fixas,LSTM,23,10,0.07444090445836385,0.07444090445836385
monthly_1,refit_epocas_fixas,LSTM,23,11,0.06609565690159798,0.06609565690159798
monthly_1,refit_epocas_fixas,LSTM,23,12,0.05183993155757586,0.05183993155757586
monthly_1,refit_epocas_fixas,LSTM,23,13,0.027745559563239416,0.027745559563239416
monthly_1,refit_epocas_fixas,LSTM,23,14,0.014252359854678313,0.014252359854678313
monthly_1,refit_epocas_fixas,LSTM,23,15,0.012987502043445905,0.012987502043445905
monthly_1,refit_epocas_fixas,LSTM,23,16,0.011937924940139056,0.011937924940139056
monthly_1,refit_epocas_fixas,LSTM,23,17,0.011176210859169563,0.011176210859169563
monthly_1,refit_epocas_fixas,LSTM,23,18,0.010894132312387228,0.010894132312387228
monthly_1,refit_epocas_fixas,LSTM,23,19,0.010551874339580537,0.010551874339580537
monthly_1,refit_epocas_fixas,LSTM,23,20,0.00999066410586238,0.00999066410586238
monthly_1,refit_epocas_fixas,LSTM,23,21,0.009677999870230753,0.009677999870230753
monthly_1,refit_epocas_fixas,LSTM,23,22,0.009553222140918175,0.009553222140918175
monthly_1,refit_epocas_fixas,LSTM,23,23,0.00947178602218628,0.00947178602218628
monthly_1,refit_epocas_fixas,LSTM,23,24,0.009061046068867047,0.009061046068867047
monthly_1,refit_epocas_fixas,LSTM,23,25,0.009077436290681362,0.009077436290681362
monthly_1,refit_epocas_fixas,LSTM,23,26,0.008917742626120646,0.008917742626120646
monthly_1,refit_epocas_fixas,LSTM,23,27,0.008691592762867609,0.008691592762867609
monthly_1,refit_epocas_fixas,LSTM,23,28,0.009098827311148246,0.009098827311148246
monthly_1,refit_epocas_fixas,LSTM,23,29,0.008604172073925534,0.008604172073925534
monthly_1,refit_epocas_fixas,LSTM,23,30,0.008460685145109892,0.008460685145109892
monthly_1,refit_epocas_fixas,LSTM,23,31,0.008491996520509323,0.008491996520509323
monthly_1,refit_epocas_fixas,LSTM,23,32,0.008593927323818206,0.008593927323818206
monthly_1,refit_epocas_fixas,LSTM,23,33,0.008329650728652875,0.008329650728652875
monthly_1,refit_epocas_fixas,LSTM,23,34,0.008740191968778769,0.008740191968778769
monthly_1,refit_epocas_fixas,LSTM,23,35,0.008998148733129104,0.008998148733129104
monthly_1,refit_epocas_fixas,LSTM,23,36,0.00833682796607415,0.00833682796607415
monthly_1,refit_epocas_fixas,LSTM,23,37,0.008241790005316336,0.008241790005316336
monthly_1,refit_epocas_fixas,LSTM,23,38,0.008532478846609593,0.008532478846609593
monthly_1,refit_epocas_fixas,LSTM,23,39,0.008195535590251287,0.008195535590251287
monthly_1,refit_epocas_fixas,LSTM,23,40,0.007968132166812818,0.007968132166812818
monthly_1,refit_epocas_fixas,LSTM,23,41,0.008013896271586418,0.008013896271586418
monthly_1,refit_epocas_fixas,LSTM,23,42,0.008072347038735946,0.008072347038735946
monthly_1,refit_epocas_fixas,LSTM,23,43,0.00802414258942008,0.00802414258942008
monthly_1,refit_epocas_fixas,LSTM,23,44,0.008059131105740865,0.008059131105740865
monthly_1,refit_epocas_fixas,LSTM,23,45,0.008006318363671501,0.008006318363671501
monthly_1,refit_epocas_fixas,LSTM,23,46,0.007885045309861501,0.007885045309861501
monthly_1,refit_epocas_fixas,LSTM,23,47,0.008026241650804877,0.008026241650804877
monthly_1,refit_epocas_fixas,LSTM,23,48,0.008089753209302823,0.008089753209302823
monthly_1,refit_epocas_fixas,LSTM,23,49,0.007933693969001373,0.007933693969001373
monthly_1,refit_epocas_fixas,LSTM,23,50,0.008016237647583087,0.008016237647583087
monthly_1,refit_epocas_fixas,LSTM,23,51,0.007935749863584836,0.007935749863584836
monthly_1,refit_epocas_fixas,LSTM,23,52,0.00792457719023029,0.00792457719023029
monthly_1,refit_epocas_fixas,LSTM,23,53,0.00831790001442035,0.00831790001442035
monthly_1,refit_epocas_fixas,LSTM,23,54,0.008025056729093195,0.008025056729093195
monthly_1,refit_epocas_fixas,LSTM,23,55,0.00796690007361273,0.00796690007361273
monthly_1,refit_epocas_fixas,LSTM,23,56,0.007974034330497185,0.007974034330497185
monthly_1,refit_epocas_fixas,LSTM,23,57,0.007814702484756708,0.007814702484756708
