data,ghi_real_normalizado,ghi_previsto_sazonalingenuo_normalizado,ghi_real_wm2,ghi_previsto_sazonalingenuo_wm2
2024-01-31,0.7037395819697169,0.765527774141467,263.2258064516129,272.741935483871
2024-02-29,0.6182003120706959,0.8170216744899294,250.05172413793105,280.67261904761904
2024-03-31,0.7251647248767288,0.46016494305537353,266.5255376344086,225.71236559139783
2024-04-30,0.18938982705706078,0.3926927608325696,184.0097222222222,215.32083333333333
2024-05-31,0.2324213465985948,0.0,190.63709677419354,154.84139784946237
2024-06-30,0.1672956029730475,0.13604805748280008,180.60694444444442,175.79444444444442
2024-07-31,0.3150674172012042,0.2682288257625343,203.36559139784944,196.1518817204301
2024-08-31,0.4500152725051272,0.4018239734694767,224.1491935483871,216.7271505376344
2024-09-30,0.6061049293828451,0.6139686695466248,248.18888888888887,249.4
2024-10-31,0.7298861107474799,0.8784744949164374,267.252688172043,290.13709677419354
2024-11-30,0.6425198178935579,0.8874230193015373,253.79722222222225,291.5152777777778
2024-12-31,0.961033294061177,0.8043810271850592,302.8521505376344,278.7258064516129
