data,ghi_real_normalizado,ghi_previsto_sazonalingenuo_normalizado,ghi_real_wm2,ghi_previsto_sazonalingenuo_wm2
2024-01-31,0.08520375013135136,0.09747238594157372,137.9798387096774,140.9771505376344
2024-02-29,0.24303376443540078,0.2763333378132323,176.53879310344828,184.67410714285714
2024-03-31,0.4744936161831558,0.4381938587500405,233.08602150537632,224.21774193548387
2024-04-30,0.8274312759252871,0.822741136002321,319.31111111111113,318.1652777777778
2024-05-31,0.9546209019042792,0.93442991830629,350.38440860215053,345.4516129032258
2024-06-30,0.8776584107366884,1.0,331.58194444444445,361.47083333333336
2024-07-31,0.8503815105606546,0.8686524251461919,324.9180107526882,329.3817204301075
2024-08-31,0.6793963391050937,0.6704066750181414,283.14516129032256,280.9489247311828
2024-09-30,0.6452150761544851,0.5743001605192364,274.7944444444445,257.46944444444443
2024-10-31,0.41888863764776674,0.43639482560656834,219.50134408602148,223.7782258064516
2024-11-30,0.1915847428051969,0.18974279694454116,163.96944444444443,163.51944444444445
2024-12-31,0.10864619730057004,0.07129012682908582,143.70698924731184,134.58064516129033
