data,ghi_real_normalizado,ghi_previsto_climatologia_normalizado,ghi_real_wm2,ghi_previsto_climatologia_wm2
2024-01-31,0.08520375013135136,0.12518959993794157,137.9798387096774,147.7486559139785
2024-02-29,0.24303376443540078,0.3209181271781222,176.53879310344828,195.56647680623973
2024-03-31,0.4744936161831558,0.49571478007507525,233.08602150537632,238.27049731182797
2024-04-30,0.8274312759252871,0.8059717538959338,319.31111111111113,314.0684027777778
2024-05-31,0.9546209019042792,0.9537090066641248,350.38440860215053,350.161626344086
2024-06-30,0.8776584107366884,0.9534254893104238,331.58194444444445,350.09236111111113
2024-07-31,0.8503815105606546,0.7746158073945212,324.9180107526882,306.40793010752685
2024-08-31,0.6793963391050937,0.7040656498553346,283.14516129032256,289.1720430107527
2024-09-30,0.6452150761544851,0.570449982018838,274.7944444444445,256.5288194444445
2024-10-31,0.41888863764776674,0.4063958103984114,219.50134408602148,216.44926075268813
2024-11-30,0.1915847428051969,0.18830164485912068,163.96944444444443,163.16736111111112
2024-12-31,0.10864619730057004,0.059362592104170005,143.70698924731184,131.66666666666666
