data,ghi_real_normalizado,ghi_previsto_dilatedrnn_normalizado,ghi_real_wm2,ghi_previsto_dilatedrnn_wm2
2023-10-26,0.4881889763779528,0.38241646,191.29166666666663,151.42999306817848
2023-10-27,0.4251968503937008,0.43160433,167.83333333333334,169.34257530172664
2023-10-28,0.48031496062992124,0.38490358,188.25,152.33572036524612
2023-10-29,0.4881889763779528,0.41963047,190.16666666666663,164.98209539055821
2023-10-30,0.47244094488188976,0.44187805,185.625,173.08392341434953
2023-10-31,0.3937007874015748,0.42913473,156.75,168.44322957595188
2023-11-01,0.4094488188976378,0.40173325,161.41666666666666,158.46452499926087
2023-11-02,0.3779527559055118,0.40589315,149.54166666666666,159.9794210294882
2023-11-03,0.4015748031496063,0.36910537,159.45833333333334,146.58253849049407
2023-11-04,0.3779527559055118,0.38190055,151.125,151.2421165704727
2023-11-05,0.30708661417322836,0.36479154,123.91666666666669,145.011586651206
2023-11-06,0.15748031496062992,0.3415819,69.375,136.55941253403822
2023-11-07,0.4015748031496063,0.2796704,158.45833333333334,114.01329945027828
2023-11-08,0.41732283464566927,0.35897428,165.45833333333334,142.89313289523122
2023-11-09,0.33858267716535434,0.36027914,136.04166666666666,143.36832119027773
2023-11-10,0.3700787401574803,0.34136984,147.08333333333334,136.48218249777952
2023-11-11,0.3779527559055118,0.34907043,150.58333333333334,139.28648151954013
2023-11-12,0.3858267716535433,0.3301014,151.45833333333334,132.3785933901866
2023-11-13,0.3543307086614173,0.33680603,140.66666666666666,134.8201955904563
2023-11-14,0.2992125984251969,0.34144092,122.33333333333331,136.50806693236032
2023-11-15,0.1732283464566929,0.3230104,75.75,129.79629273712632
2023-11-16,0.2283464566929134,0.2693169,96.66666666666669,110.24290867646535
2023-11-17,0.1889763779527559,0.26899174,82.41666666666667,110.12449145813783
2023-11-18,0.11811023622047244,0.2311944,54.875,96.35996312399705
2023-11-19,0.36220472440944884,0.22057165,145.41666666666666,92.49150995661815
2023-11-20,0.3700787401574803,0.31092903,148.16666666666666,125.39665515720844
2023-11-21,0.25984251968503935,0.30906233,106.95833333333331,124.71686587234338
2023-11-22,0.2992125984251969,0.27812394,120.875,113.45013663669427
2023-11-23,0.3464566929133858,0.28919995,139.125,117.48364784320195
2023-11-24,0.3700787401574803,0.29004407,145.70833333333334,117.79104856650034
2023-11-25,0.3464566929133858,0.30640203,139.54166666666666,123.74807172020276
2023-11-26,0.25984251968503935,0.31712967,107.58333333333331,127.65472206473349
2023-11-27,0.33858267716535434,0.29381162,136.33333333333334,119.16306468844414
2023-11-28,0.33070866141732286,0.30255944,131.625,122.34872771302858
2023-11-29,0.30708661417322836,0.2909137,123.33333333333331,118.10773946841557
2023-11-30,0.2992125984251969,0.2977383,121.58333333333331,120.59303589661916
2023-12-01,0.2755905511811024,0.29289666,112.20833333333331,118.82986635466416
2023-12-02,0.15748031496062992,0.27742794,69.875,113.19667538503805
2023-12-03,0.2047244094488189,0.23667203,87.0,98.35473052412271
2023-12-04,0.2992125984251969,0.24425225,120.70833333333331,101.11519422878821
2023-12-05,0.25196850393700787,0.2641879,104.29166666666669,108.37509438892205
2023-12-06,0.13385826771653545,0.24140708,61.958333333333336,100.0790788407127
2023-12-07,0.1732283464566929,0.22634092,76.54166666666667,94.59248493611813
2023-12-08,0.31496062992125984,0.22123434,127.04166666666669,92.73283754040797
2023-12-09,0.28346456692913385,0.25746316,115.625,105.92616640528043
2023-12-10,0.25196850393700787,0.24646291,102.625,101.92024355630079
2023-12-11,0.29133858267716534,0.25937557,119.29166666666669,106.62260421117146
2023-12-12,0.29133858267716534,0.26026464,117.58333333333331,106.94637127717336
2023-12-13,0.29133858267716534,0.25129807,118.04166666666669,103.68104714155197
2023-12-14,0.23622047244094488,0.26278055,97.75,107.86258258422215
2023-12-15,0.2440944881889764,0.25432274,100.20833333333331,104.78253022332986
2023-12-16,0.2992125984251969,0.25243074,121.91666666666669,104.09352673093477
2023-12-17,0.047244094488188976,0.260629,29.541666666666668,107.07906020681062
2023-12-18,0.1889763779527559,0.20757744,82.41666666666667,87.75945003330708
2023-12-19,0.16535433070866143,0.23644313,72.54166666666667,98.2713739623626
2023-12-20,0.05511811023622047,0.19211027,33.208333333333336,82.1268234203259
2023-12-21,0.16535433070866143,0.19750564,71.875,84.0916365062197
2023-12-22,0.2677165354330709,0.1999051,109.70833333333331,84.96543966730435
2023-12-23,0.2992125984251969,0.23341928,121.95833333333331,97.17018933842579
2023-12-24,0.23622047244094488,0.24101794,98.79166666666669,99.93736563126245
2023-12-25,0.2283464566929134,0.23423259,96.25,97.46636804689963
2023-12-26,0.18110236220472442,0.23523657,77.20833333333333,97.83198432872692
2023-12-27,0.10236220472440945,0.20806785,48.083333333333336,87.9380417789022
2023-12-28,0.18110236220472442,0.19810712,78.79166666666667,84.31067742904027
2023-12-29,0.14960629921259844,0.20518513,65.41666666666667,86.88825159519911
2023-12-30,0.1732283464566929,0.1929298,74.58333333333333,82.42527040839195
2023-12-31,0.14960629921259844,0.19956858,68.04166666666667,84.84289287775755
2024-01-01,0.2992125984251969,0.19212513,121.58333333333331,82.13223364700873
2024-01-02,0.14960629921259844,0.24680032,66.16666666666667,102.04311593621969
2024-01-03,0.14960629921259844,0.18847537,67.29166666666667,80.80311405658722
2024-01-04,0.30708661417322836,0.21013525,124.29166666666669,88.69092067579427
2024-01-05,0.3228346456692913,0.24978946,128.45833333333334,103.13166222721338
2024-01-06,0.11023622047244094,0.26479262,52.083333333333336,108.59531286358833
2024-01-07,0.3228346456692913,0.21099156,130.16666666666666,89.00276028116544
2024-01-08,0.30708661417322836,0.28157857,122.58333333333331,114.7081961284081
2024-01-09,0.1732283464566929,0.25488213,75.29166666666667,104.9862412661314
2024-01-10,0.05511811023622047,0.23020728,32.041666666666664,96.00048422068357
2024-01-11,0.33070866141732286,0.21339984,133.95833333333334,89.87977593392134
2024-01-12,0.2047244094488189,0.28397986,88.08333333333333,115.58266674975553
2024-01-13,0.09448818897637795,0.19658713,47.708333333333336,83.7571466639638
2024-01-14,0.2992125984251969,0.21581493,122.20833333333331,90.75927150001128
2024-01-15,0.25984251968503935,0.26036227,107.20833333333331,106.9819257458051
2024-01-16,0.15748031496062992,0.225726,70.125,94.36854930470386
2024-01-17,0.2440944881889764,0.21213666,102.0,89.41976557672024
2024-01-18,0.2125984251968504,0.23802352,90.375,98.84689835707346
2024-01-19,0.05511811023622047,0.20569618,31.95833333333333,87.07435905188322
2024-01-20,0.11811023622047244,0.19565499,54.833333333333336,83.41769156853357
2024-01-21,0.1732283464566929,0.20456396,76.29166666666667,86.66204225768645
2024-01-22,0.15748031496062992,0.19171326,68.79166666666667,81.98224501560131
2024-01-23,0.2440944881889764,0.1854283,100.66666666666669,79.69347493598859
2024-01-24,0.18110236220472442,0.2192082,78.29166666666667,91.99498463918765
2024-01-25,0.3779527559055118,0.19531257,149.0,83.292995882531
2024-01-26,0.1889763779527559,0.29141212,79.625,118.28924524784088
2024-01-27,0.2677165354330709,0.20792545,108.91666666666669,87.88618608564138
2024-01-28,0.23622047244094488,0.26156193,97.70833333333331,107.41880290706952
2024-01-29,0.36220472440944884,0.21853162,144.54166666666666,91.7485995516181
2024-01-30,0.31496062992125984,0.29997417,127.20833333333331,121.40726144611835
2024-01-31,0.007874015748031496,0.2684275,16.083333333333332,109.91901137431462
2024-02-01,0.2125984251968504,0.20944051,89.95833333333333,88.43792067716518
2024-02-02,0.2755905511811024,0.23594642,111.95833333333331,98.09048680464426
2024-02-03,0.1889763779527559,0.2383467,81.91666666666667,98.96458842356999
2024-02-04,0.14173228346456693,0.21432446,64.54166666666667,90.21649064371982
2024-02-05,0.18110236220472442,0.21697685,77.29166666666667,91.18240332106748
2024-02-06,0.29133858267716534,0.20632757,118.54166666666669,87.30429097265005
2024-02-07,0.08661417322834646,0.23201111,43.04166666666666,96.65737907588482
2024-02-08,0.4251968503937008,0.19439486,166.5,82.95879364510377
2024-02-09,0.4015748031496063,0.35109696,158.04166666666666,140.0244755099217
2024-02-10,0.4566929133858268,0.32317004,177.45833333333334,129.854421471556
2024-02-11,0.3937007874015748,0.3728626,155.95833333333334,147.95079947014648
2024-02-12,0.3779527559055118,0.33378088,151.08333333333334,133.71853886047998
2024-02-13,0.3464566929133858,0.3437722,137.375,137.35704382757345
2024-02-14,0.1732283464566929,0.31274775,74.25,126.0589710921049
2024-02-15,0.36220472440944884,0.27146682,144.45833333333334,111.02583413819471
2024-02-16,0.2047244094488189,0.3263118,87.66666666666667,130.9985460390647
