data,ghi_real_wm2,ghi_previsto_normalizado,ghi_previsto_wm2
2024-01-31,66.06854838709677,0.116781086,78.71452035005856
2024-02-29,147.78735632183907,0.29624736,122.60680972488338
2024-03-31,173.11693548387098,0.48751795,169.3860943966335
2024-04-30,193.85833333333332,0.54402953,183.20720162803448
2024-05-31,264.4139784946237,0.54402953,183.20720162803448
2024-06-30,280.38194444444446,0.54402953,183.20720162803448
2024-07-31,270.79569892473114,0.54402953,183.20720162803448
2024-08-31,251.71774193548387,0.5440347,183.20846987764043
2024-09-30,206.58333333333334,0.54406047,183.21476739292504
2024-10-31,167.65994623655914,0.43931437,157.5968833873349
2024-11-30,75.10833333333333,0.20420834,100.09671306830421
2024-12-31,61.30510752688172,0.12723434,81.27108560310256
