data,ghi_real_wm2,ghi_previsto_normalizado,ghi_previsto_wm2
2024-01-31,66.06854838709677,0.14496879845766153,85.6084241077346
2024-02-29,147.78735632183907,0.2977672772098096,122.97853700050293
2024-03-31,173.11693548387098,0.440650936340392,157.92377019816408
2024-04-30,193.85833333333332,0.6486164920416273,208.78616331772386
2024-05-31,264.4139784946237,0.7812516736058216,241.22491368412489
2024-06-30,280.38194444444446,0.8797328746327648,265.3105827971136
2024-07-31,270.79569892473114,0.8546694519354916,259.1807905156371
2024-08-31,251.71774193548387,0.7537700245137613,234.50369278299533
2024-09-30,206.58333333333334,0.5555907557624777,186.03474396410783
2024-10-31,167.65994623655914,0.35047969388409417,135.87047792855333
2024-11-30,75.10833333333333,0.16648280238142674,90.87013065070806
2024-12-31,61.30510752688172,0.08688445126258897,71.40266348950531
