tarefa,resolucao,particao,modelo,tipo_estimativa,semente,tipo_horizonte,horizonte,N_localidades,N_origens,N_pontos,MAE_wm2,RMSE_wm2,nRMSE,R2,agregacao
hourly_72_extension,horaria,validacao_2023,DilatedRNN,semente,42.0,cumulativo,24,10,3630,87120,51.89097811460573,100.4291078145483,0.51040063087952,0.8660167814396372,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,DilatedRNN,semente,42.0,cumulativo,48,10,3630,174240,53.97520871268445,102.9573329149601,0.5230693712192214,0.8593175884896121,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,DilatedRNN,semente,42.0,cumulativo,72,10,3630,261360,54.69782109544847,104.05250178543584,0.5284561041072336,0.8564541690242651,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,DilatedRNN,semente,42.0,lead_exato,24,10,3630,3630,0.0,0.0,,,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,DilatedRNN,semente,42.0,lead_exato,48,10,3630,3630,0.0,0.0,,,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,DilatedRNN,semente,42.0,lead_exato,72,10,3630,3630,0.0,0.0,,,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,LSTM,semente,42.0,cumulativo,24,10,3630,87120,52.27147708285719,100.34578210115424,0.5101862988493805,0.8661810405608827,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,LSTM,semente,42.0,cumulativo,48,10,3630,174240,53.279558574218925,103.5105498341375,0.5259486261134976,0.857840009976715,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,LSTM,semente,42.0,cumulativo,72,10,3630,261360,54.17284248700546,104.6064697871775,0.5312707596061739,0.8550420323652599,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,LSTM,semente,42.0,lead_exato,24,10,3630,3630,0.0,0.0,,,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,LSTM,semente,42.0,lead_exato,48,10,3630,3630,0.0,0.0,,,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,LSTM,semente,42.0,lead_exato,72,10,3630,3630,0.0,0.0,,,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,Persistencia,deterministica,,cumulativo,24,10,3630,87120,53.328851010101005,121.27444272880484,0.6182222851054542,0.8019187081530588,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,Persistencia,deterministica,,cumulativo,48,10,3630,174240,57.418620867768595,128.47704120313395,0.6549452279080263,0.7775687946138753,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,Persistencia,deterministica,,cumulativo,72,10,3630,261360,59.48960055096419,131.93643541489638,0.6721110792431125,0.765975219331559,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,Persistencia,deterministica,,lead_exato,24,10,3630,3630,0.0,0.0,,,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,Persistencia,deterministica,,lead_exato,48,10,3630,3630,0.0,0.0,,,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,Persistencia,deterministica,,lead_exato,72,10,3630,3630,0.0,0.0,,,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,Sazonal ingenuo,deterministica,,cumulativo,24,10,3630,87120,65.46317148760332,142.59252839595223,0.7230356489296497,0.7306854813001485,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,Sazonal ingenuo,deterministica,,cumulativo,48,10,3630,174240,65.4750545224977,142.59273132468178,0.7229342512020065,0.7306654675962966,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,Sazonal ingenuo,deterministica,,cumulativo,72,10,3630,261360,65.46876530456076,142.5806255548252,0.7228239588499518,0.7306856145402167,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,Sazonal ingenuo,deterministica,,lead_exato,24,10,3630,3630,0.0,0.0,,,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,Sazonal ingenuo,deterministica,,lead_exato,48,10,3630,3630,0.0,0.0,,,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,Sazonal ingenuo,deterministica,,lead_exato,72,10,3630,3630,0.0,0.0,,,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,TimesNet,semente,42.0,cumulativo,24,10,3630,87120,49.03383666377108,97.06699806012372,0.49357162777924357,0.874546241652113,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,TimesNet,semente,42.0,cumulativo,48,10,3630,174240,51.016501871366,99.84283561153275,0.5073484610333014,0.8675341546899968,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,TimesNet,semente,42.0,cumulativo,72,10,3630,261360,51.57639985507846,101.05870558904533,0.513254811449161,0.8645508912057963,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,TimesNet,semente,42.0,lead_exato,24,10,3630,3630,0.0,0.0,,,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,TimesNet,semente,42.0,lead_exato,48,10,3630,3630,0.0,0.0,,,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,TimesNet,semente,42.0,lead_exato,72,10,3630,3630,0.0,0.0,,,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,XGBoost,semente,42.0,cumulativo,24,10,3630,87120,49.10412871234118,96.64969892056094,0.491514231800566,0.8754590012929041,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,XGBoost,semente,42.0,cumulativo,48,10,3630,174240,50.56641595305061,99.02552747891819,0.5033825397695022,0.8694132403445,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,validacao_2023,XGBoost,semente,42.0,cumulativo,72,10,3630,261360,51.23164779588872,100.04551379324383,0.5082849729089143,0.8669751001346248,media_aritmetica_das_metricas_por_localidade
