tarefa,resolucao,particao,modelo,tipo_estimativa,semente,localidade,tipo_horizonte,horizonte,N_origens,N_pontos,MAE_wm2,RMSE_wm2,nRMSE,R2
hourly_72_extension,horaria,validacao_2023,Persistencia,deterministica,,BMW San Luis Potosi,cumulativo,24,363,8712,46.84418044077135,108.79421499126109,0.43409958345055843,0.8939140031509514
hourly_72_extension,horaria,validacao_2023,Persistencia,deterministica,,BMW San Luis Potosi,lead_exato,24,363,363,0.0,0.0,,
hourly_72_extension,horaria,validacao_2023,Persistencia,deterministica,,BMW San Luis Potosi,cumulativo,48,363,17424,51.84653351698806,119.24932873911328,0.4757803940976746,0.87257034613003
hourly_72_extension,horaria,validacao_2023,Persistencia,deterministica,,BMW San Luis Potosi,lead_exato,48,363,363,0.0,0.0,,
hourly_72_extension,horaria,validacao_2023,Persistencia,deterministica,,BMW San Luis Potosi,cumulativo,72,363,26136,54.424625038261404,124.54731606045746,0.4968471154796973,0.8610255526723144
hourly_72_extension,horaria,validacao_2023,Persistencia,deterministica,,BMW San Luis Potosi,lead_exato,72,363,363,0.0,0.0,,
hourly_72_extension,horaria,validacao_2023,Sazonal ingenuo,deterministica,,BMW San Luis Potosi,cumulativo,24,363,8712,64.82019054178146,142.47219927209306,0.568478042350583,0.8180689975145754
hourly_72_extension,horaria,validacao_2023,Sazonal ingenuo,deterministica,,BMW San Luis Potosi,lead_exato,24,363,363,0.0,0.0,,
hourly_72_extension,horaria,validacao_2023,Sazonal ingenuo,deterministica,,BMW San Luis Potosi,cumulativo,48,363,17424,64.92935032139577,142.64750483186398,0.5691343237196226,0.8176578898946381
hourly_72_extension,horaria,validacao_2023,Sazonal ingenuo,deterministica,,BMW San Luis Potosi,lead_exato,48,363,363,0.0,0.0,,
hourly_72_extension,horaria,validacao_2023,Sazonal ingenuo,deterministica,,BMW San Luis Potosi,cumulativo,72,363,26136,64.94584098561371,142.68742778849884,0.5692120806322324,0.8175946267693848
hourly_72_extension,horaria,validacao_2023,Sazonal ingenuo,deterministica,,BMW San Luis Potosi,lead_exato,72,363,363,0.0,0.0,,
hourly_72_extension,horaria,validacao_2023,XGBoost,semente,42.0,BMW San Luis Potosi,cumulativo,24,363,8712,47.53186309685513,94.36641559629179,0.37653124943603866,0.9201855777557431
hourly_72_extension,horaria,validacao_2023,XGBoost,semente,42.0,BMW San Luis Potosi,lead_exato,24,363,363,0.0,0.0,,
hourly_72_extension,horaria,validacao_2023,XGBoost,semente,42.0,BMW San Luis Potosi,cumulativo,48,363,17424,49.4905521286648,97.86374960288816,0.3904563140628082,0.9141772709496443
hourly_72_extension,horaria,validacao_2023,XGBoost,semente,42.0,BMW San Luis Potosi,lead_exato,48,363,363,0.0,0.0,,
hourly_72_extension,horaria,validacao_2023,XGBoost,semente,42.0,BMW San Luis Potosi,cumulativo,72,363,26136,50.611881260002484,99.67569073227732,0.39762863617019867,0.9109887874533528
hourly_72_extension,horaria,validacao_2023,XGBoost,semente,42.0,BMW San Luis Potosi,lead_exato,72,363,363,0.0,0.0,,
hourly_72_extension,horaria,validacao_2023,LSTM,semente,42.0,BMW San Luis Potosi,cumulativo,24,363,8712,49.165193153159215,97.92066301723415,0.39071304508606686,0.9140600400968328
hourly_72_extension,horaria,validacao_2023,LSTM,semente,42.0,BMW San Luis Potosi,lead_exato,24,363,363,0.0,0.0,,
hourly_72_extension,horaria,validacao_2023,LSTM,semente,42.0,BMW San Luis Potosi,cumulativo,48,363,17424,50.52525167471807,103.05142579756598,0.41115407941253784,0.904837328105088
hourly_72_extension,horaria,validacao_2023,LSTM,semente,42.0,BMW San Luis Potosi,lead_exato,48,363,363,0.0,0.0,,
hourly_72_extension,horaria,validacao_2023,LSTM,semente,42.0,BMW San Luis Potosi,cumulativo,72,363,26136,51.69383581150301,104.73830897157313,0.41782455326043955,0.9017172442827237
hourly_72_extension,horaria,validacao_2023,LSTM,semente,42.0,BMW San Luis Potosi,lead_exato,72,363,363,0.0,0.0,,
