data,ghi_real_normalizado,ghi_previsto_vizinhoshistoricos_normalizado,ghi_real_wm2,ghi_previsto_vizinhoshistoricos_wm2
2024-01-31,0.1350315631053078,0.11321031007537974,128.3319892473118,124.12254048741754
2024-02-29,0.2668251268939184,0.22837534941996596,153.75574712643677,146.33855766055424
2024-03-31,0.4436811081227964,0.45874408308121645,187.87231182795696,190.77804877954617
2024-04-30,0.8341775709182795,0.7333925791718047,263.20138888888886,243.7593679407201
2024-05-31,0.8040718496119061,0.8195322994964273,257.39381720430106,260.37622941979333
2024-06-30,0.9378118569510828,0.8267599509928776,283.19305555555553,261.77048613763407
2024-07-31,0.7410710553085937,0.792750171798521,245.24059139784944,255.20979859793997
2024-08-31,0.6879433118267583,0.6605554231506593,234.99193548387098,229.70864978686683
2024-09-30,0.4095030726996558,0.5222171737050069,181.27916666666667,203.02238333936828
2024-10-31,0.46384526414068916,0.31609117277743787,191.76209677419354,163.25945873570356
2024-11-30,0.13532652369207043,0.15771405168852426,128.38888888888889,132.70757543876394
2024-12-31,0.11640724070177393,0.06771468547909189,124.73924731182795,115.34616544264816
