data,ghi_real,ghi_real_normalizado,ghi_real_wm2,ghi_previsto_xgboost_normalizado,ghi_previsto_xgboost_wm2,ghi_previsto_mlp_normalizado,ghi_previsto_mlp_wm2,ghi_previsto_rnn_normalizado,ghi_previsto_rnn_wm2,ghi_previsto_lstm_normalizado,ghi_previsto_lstm_wm2,ghi_previsto_vizinhoshistoricos_normalizado,ghi_previsto_vizinhoshistoricos_wm2,ghi_previsto_persistencia_normalizado,ghi_previsto_persistencia_wm2,ghi_previsto_sazonalingenuo_normalizado,ghi_previsto_sazonalingenuo_wm2,ghi_previsto_climatologia_normalizado,ghi_previsto_climatologia_wm2
2024-01-31,0.1350315631053078,0.1350315631053078,128.3319892473118,0.12651736,126.68954823622781,0.09694865308724053,120.98557068331577,0.25551105,151.573193905815,0.48803762,196.4289445236966,0.11321031007537974,124.12254048741754,0.029528574016527115,107.97983870967742,0.10407463664107246,122.36021505376344,0.09659146332966378,120.91666666666667
2024-02-29,0.2668251268939184,0.2668251268939184,153.75574712643677,0.17697296,136.42273187405,0.2697093304394707,154.31212704749154,0.30544156,161.20508513319237,0.48832354,196.48410085412445,0.22837534941996596,146.33855766055424,0.1350315631053078,128.3319892473118,0.29234442902730684,158.67857142857142,0.2358002859004538,147.770871818555
2024-03-31,0.4436811081227964,0.4436811081227964,187.87231182795696,0.46878868,192.71571158737905,0.49682629574594167,198.1243328199584,0.45266107,189.60459905037635,0.49036494,196.87789888639924,0.45874408308121645,190.77804877954617,0.2668251268939184,153.75574712643677,0.5196485556221346,202.5268817204301,0.49426568749041955,197.63037634408602
2024-04-30,0.8341775709182795,0.8341775709182795,263.20138888888886,0.7350019,244.0698196231037,0.6883832670654724,235.07680545130475,0.51901025,202.4037479807933,0.49332714,197.44932513852274,0.7333925791718047,243.7593679407201,0.4436811081227964,187.87231182795696,0.7030111527617137,237.8986111111111,0.7765933677995941,252.09305555555557
2024-05-31,0.8040718496119061,0.8040718496119061,257.39381720430106,0.78180426,253.09826817099125,0.8428312456610102,264.87073392440794,0.52268034,203.11173128072292,0.49777722,198.30777242427231,0.8195322994964273,260.37622941979333,0.8341775709182795,263.20138888888886,0.6195635512325636,221.8010752688172,0.8482131659257814,265.908938172043
2024-06-30,0.9378118569510828,0.9378118569510828,283.19305555555553,0.8388437,264.1015134149341,0.8584569504365439,267.8850247856904,0.5563933,209.6151651046289,0.49982068,198.7019671405996,0.8267599509928776,261.77048613763407,0.8040718496119061,257.39381720430106,0.8189931392632022,260.2722222222222,0.8339921754156157,263.165625
2024-07-31,0.7410710553085937,0.7410710553085937,245.24059139784944,0.79414797,255.47944180811604,0.8146557828139326,259.4355205121253,0.5680986,211.8731827160684,0.50137895,199.0025674167179,0.792750171798521,255.20979859793997,0.9378118569510828,283.19305555555553,0.8440239127102467,265.1008064516129,0.8193395437633255,260.33904569892474
2024-08-31,0.6879433118267583,0.6879433118267583,234.99193548387098,0.70432097,238.15128206197292,0.6698341454614617,231.4985701947848,0.5475579,207.91075745721656,0.50066626,198.86508477278934,0.6605554231506593,229.70864978686683,0.7410710553085937,245.24059139784944,0.7513342902133471,247.22043010752688,0.6766523599169465,232.8138440860215
2024-09-30,0.4095030726996558,0.4095030726996558,181.27916666666667,0.5279256,204.12357456485432,0.536567407255519,205.79062825823468,0.5130859,201.26090697463482,0.4993293,198.60717689918894,0.5222171737050069,203.02238333936828,0.6879433118267583,234.99193548387098,0.5989520770334861,217.825,0.5438356140522009,207.19270833333331
2024-10-31,0.46384526414068916,0.46384526414068916,191.76209677419354,0.4374435,186.6690393282521,0.37822131047109786,175.24472973310873,0.4282697,184.8993627815958,0.4960489,197.97436810172695,0.31609117277743787,163.25945873570356,0.4095030726996558,181.27916666666667,0.41811708309527446,182.94086021505373,0.40654568637560784,180.7086693548387
2024-11-30,0.13532652369207043,0.13532652369207043,128.38888888888889,0.1377218,128.85095315923294,0.1581118513305461,132.7843133422885,0.28150222,156.5870446183829,0.494341,197.64490187448519,0.15771405168852426,132.70757543876394,0.46384526414068916,191.76209677419354,0.12461318357696614,126.32222222222222,0.1571941932247321,132.60729166666667
2024-12-31,0.11640724070177393,0.11640724070177393,124.73924731182795,0.10440182,122.42333054444401,0.08515555939624238,118.71061316621976,0.25906193,152.2581810287891,0.4906483,196.9325607990225,0.06771468547909189,115.34616544264816,0.13532652369207043,128.38888888888889,0.029528574016527115,107.97983870967742,0.054756413650868856,112.84643817204301
