data,ghi_real_normalizado,ghi_previsto_persistencia_normalizado,ghi_real_wm2,ghi_previsto_persistencia_wm2
2024-01-31,0.1350315631053078,0.029528574016527115,128.3319892473118,107.97983870967742
2024-02-29,0.2668251268939184,0.1350315631053078,153.75574712643677,128.3319892473118
2024-03-31,0.4436811081227964,0.2668251268939184,187.87231182795696,153.75574712643677
2024-04-30,0.8341775709182795,0.4436811081227964,263.20138888888886,187.87231182795696
2024-05-31,0.8040718496119061,0.8341775709182795,257.39381720430106,263.20138888888886
2024-06-30,0.9378118569510828,0.8040718496119061,283.19305555555553,257.39381720430106
2024-07-31,0.7410710553085937,0.9378118569510828,245.24059139784944,283.19305555555553
2024-08-31,0.6879433118267583,0.7410710553085937,234.99193548387098,245.24059139784944
2024-09-30,0.4095030726996558,0.6879433118267583,181.27916666666667,234.99193548387098
2024-10-31,0.46384526414068916,0.4095030726996558,191.76209677419354,181.27916666666667
2024-11-30,0.13532652369207043,0.46384526414068916,128.38888888888889,191.76209677419354
2024-12-31,0.11640724070177393,0.13532652369207043,124.73924731182795,128.38888888888889
