data,ghi_real_normalizado,ghi_previsto_mlp_normalizado,ghi_real_wm2,ghi_previsto_mlp_wm2
2023-10-26,0.06299212598425197,0.42934167420706304,33.625,164.6305158706568
2023-10-27,0.41732283464566927,0.3403408178822841,159.20833333333334,133.04262861338734
2023-10-28,0.4015748031496063,0.43763877754806724,155.125,167.57529613143487
2023-10-29,0.1732283464566929,0.4324904127907262,74.41666666666667,165.74805567297525
2023-10-30,0.07086614173228346,0.2882158078651089,38.16666666666666,114.5425938081249
2023-10-31,0.5590551181102362,0.2522591078866856,211.58333333333331,101.7809617074495
2023-11-01,0.5905511811023622,0.5050873254427288,222.04166666666663,191.5139099217152
2023-11-02,0.5118110236220472,0.5144483871219777,194.70833333333331,194.83630672937525
2023-11-03,0.5118110236220472,0.45540472930339615,193.54166666666663,173.88072850859703
2023-11-04,0.5196850393700787,0.4507735187717298,198.0,172.23703470406645
2023-11-05,0.33858267716535434,0.45961730056152184,132.41666666666666,175.3758402576268
2023-11-06,0.33858267716535434,0.3489890455198292,132.58333333333334,136.1120287390794
2023-11-07,0.47244094488188976,0.3884908183475066,180.875,150.13186627850254
2023-11-08,0.2440944881889764,0.4436978417420153,97.54166666666669,169.72575899827027
2023-11-09,0.05511811023622047,0.3326939797240097,32.541666666666664,130.32863830371312
2023-11-10,0.047244094488188976,0.2966940669795051,30.20833333333333,117.5516692721427
2023-11-11,0.28346456692913385,0.3166513114417191,112.16666666666669,124.63482795252348
2023-11-12,0.031496062992125984,0.36244409404136035,23.541666666666668,140.88744971017948
2023-11-13,0.14960629921259844,0.25587868483242315,64.33333333333333,103.06560989177419
2023-11-14,0.4881889763779528,0.30816459049713796,185.375,121.62274924394255
2023-11-15,0.4881889763779528,0.44355581152579926,186.5,169.67535010736492
2023-11-16,0.1889763779527559,0.43057627354711836,78.54166666666667,165.0686957530981
2023-11-17,0.3543307086614173,0.2532911305075648,138.41666666666666,102.14724373597655
2023-11-18,0.2047244094488189,0.3495410080202369,84.54166666666667,136.30792942984908
2023-11-19,0.023622047244094488,0.26342082609249295,20.041666666666668,105.7424415273273
2023-11-20,0.33858267716535434,0.20799521440112967,133.41666666666666,86.07096817786761
2023-11-21,0.1732283464566929,0.35888555643742925,73.33333333333333,139.62446540558426
2023-11-22,0.4881889763779528,0.27110137217616037,186.66666666666663,108.46839534152225
2023-11-23,0.07874015748031496,0.4120843326139942,39.41666666666666,158.50559771691678
2023-11-24,0.4645669291338583,0.2386552920185342,178.125,96.9527407255781
2023-11-25,0.12598425196850394,0.40700978834740353,55.91666666666666,156.70455738096598
2023-11-26,0.3700787401574803,0.23737459037550523,143.75,96.49819836743974
2023-11-27,0.33858267716535434,0.34915228503641244,132.58333333333334,136.1699651641734
2023-11-28,0.41732283464566927,0.3302133008522239,159.375,129.44820402746848
2023-11-29,0.1968503937007874,0.36976695111449154,81.91666666666667,143.48645373305163
2023-11-30,0.2677165354330709,0.24567933572744916,107.41666666666669,99.44569090526717
2023-12-01,0.36220472440944884,0.30400313593020545,141.54166666666666,120.14577966056208
2023-12-02,0.28346456692913385,0.3389098953372486,113.20833333333331,132.53477035344514
2023-12-03,0.36220472440944884,0.2989166670498331,141.25,118.34050708043661
2023-12-04,0.4566929133858268,0.3323674226458169,174.0,130.21273775404453
2023-12-05,0.4409448818897638,0.38148627870377433,169.79166666666666,147.64583841661457
2023-12-06,0.4409448818897638,0.3616823812172615,169.375,140.61710513369306
2023-12-07,0.2677165354330709,0.36029139713567165,108.5,140.1234217000688
2023-12-08,0.1968503937007874,0.28236020921029104,82.33333333333333,112.46434425221914
2023-12-09,0.3779527559055118,0.25201280241164403,145.04166666666666,101.693543789266
2023-12-10,0.4566929133858268,0.35206665231374423,174.79166666666666,137.2043226836864
2023-12-11,0.44881889763779526,0.39424062096750745,170.375,152.17256705838452
2023-12-12,0.33070866141732286,0.3803333850721811,129.75,147.23665725186828
2023-12-13,0.09448818897637795,0.3277883257633774,46.583333333333336,128.58753995218535
2023-12-14,0.31496062992125984,0.22361289094639453,124.375,91.6139418783912
2023-12-15,0.13385826771653545,0.32572697871942957,58.41666666666666,127.85593353050422
2023-12-16,0.4409448818897638,0.2511570345473403,168.04166666666666,101.38981751142686
2023-12-17,0.4409448818897638,0.3913829910565144,169.16666666666666,151.1583465758079
2023-12-18,0.4330708661417323,0.3904675261491474,166.0,150.8334328224349
2023-12-19,0.4015748031496063,0.36836109997769817,156.0,142.9874937337514
2023-12-20,0.25984251968503935,0.35684341087255844,105.375,138.8996739088522
2023-12-21,0.03937007874015748,0.29152763730763054,27.45833333333333,115.71801727443321
2023-12-22,0.2047244094488189,0.20679001488042037,84.58333333333333,85.6432227813092
2023-12-23,0.08661417322834646,0.31039013542859095,43.5,122.41263223253074
2023-12-24,0.25196850393700787,0.2670843954789678,102.375,107.04270336207699
2023-12-25,0.3858267716535433,0.3101541666391173,149.125,122.32888297633339
2023-12-26,0.4251968503937008,0.3725483287817728,162.29166666666666,144.4736110234642
2023-12-27,0.4409448818897638,0.3733363299159874,168.16666666666666,144.7532857593492
2023-12-28,0.4330708661417323,0.3822620227276854,165.08333333333334,147.9211628997677
2023-12-29,0.4409448818897638,0.3715978745415658,169.08333333333334,144.13627897271073
2023-12-30,0.44881889763779526,0.3760808763849467,170.875,145.727371043624
2023-12-31,0.4330708661417323,0.37986762511115996,166.54166666666666,147.07135127903587
2024-01-01,0.3858267716535433,0.37606087325866205,148.20833333333334,145.72027160072014
2024-01-02,0.13385826771653545,0.3587344075419441,58.458333333333336,139.5708201434283
2024-01-03,0.10236220472440945,0.2647544498129817,47.625,106.21576681279076
2024-01-04,0.1732283464566929,0.2697495492979483,72.75,107.9886108716635
2024-01-05,0.4094488188976378,0.29661871883431784,158.45833333333334,117.52492695961331
2024-01-06,0.4330708661417323,0.38825206262346645,165.5,150.04712789277863
2024-01-07,0.4094488188976378,0.386738942354403,158.04166666666666,149.51009629061687
2024-01-08,0.2204724409448819,0.3626112157737481,90.5,140.9467639983661
2024-01-09,0.48031496062992124,0.2597414837564901,181.66666666666663,104.4365816099076
2024-01-10,0.4566929133858268,0.4096040083209021,174.125,157.6252892865602
2024-01-11,0.33858267716535434,0.38520181122542757,133.70833333333334,148.96454283409133
2024-01-12,0.48031496062992124,0.3289405443526596,181.625,128.9964815331648
2024-01-13,0.30708661417322836,0.4008792299015337,119.91666666666669,154.52872001255267
2024-01-14,0.36220472440944884,0.3219733947461949,139.91666666666666,126.52372401867035
2024-01-15,0.33070866141732286,0.3414491786181264,130.125,133.43600431121672
2024-01-16,0.4881889763779528,0.33979666368941985,186.625,132.84949922110326
2024-01-17,0.48031496062992124,0.4124659462525591,184.0,158.64103875747077
2024-01-18,0.47244094488188976,0.4024321236466056,180.375,155.0798678842411
2024-01-19,0.48031496062992124,0.40073788065849447,184.04166666666663,154.47855281037732
2024-01-20,0.41732283464566927,0.3994566498871147,159.125,154.02382265576847
2024-01-21,0.15748031496062992,0.37439268453102137,67.54166666666667,145.12820361813502
2024-01-22,0.1968503937007874,0.26608858548790115,82.33333333333333,106.68927379941425
2024-01-23,0.031496062992125984,0.3188769770269511,22.70833333333333,125.42475376314874
2024-01-24,0.03937007874015748,0.27668558766455714,26.041666666666668,110.4503264886124
2024-01-25,0.25984251968503935,0.2972938376252169,104.25,117.76453787048324
2024-01-26,0.1968503937007874,0.3444069259148804,83.04166666666667,134.485758122623
2024-01-27,0.36220472440944884,0.29219417232845696,139.79166666666666,115.95458166224152
2024-01-28,0.5275590551181102,0.3592840371431303,199.625,139.76589284938268
2024-01-29,0.5196850393700787,0.4364605048097351,196.66666666666663,167.1571074987218
2024-01-30,0.5039370078740157,0.4300291432866328,190.875,164.87451010481408
2024-01-31,0.47244094488188976,0.41394369332921854,180.29166666666663,159.16551582409517
2024-02-01,0.4330708661417323,0.39158897973469475,166.375,151.23145539083876
2024-02-02,0.06299212598425197,0.372904282940577,35.0,144.59994508699313
2024-02-03,0.4015748031496063,0.24255649546404634,155.83333333333334,98.33734284844779
2024-02-04,0.5354330708661418,0.3968824978432166,201.33333333333331,153.11021319285496
2024-02-05,0.25984251968503935,0.4594851202001581,104.875,175.32892724437278
2024-02-06,0.5433070866141733,0.32296228023034956,205.70833333333331,126.87469595842157
2024-02-07,0.36220472440944884,0.4467880543595737,140.25,170.82252695978536
2024-02-08,0.2440944881889764,0.3610258121844634,99.70833333333331,140.3840778411358
2024-02-09,0.2125984251968504,0.28360963791901384,87.08333333333333,112.90778732475667
2024-02-10,0.047244094488188976,0.29086567419527143,29.75,115.48307553313842
2024-02-11,0.3228346456692913,0.2781573597012497,126.91666666666669,110.97268291396855
2024-02-12,0.6062992125984252,0.3486305920382114,226.625,135.98480762422855
2024-02-13,0.5984251968503937,0.49329441938999485,226.0,187.32841101516567
2024-02-14,0.4409448818897638,0.4716162429789994,167.45833333333334,179.63446490396322
2024-02-15,0.2125984251968504,0.3815714952393899,87.79166666666667,147.67608318538012
2024-02-16,0.31496062992125984,0.2688340915320887,123.08333333333331,107.66369965293049
2024-02-17,0.2677165354330709,0.3210602129834069,106.25,126.19962059136084
2024-02-18,0.6377952755905512,0.30823669145426785,237.83333333333331,121.64833907531057
2024-02-19,0.6220472440944882,0.49722086022159706,233.95833333333331,188.72197030698183
2024-02-20,0.6220472440944882,0.4922457530099055,232.54166666666663,186.95622183909896
2024-02-21,0.4881889763779528,0.48071448910694203,185.75,182.8635840922055
2024-02-22,0.5511811023622047,0.4094795421752906,208.95833333333331,157.58111417704689
