data,ghi_real,ghi_previsto_xgboost
2023-10-26,0.4881889763779528,0.41666323
2023-10-27,0.4251968503937008,0.42892316
2023-10-28,0.48031496062992124,0.39940822
2023-10-29,0.4881889763779528,0.47011122
2023-10-30,0.47244094488188976,0.41731507
2023-10-31,0.3937007874015748,0.42752507
2023-11-01,0.4094488188976378,0.4073093
2023-11-02,0.3779527559055118,0.4276991
2023-11-03,0.4015748031496063,0.3951642
2023-11-04,0.3779527559055118,0.39059383
2023-11-05,0.30708661417322836,0.40780756
2023-11-06,0.15748031496062992,0.36711308
2023-11-07,0.4015748031496063,0.25392804
2023-11-08,0.41732283464566927,0.37422457
2023-11-09,0.33858267716535434,0.3542567
2023-11-10,0.3700787401574803,0.35311136
2023-11-11,0.3779527559055118,0.34200716
2023-11-12,0.3858267716535433,0.33457512
2023-11-13,0.3543307086614173,0.38701493
2023-11-14,0.2992125984251969,0.36448863
2023-11-15,0.1732283464566929,0.32954958
2023-11-16,0.2283464566929134,0.27612326
2023-11-17,0.1889763779527559,0.3146685
2023-11-18,0.11811023622047244,0.3833871
2023-11-19,0.36220472440944884,0.2008048
2023-11-20,0.3700787401574803,0.29951763
2023-11-21,0.25984251968503935,0.2827961
2023-11-22,0.2992125984251969,0.29539067
2023-11-23,0.3464566929133858,0.2930625
2023-11-24,0.3700787401574803,0.30615044
2023-11-25,0.3464566929133858,0.3538737
2023-11-26,0.25984251968503935,0.32069376
2023-11-27,0.33858267716535434,0.30650333
2023-11-28,0.33070866141732286,0.31001118
2023-11-29,0.30708661417322836,0.27472743
2023-11-30,0.2992125984251969,0.29426464
2023-12-01,0.2755905511811024,0.27252778
2023-12-02,0.15748031496062992,0.2604759
2023-12-03,0.2047244094488189,0.21801153
2023-12-04,0.2992125984251969,0.246668
2023-12-05,0.25196850393700787,0.27423996
2023-12-06,0.13385826771653545,0.25649363
2023-12-07,0.1732283464566929,0.17074446
2023-12-08,0.31496062992125984,0.22440815
2023-12-09,0.28346456692913385,0.28289044
2023-12-10,0.25196850393700787,0.2583559
2023-12-11,0.29133858267716534,0.24224938
2023-12-12,0.29133858267716534,0.22786419
2023-12-13,0.29133858267716534,0.26249617
2023-12-14,0.23622047244094488,0.27075726
2023-12-15,0.2440944881889764,0.26424643
2023-12-16,0.2992125984251969,0.27289838
2023-12-17,0.047244094488188976,0.25156945
2023-12-18,0.1889763779527559,0.17218822
2023-12-19,0.16535433070866143,0.22437643
2023-12-20,0.05511811023622047,0.22465444
2023-12-21,0.16535433070866143,0.21308401
2023-12-22,0.2677165354330709,0.22756554
2023-12-23,0.2992125984251969,0.24197091
2023-12-24,0.23622047244094488,0.25330982
2023-12-25,0.2283464566929134,0.22939001
2023-12-26,0.18110236220472442,0.24236242
2023-12-27,0.10236220472440945,0.20370644
2023-12-28,0.18110236220472442,0.17177382
2023-12-29,0.14960629921259844,0.28079474
2023-12-30,0.1732283464566929,0.19994423
2023-12-31,0.14960629921259844,0.2632312
2024-01-01,0.2992125984251969,0.19676222
2024-01-02,0.14960629921259844,0.27107227
2024-01-03,0.14960629921259844,0.16651732
2024-01-04,0.30708661417322836,0.1582625
2024-01-05,0.3228346456692913,0.27116922
2024-01-06,0.11023622047244094,0.2638974
2024-01-07,0.3228346456692913,0.18360932
2024-01-08,0.30708661417322836,0.27139395
2024-01-09,0.1732283464566929,0.2638807
2024-01-10,0.05511811023622047,0.22524197
2024-01-11,0.33070866141732286,0.20309237
2024-01-12,0.2047244094488189,0.2502094
2024-01-13,0.09448818897637795,0.22752517
2024-01-14,0.2992125984251969,0.17358871
2024-01-15,0.25984251968503935,0.25961396
2024-01-16,0.15748031496062992,0.21157596
2024-01-17,0.2440944881889764,0.15064883
2024-01-18,0.2125984251968504,0.22040388
2024-01-19,0.05511811023622047,0.21358381
