data,ghi_real,ghi_real_normalizado,ghi_real_wm2,ghi_previsto_xgboost_normalizado,ghi_previsto_xgboost_wm2,ghi_previsto_mlp_normalizado,ghi_previsto_mlp_wm2,ghi_previsto_rnn_normalizado,ghi_previsto_rnn_wm2,ghi_previsto_lstm_normalizado,ghi_previsto_lstm_wm2
2023-10-26,0.8661417322834646,0.8661417322834646,304.7916666666667,0.8425823,297.7185359721382,0.8145682585225844,288.74821111441923,0.8122301,287.99951652685803,0.77025783,274.5596428463856
2023-10-27,0.7559055118110236,0.7559055118110236,270.0833333333333,0.80257946,284.90929873039323,0.8177758495473276,289.7753084904672,0.8137629,288.4903296331565,0.80401224,285.3680856898427
2023-10-28,0.8188976377952756,0.8188976377952756,289.0833333333333,0.78992826,280.8582774425546,0.7778021355393234,276.9753921508208,0.7867694,279.8467817902565,0.7928584,281.7965404813488
2023-10-29,0.8582677165354331,0.8582677165354331,301.625,0.793701,282.06633881976205,0.7886113291150686,280.4365860103876,0.79348916,281.9985075170795,0.77761227,276.9145952786008
2023-10-30,0.9212598425196851,0.9212598425196851,322.875,0.7929716,281.8327846129735,0.7826855575269007,278.5391045664263,0.7871688,279.97467643270886,0.75670415,270.2196418866515
2023-10-31,0.8503937007874016,0.8503937007874016,300.75,0.8014876,284.559683141609,0.8294091784235517,293.50039734104143,0.81677794,289.4557709991932,0.8002113,284.15099668006104
2023-11-01,0.8661417322834646,0.8661417322834646,304.875,0.81585807,289.16121824334067,0.82018585304514,290.54701169382923,0.81382483,288.51015988737345,0.8109996,287.60548803955317
2023-11-02,0.6377952755905512,0.6377952755905512,232.625,0.807693,286.54669751723605,0.8202092528920841,290.55450451981943,0.8113397,287.7143922075629,0.8067663,286.24994988242787
2023-11-03,0.7244094488188977,0.7244094488188977,259.375,0.73091465,261.96162930379313,0.7157311623464895,257.09974927636546,0.7401163,264.9080729857087,0.73842615,264.3668730929494
2023-11-04,0.8110236220472441,0.8110236220472441,286.9583333333333,0.79303265,281.85232857863105,0.737470281654331,264.0607964380639,0.75890243,270.9235491106907,0.722424,259.24284228434163
2023-11-05,0.7952755905511811,0.7952755905511811,281.7083333333333,0.79183817,281.4698470632235,0.771717043318963,275.0268949127596,0.78744507,280.06313959757483,0.73040795,261.7993800342083
2023-11-06,0.6456692913385826,0.6456692913385826,235.625,0.78997064,280.8718475202719,0.7842690750829466,279.0461600838519,0.7906109,281.0768683006366,0.7623542,272.02883289506036
2023-11-07,0.36220472440944884,0.36220472440944884,144.16666666666666,0.7125872,256.09301920980215,0.7200691706353588,258.48881568053054,0.7388509,264.5028792445858,0.72639495,260.51438337812823
2023-11-08,0.8110236220472441,0.8110236220472441,288.5416666666667,0.5636551,208.40371989955503,0.6184236251899156,225.94106498268752,0.58944553,216.66203785687682,0.6059094,221.93390807757774
2023-11-09,0.6850393700787402,0.6850393700787402,246.375,0.7314634,262.13733413567144,0.7192031630730775,258.21151284235833,0.7197826,258.39705045024556,0.6163031,225.26205075283843
2023-11-10,0.968503937007874,0.968503937007874,337.5833333333333,0.73847336,264.38198912888765,0.7099657707773197,255.25362285098757,0.72789556,260.99489009628695,0.64177674,233.4189271305998
2023-11-11,0.9606299212598425,0.9606299212598425,336.375,0.848361,299.568933447202,0.837588604904471,296.11951786211915,0.8068922,286.2902783975005,0.7797395,277.59575210511684
2023-11-12,0.9763779527559056,0.9763779527559056,341.2916666666667,0.8690147,306.18240911513567,0.8537393074888278,301.2911074188184,0.8196898,290.3881746654709,0.8081645,286.6976670175791
