data,ghi_real_normalizado,ghi_previsto_rnn_normalizado,ghi_real_wm2,ghi_previsto_rnn_wm2
2023-10-26,0.8661417322834646,0.8122301,304.7916666666667,287.99951652685803
2023-10-27,0.7559055118110236,0.8137629,270.0833333333333,288.4903296331565
2023-10-28,0.8188976377952756,0.7867694,289.0833333333333,279.8467817902565
2023-10-29,0.8582677165354331,0.79348916,301.625,281.9985075170795
2023-10-30,0.9212598425196851,0.7871688,322.875,279.97467643270886
2023-10-31,0.8503937007874016,0.81677794,300.75,289.4557709991932
2023-11-01,0.8661417322834646,0.81382483,304.875,288.51015988737345
2023-11-02,0.6377952755905512,0.8113397,232.625,287.7143922075629
2023-11-03,0.7244094488188977,0.7401163,259.375,264.9080729857087
2023-11-04,0.8110236220472441,0.75890243,286.9583333333333,270.9235491106907
2023-11-05,0.7952755905511811,0.78744507,281.7083333333333,280.06313959757483
2023-11-06,0.6456692913385826,0.7906109,235.625,281.0768683006366
2023-11-07,0.36220472440944884,0.7388509,144.16666666666666,264.5028792445858
2023-11-08,0.8110236220472441,0.58944553,288.5416666666667,216.66203785687682
2023-11-09,0.6850393700787402,0.7197826,246.375,258.39705045024556
2023-11-10,0.968503937007874,0.72789556,337.5833333333333,260.99489009628695
2023-11-11,0.9606299212598425,0.8068922,336.375,286.2902783975005
2023-11-12,0.9763779527559056,0.8196898,341.2916666666667,290.3881746654709
2023-11-13,0.968503937007874,0.81635225,339.0416666666667,289.31945947309333
2023-11-14,0.8740157480314961,0.8009421,307.375,284.3850089485447
2023-11-15,0.6929133858267716,0.8165769,249.33333333333331,289.39139424512786
2023-11-16,0.8188976377952756,0.75817037,289.375,270.68913603822386
2023-11-17,0.8110236220472441,0.80191,287.0833333333333,284.69492585708696
2023-11-18,0.8110236220472441,0.8027991,287.0,284.9796302864949
2023-11-19,0.9291338582677166,0.80170035,325.0,284.62780073285103
2023-11-20,0.7559055118110236,0.8224223,270.7916666666667,291.26314884672564
2023-11-21,0.7952755905511811,0.783181,282.7083333333333,278.6977531140049
2023-11-22,0.6614173228346457,0.7727974,239.16666666666663,275.3728359565139
2023-11-23,0.8740157480314961,0.7434123,307.6666666666667,265.96348530302447
2023-11-24,0.968503937007874,0.7947255,339.0416666666667,282.3943873370687
2023-11-25,0.9763779527559056,0.8209609,340.0833333333333,290.79518156747025
2023-11-26,0.905511811023622,0.8340443,318.0833333333333,294.9845947449406
2023-11-27,0.84251968503937,0.8155926,296.75,289.0762096270919
2023-11-28,0.84251968503937,0.8040665,298.375,285.3854538624485
2023-11-29,0.9763779527559056,0.79412013,339.9583333333333,282.200550896426
2023-11-30,0.952755905511811,0.8311222,333.125,294.0489273890853
2023-12-01,0.952755905511811,0.8369187,331.9166666666667,295.9050124635299
2023-12-02,0.9291338582677166,0.83673674,325.0833333333333,295.84674319873255
2023-12-03,0.968503937007874,0.8316794,337.9583333333333,294.2273424193263
2023-12-04,0.8976377952755905,0.8348249,315.0416666666667,295.23456282913685
2023-12-05,0.905511811023622,0.8264334,317.5,292.5475347538789
2023-12-06,0.7795275590551181,0.8320128,277.0,294.3340898801883
2023-12-07,0.5590551181102362,0.807136,206.375,286.36833974470693
2023-12-08,0.6771653543307087,0.73029345,246.0,261.76271601269644
2023-12-09,0.8976377952755905,0.7532694,314.5833333333333,269.11979758491117
2023-12-10,0.6299212598425197,0.80420196,230.45833333333331,285.4288361221552
2023-12-11,0.9133858267716536,0.7466463,319.25,266.99902919431526
2023-12-12,0.5748031496062992,0.80696183,212.58333333333331,286.31257073332864
2023-12-13,0.8346456692913385,0.7110425,295.5833333333333,255.59840800861517
2023-12-14,0.8110236220472441,0.757868,286.4583333333333,270.59231324742234
2023-12-15,0.7322834645669292,0.7779199,261.875,277.0130976289511
2023-12-16,0.7086614173228346,0.7725429,253.83333333333331,275.29133914659417
2023-12-17,0.84251968503937,0.73859257,296.9166666666667,264.4201609368126
2023-12-18,0.8661417322834646,0.79492414,305.0,282.45800065497554
2023-12-19,0.8031496062992126,0.7867874,286.25,279.8525457332531
2023-12-20,0.41732283464566927,0.7916372,160.54166666666666,281.4054893950621
2023-12-21,0.28346456692913385,0.6336893,117.5,230.82925625145432
2023-12-22,0.5669291338582677,0.5219184,210.625,195.03929279744622
2023-12-23,0.9133858267716536,0.63831025,319.25,232.30892912795144
2023-12-24,0.7637795275590551,0.7547951,273.0,269.60833946863806
2023-12-25,0.9291338582677166,0.7624495,324.4166666666667,272.0593512554963
2023-12-26,0.8661417322834646,0.79831463,306.2083333333333,283.54366413007176
2023-12-27,0.8031496062992126,0.765319,285.625,272.9781848440567
2023-12-28,0.8346456692913385,0.73857075,294.25,264.4131754959623
2023-12-29,0.8582677165354331,0.775395,303.625,276.20459965119755
2023-12-30,0.9291338582677166,0.8065006,326.125,286.1648840084672
2023-12-31,0.8503937007874016,0.8146863,299.6666666666667,288.7860084573428
2024-01-01,0.8582677165354331,0.80979764,301.7083333333333,287.2206207861503
2024-01-02,0.9448818897637795,0.804422,330.1666666666667,285.4993012795846
2024-01-03,0.8740157480314961,0.819531,307.0,290.3373298173149
2024-01-04,0.7401574803149606,0.810925,265.2083333333333,287.58161157369614
2024-01-05,0.6692913385826772,0.776281,243.125,276.4883116135994
2024-01-06,0.6299212598425197,0.7507226,230.54166666666663,268.30429508040345
2024-01-07,0.7637795275590551,0.72219056,271.5833333333333,259.1681018844247
2024-01-08,0.9212598425196851,0.76195294,322.9166666666667,271.9003465895851
2024-01-09,0.2755905511811024,0.8067588,115.08333333333331,286.24756414443254
2024-01-10,0.8582677165354331,0.5592191,301.5,206.98328966895738
2024-01-11,0.5039370078740157,0.7354041,189.875,263.39917959024507
2024-01-12,0.9921259842519685,0.64621043,344.5,234.83863209684688
2024-01-13,0.9763779527559056,0.7776213,341.5416666666667,276.9174963360031
2024-01-14,0.9606299212598425,0.81304353,336.4166666666667,288.25998185823363
2024-01-15,0.7322834645669292,0.8240981,261.625,291.79974903663
2024-01-16,0.9133858267716536,0.72100765,320.0,258.78932303438586
2024-01-17,0.9763779527559056,0.8097529,339.4166666666667,287.2062872722745
2024-01-18,0.8582677165354331,0.81026775,303.25,287.37115131070215
2024-01-19,0.6535433070866141,0.8201928,237.5,290.54924060901004
2024-01-20,0.7874015748031497,0.7626141,281.2083333333333,272.11204743633664
2024-01-21,0.7637795275590551,0.78689194,271.375,279.8860224088033
2024-01-22,0.6220472440944882,0.77043563,227.125,274.61657609790564
2024-01-23,0.3937007874015748,0.73598164,154.08333333333334,263.58412199964124
2024-01-24,0.5669291338582677,0.6164328,210.54166666666663,225.30358167986074
2024-01-25,0.25984251968503935,0.6649065,111.70833333333331,240.82526942094165
2024-01-26,0.5196850393700787,0.48693258,195.29166666666663,183.83653517812488
2024-01-27,0.3228346456692913,0.60626286,131.16666666666666,222.04708748807508
2024-01-28,0.6692913385826772,0.5088421,241.75,190.8521508425474
2024-01-29,0.8346456692913385,0.6310173,295.2083333333333,229.97367334862548
2024-01-30,0.9606299212598425,0.70135826,334.625,252.49742576231557
2024-01-31,0.984251968503937,0.77664286,342.9583333333333,276.6041821365555
2024-02-01,0.9763779527559056,0.7728006,341.625,275.37386659532785
2024-02-02,0.7401574803149606,0.79992545,265.75,284.0594606846571
2024-02-03,0.937007874015748,0.7248005,328.125,260.0038354471326
2024-02-04,0.9291338582677166,0.8019407,325.0,284.70475509762764
2024-02-05,0.9212598425196851,0.82041526,321.9583333333333,290.6204692025979
2024-02-06,0.8818897637795275,0.8256357,310.375,292.29208901524544
2024-02-07,0.7559055118110236,0.81952834,270.3333333333333,290.3364709516366
2024-02-08,0.7480314960629921,0.786786,266.5,279.852106757462
2024-02-09,0.28346456692913385,0.76236004,119.125,272.0307033136487
2024-02-10,0.6929133858267716,0.56495327,250.125,208.81941088785726
2024-02-11,0.10236220472440945,0.71368074,60.91666666666666,256.4431882898013
2024-02-12,0.7559055118110236,0.4427392,271.0833333333333,169.68544437239566
2024-02-13,0.9133858267716536,0.68294865,319.2083333333333,246.60251529266435
2024-02-14,0.8110236220472441,0.7444043,287.4583333333333,266.28113200267154
2024-02-15,0.8661417322834646,0.7560831,306.0416666666667,270.0207667673627
2024-02-16,0.7007874015748031,0.7313073,251.83333333333331,262.0873672390978
2024-02-17,0.7480314960629921,0.7242733,267.875,259.8350206265847
2024-02-18,0.4094488188976378,0.67337155,157.95833333333334,243.53584950168926
2024-02-19,0.5748031496062992,0.5999354,213.125,220.02098518113294
2024-02-20,0.2677165354330709,0.6706321,114.79166666666669,242.6586613555749
2024-02-21,0.6141732283464567,0.4966395,224.20833333333331,186.9447700679302
2024-02-22,0.2992125984251969,0.64417106,122.66666666666669,234.18560789277154
2024-02-23,0.44881889763779526,0.48871428,172.54166666666666,184.40705101937053
2024-02-24,0.33070866141732286,0.5496535,134.66666666666666,203.92028837154308
2024-02-25,0.9291338582677166,0.46920577,326.2916666666667,178.16026328131554
2024-02-26,0.8661417322834646,0.6925467,306.1666666666667,249.67589932183424
2024-02-27,0.937007874015748,0.72341627,328.375,259.5605844135086
2024-02-28,0.84251968503937,0.77937925,297.8333333333333,277.48039690156776
2024-02-29,0.8188976377952756,0.737228,289.5416666666667,263.98320825149614
2024-03-01,0.8188976377952756,0.74509865,289.0416666666667,266.50346369793016
2024-03-02,0.7401574803149606,0.73958534,263.8333333333333,264.7380557532112
2024-03-03,0.8740157480314961,0.76575446,307.9583333333333,273.11762645840645
2024-03-04,0.3858267716535433,0.7925248,151.95833333333334,281.68971667687094
2024-03-05,0.4251968503937008,0.6145685,165.29166666666666,224.70661277572313
2024-03-06,0.8661417322834646,0.59051824,305.625,217.0055268704891
2024-03-07,0.8818897637795275,0.73027617,310.2083333333333,261.7571811005473
