data,ghi_real_normalizado,ghi_previsto_xgboost_normalizado,ghi_real_wm2,ghi_previsto_xgboost_wm2
2024-01-31,0.03937007874015748,0.07768347,93.5994623655914,103.48703415312747
2024-02-29,0.2125984251968504,0.3194205,140.06896551724137,169.94930161031158
2024-03-31,0.4015748031496063,0.39794296,192.7016129032258,191.53797568358135
2024-04-30,0.7165354330708661,0.71080166,278.4597222222222,277.55417224658277
2024-05-31,0.937007874015748,0.7514379,338.80779569892474,288.7265478990305
2024-06-30,0.984251968503937,0.94721246,351.66805555555555,342.5520690757421
2024-07-31,0.8976377952755905,0.8642644,329.9233870967742,319.7466493978696
2024-08-31,0.8031496062992126,0.85234636,303.0147849462366,316.4699405467612
2024-09-30,0.5984251968503937,0.60186285,247.60833333333332,247.60294395138018
2024-10-31,0.3464566929133858,0.4339243,177.8709677419355,201.430546718968
2024-11-30,0.12598425196850394,0.12940325,117.06805555555555,117.70667553927055
2024-12-31,0.047244094488188976,0.036977652,95.06854838709677,92.29552919364227
