Modelo,Referencia,N_localidades,Diferenca_MAE_wm2,Mediana_diferenca_MAE_wm2,IC95_inferior,IC95_superior,Wilcoxon_p,Conclusao_IC95,Wilcoxon_p_Holm
MLP,Climatologia,10,0.7604191270231357,-0.2559679403285706,-0.7374533154641659,2.377650029169166,0.4921875,inconclusivo,0.4921875
XGBoost,Climatologia,10,1.762162681946822,1.382409974838163,-0.1454314666049883,3.693613035526304,0.193359375,inconclusivo,0.38671875
VizinhosHistoricos,Climatologia,10,3.422948490034014,3.2083141156790473,1.7534051290555008,5.083148043092291,0.005859375,referencia_melhor,0.0234375
SazonalIngenuo,Climatologia,10,4.8715294466202135,4.406269759885313,1.7902345886573456,8.792526359807713,0.01953125,referencia_melhor,0.05859375
Persistencia,Climatologia,10,23.016362144878418,21.961365660735602,19.325588409692703,26.766912890108856,0.001953125,referencia_melhor,0.013671875
RNN,Climatologia,10,31.058630238891187,33.73199189274243,23.62727372847491,38.82428339525473,0.001953125,referencia_melhor,0.013671875
LSTM,Climatologia,10,47.007231388427314,51.29049989012796,34.50870358794391,58.92344706050051,0.001953125,referencia_melhor,0.013671875
