Localidade,Pais,Frequencia,Modelo,MAE_normalizado,MSE_normalizado,RMSE_normalizado,R2_normalizado,nRMSE_normalizado,nRMSE_percentual_normalizado,MAE_wm2,MSE_wm2,RMSE_wm2,R2_wm2,nRMSE_wm2,nRMSE_percentual_wm2
Ford Rouge Electric Vehicle Center,EUA,mensal,Persistencia,0.13355085826209354,0.02722225692296445,0.16499168743595677,0.6686870659430317,0.35772995134646046,35.772995134646045,36.09837216248506,1988.8681728154543,44.59672827479,0.6686870659430317,0.27795566183677767,27.795566183677767
Ford Rouge Electric Vehicle Center,EUA,mensal,RNN,0.17674758002632354,0.03906007475463128,0.19763621822588914,0.524612966218668,0.4285088287110759,42.850882871107586,47.77430823480747,2853.7434734502654,53.42044059580813,0.5246129752801562,0.33295074539837494,33.29507453983749
Ford Rouge Electric Vehicle Center,EUA,mensal,LSTM,0.2511984017437732,0.08002512686491647,0.28288712742879707,0.026041093693074613,0.6133472534543553,61.33472534543552,67.89812888831374,5846.665399152782,76.46349062887975,0.026041094970851497,0.4765699405827231,47.65699405827231
GM Factory Zero,EUA,mensal,MLP,0.04351475715554978,0.002634625993024069,0.051328607939667224,0.9670379162783647,0.11274295332014858,11.274295332014859,11.871180576666712,196.08016619417484,14.002862785665467,0.9670379162783647,0.0873652084121987,8.736520841219871
GM Factory Zero,EUA,mensal,Climatologia,0.0498119624046571,0.003953755997383376,0.06287889946065672,0.9505341416406963,0.13811309348283676,13.811309348283677,13.589109516802184,294.2554788083215,17.15387649507602,0.9505341416406963,0.10702468616657317,10.702468616657317
GM Factory Zero,EUA,mensal,XGBoost,0.0508954669857079,0.004792622257819693,0.06922876755958966,0.9400389973655808,0.15206053744057246,15.206053744057247,13.884698626764015,356.68752274096846,18.886172792309416,0.9400389941764554,0.11783264946350719,11.78326494635072
GM Factory Zero,EUA,mensal,SazonalIngenuo,0.05177170364835491,0.004384434800092662,0.06621506475185734,0.9451458737083123,0.14544095883496636,14.544095883496636,14.12374290805186,326.3084424681138,18.064009590013892,0.9451458737083123,0.11270309412779977,11.270309412779977
GM Factory Zero,EUA,mensal,VizinhosHistoricos,0.06713800467492899,0.006416166006184888,0.08010097381545925,0.9197266702644862,0.17594126773104368,17.594126773104367,18.31579512679244,477.5185928299816,21.852198809959184,0.9197266702644862,0.1363379712076609,13.63379712076609
GM Factory Zero,EUA,mensal,Persistencia,0.13150439196213284,0.026560475391527835,0.16297384879644905,0.6676990905502025,0.357970998334114,35.7970998334114,35.87547043010751,1976.7444953312897,44.460594860295,0.6676990905502025,0.27739392976672705,27.739392976672704
GM Factory Zero,EUA,mensal,RNN,0.17364383951795628,0.037207628014048276,0.19289278891147868,0.5344914409370145,0.4236877556001981,42.36877556001981,47.371455338334755,2769.151253979331,52.622725641868186,0.5344914417241563,0.32831824915302715,32.83182491530272
GM Factory Zero,EUA,mensal,LSTM,0.2484007328817308,0.07796117216155325,0.27921527924086326,0.024619551074753332,0.6132945438677523,61.329454386775225,67.76574534061909,5802.20479041159,76.17220484147475,0.02461955340130617,0.47524571604061977,47.524571604061975
Hyundai Metaplant Georgia,EUA,mensal,XGBoost,0.04771374338942361,0.003904904267690574,0.062489233214135166,0.9516706602086645,0.12548678108709066,12.548678108709066,9.204263319402907,145.31199379786315,12.054542454936362,0.9516706617486203,0.060775369238717944,6.0775369238717944
Hyundai Metaplant Georgia,EUA,mensal,Climatologia,0.05752539809754137,0.0044085699027708635,0.06639706245588628,0.9454370047973347,0.13333422755686794,13.333422755686794,11.096989496982971,164.05475239992913,12.80838601853993,0.9454370047973347,0.0645760212416877,6.457602124168769
Hyundai Metaplant Georgia,EUA,mensal,VizinhosHistoricos,0.0594372194837722,0.005478278793862813,0.07401539565430162,0.9321976726828062,0.14863286479637583,14.863286479637583,11.465791148857472,203.86149951712807,14.278007547172962,0.9321976726828061,0.07198540997441942,7.198540997441942
Hyundai Metaplant Georgia,EUA,mensal,MLP,0.059703341553609346,0.0053378173304679715,0.07306036771374731,0.9339361044923041,0.14671504030175098,14.671504030175097,11.517127669969256,198.63455039140604,14.093777009425331,0.933936104492304,0.07105657513904375,7.105657513904375
Hyundai Metaplant Georgia,EUA,mensal,SazonalIngenuo,0.08883751152404908,0.011084068783925989,0.10528090417509715,0.8628171935068443,0.21141820911130904,21.141820911130903,17.137281356121736,412.46803386011203,20.30930904437943,0.8628171935068443,0.10239341399888162,10.239341399888161
Hyundai Metaplant Georgia,EUA,mensal,RNN,0.15728332612848225,0.03695159703510627,0.19222798192538532,0.5426657949803375,0.38601963003808465,38.601963003808464,30.34088313547792,1375.068327804265,37.08191375595743,0.5426658144567507,0.18695583088462436,18.695583088462435
Hyundai Metaplant Georgia,EUA,mensal,Persistencia,0.1582153103898898,0.03844606137686917,0.19607667218939934,0.524169445255019,0.3937483174901672,39.37483174901672,30.520669056152926,1430.6814270928392,37.82434965855777,0.5241694452550187,0.19069896889963373,19.069896889963374
Hyundai Metaplant Georgia,EUA,mensal,LSTM,0.2490482579383674,0.07902204002249434,0.281108591157393,0.021977810096145856,0.564503842116099,56.45038421160991,48.0428813110771,2940.6227524792,54.22750918564488,0.02197782880905963,0.2733987545337269,27.33987545337269
Lucid AMP 1 Casa Grande,EUA,mensal,XGBoost,0.026743358231443987,0.0011366616592582124,0.033714413227256566,0.9877729635802802,0.06364658343827431,6.364658343827431,6.533585310223931,67.84259696494625,8.236661760989476,0.9877729650567116,0.033404088062496354,3.3404088062496355
Lucid AMP 1 Casa Grande,EUA,mensal,SazonalIngenuo,0.03199753150034299,0.0020935910098610205,0.04575577569947886,0.9774793023789733,0.08637845114520533,8.637845114520532,7.81721628345134,124.95773661883676,11.178449651845142,0.9774793023789733,0.045334618248007226,4.533461824800723
Lucid AMP 1 Casa Grande,EUA,mensal,MLP,0.035975614905286855,0.0018534223969566025,0.0430513925089143,0.9800627891649817,0.08127307531596863,8.127307531596863,8.789089328399248,110.62307137903262,10.517750300279648,0.9800627891649816,0.042655127458782846,4.265512745878285
Lucid AMP 1 Casa Grande,EUA,mensal,Climatologia,0.039790792560693934,0.002404310996000148,0.04903377403382436,0.9741368965223903,0.09256670639055466,9.256670639055466,9.721163382042674,143.50331978541695,11.979287115075627,0.9741368965223903,0.04858244436030392,4.858244436030392
Lucid AMP 1 Casa Grande,EUA,mensal,VizinhosHistoricos,0.04558408138441202,0.0032268168079708187,0.05680507730802607,0.9652892254177279,0.10723749122467238,10.723749122467238,11.136503553737478,192.59526951943704,13.877869775993615,0.9652892254177279,0.05628221694288165,5.628221694288165
Lucid AMP 1 Casa Grande,EUA,mensal,Persistencia,0.14410878997324186,0.030521734962776364,0.17470470790100753,0.6716785844378294,0.32981021183816195,32.981021183816196,35.2067652329749,1821.7153687919842,42.68155771281062,0.6716785844378294,0.1730966444726233,17.30966444726233
Lucid AMP 1 Casa Grande,EUA,mensal,RNN,0.17960416985411318,0.04501522099701393,0.21216790755676018,0.5157725765718015,0.4005338114654842,40.053381146548425,43.87852979647591,2686.7712476960583,51.834074195417614,0.5157725765248038,0.21021501541586882,21.021501541586883
Lucid AMP 1 Casa Grande,EUA,mensal,LSTM,0.27242210965692054,0.09173905003704051,0.30288454902328793,0.013165706103420827,0.571790070663005,57.1790070663005,66.55458840785718,5475.522036194129,73.99677044435202,0.013165735623547503,0.30009665420163184,30.009665420163184
Rivian Normal,EUA,mensal,Climatologia,0.06489219374328838,0.007153765852702197,0.08457993764896139,0.9274705366207913,0.15943252925598353,15.943252925598353,15.870764066831319,427.9031465446519,20.685819938901428,0.9274705366207914,0.11498524855682743,11.498524855682742
Rivian Normal,EUA,mensal,VizinhosHistoricos,0.07487814470078875,0.006172180831000691,0.07856322823688378,0.9374224747119978,0.14809107848136718,14.809107848136719,18.313040440726105,369.189550372292,19.21430587797259,0.9374224747119978,0.1068056158156292,10.68056158156292
Rivian Normal,EUA,mensal,XGBoost,0.0772254089292311,0.0074000236719364175,0.08602339026065188,0.9249738170118813,0.16215342628121085,16.215342628121086,18.8871127835294,442.63305630442255,21.038846363439763,0.924973821045953,0.11694759915702434,11.694759915702434
Rivian Normal,EUA,mensal,MLP,0.07771612607824437,0.008259968721631454,0.090884370062357,0.9162551429213073,0.17131633566599463,17.131633566599465,19.007129055542237,494.07077043364916,22.227702770049117,0.9162551429213073,0.1235560367155122,12.35560367155122
Rivian Normal,EUA,mensal,SazonalIngenuo,0.08496331163001729,0.009758891738900722,0.09878710310005412,0.9010581006462629,0.18621292640911094,18.621292640911093,20.779582187512872,583.7289852430492,24.16048396127547,0.9010581006462629,0.13429969233736067,13.429969233736067
Rivian Normal,EUA,mensal,Persistencia,0.15143828134111767,0.03604089976697974,0.1898444093645629,0.6345942579577875,0.35785524548057246,35.785524548057246,37.03744772998806,2155.789654307134,46.43048195213069,0.6345942579577873,0.25809083341380806,25.809083341380806
Rivian Normal,EUA,mensal,RNN,0.20260927352949476,0.05853930112955178,0.24194896389435475,0.40649104472485387,0.45607192836486204,45.607192836486206,49.55240203078361,3501.533771470884,59.17375914601745,0.40649100736991517,0.32892626076914433,32.89262607691443
Rivian Normal,EUA,mensal,LSTM,0.26280738604464154,0.09763897644328585,0.31247236108700216,0.010073475685293154,0.5890079874195967,58.90079874195967,64.27512802327033,5840.2842616307635,76.42175254226223,0.010073454942647553,0.4248018322297673,42.480183222976734
Tesla Fremont Factory,EUA,mensal,MLP,0.03164395424954591,0.0016102317214493564,0.04012769270029559,0.9859601193611139,0.07778446326406266,7.778446326406266,8.827967125339413,125.32228261418358,11.194743526056484,0.9859601193611139,0.05073872444282862,5.073872444282862
Tesla Fremont Factory,EUA,mensal,XGBoost,0.033313881679532455,0.0017197949136806116,0.04147041009781084,0.9850048194990807,0.0803872182457931,8.03872182457931,9.293840339996692,133.8494454715778,11.569332110004355,0.9850048195835419,0.052436498661248394,5.24364986612484
Tesla Fremont Factory,EUA,mensal,Climatologia,0.03507690836040766,0.0023465416602107656,0.04844111538982939,0.979540109423581,0.09389939732275333,9.389939732275334,9.78568580343165,182.6283467091283,13.51400557603586,0.979540109423581,0.06125047915973785,6.125047915973785
Tesla Fremont Factory,EUA,mensal,SazonalIngenuo,0.04906984462782705,0.0044246881774743065,0.06651832963532914,0.9614204011456725,0.1289406945609897,12.89406945609897,13.689407202520721,344.3678415165993,18.55715068421333,0.9614204011456725,0.08410788088345152,8.410788088345152
Tesla Fremont Factory,EUA,mensal,VizinhosHistoricos,0.06291559066709061,0.004960121418241206,0.07042812945294803,0.9567518688528837,0.13651954247918,13.651954247917999,17.552065765875568,386.03992822721256,19.647898824739823,0.9567518688528837,0.08905155549376184,8.905155549376184
Tesla Fremont Factory,EUA,mensal,Persistencia,0.15593518585582397,0.03131304100334303,0.176954912345894,0.7269763399445568,0.34301356376423875,34.301356376423875,43.50248655913978,2437.0540723159506,49.366527853556306,0.7269763399445568,0.22374739069553018,22.37473906955302
Tesla Fremont Factory,EUA,mensal,RNN,0.21942199339296276,0.06595855735944416,0.2568239812779254,0.42489626796931856,0.4978336453642137,49.783364536421374,61.21391021289807,5133.470442222662,71.6482410267179,0.4248962692936257,0.32473636843993076,32.47363684399308
Tesla Fremont Factory,EUA,mensal,LSTM,0.3042659458929627,0.11232908806174761,0.33515531930993964,0.020583827995680704,0.6496729532228288,64.96729532228288,84.88350611781821,8742.429941407521,93.5009622485647,0.020583807517617014,0.4237809957527837,42.37809957527837
Tesla Gigafactory Nevada,EUA,mensal,MLP,0.030652423057342646,0.0014709707514029443,0.03835323651796474,0.9873694162769239,0.07530529485996797,7.530529485996797,8.427462111467678,111.19058951712994,10.54469485177878,0.9873694162769239,0.04746549063822472,4.7465490638224725
Tesla Gigafactory Nevada,EUA,mensal,Climatologia,0.039881472038125455,0.002147734967354074,0.04634366156610928,0.9815583373807595,0.09099422671908632,9.099422671908632,10.964862187961637,162.3471553862574,12.74155231462232,0.9815583373807595,0.057354341743150156,5.7354341743150155
Tesla Gigafactory Nevada,EUA,mensal,SazonalIngenuo,0.04915397407332762,0.005896100720209351,0.07678607113408883,0.9493727569258148,0.15076687791870047,15.076687791870047,13.51420908409402,445.68589437089753,21.11127410581601,0.9493727569258149,0.09502949089717556,9.502949089717557
Tesla Gigafactory Nevada,EUA,mensal,VizinhosHistoricos,0.06533509558268742,0.005820535851500047,0.07629243639771931,0.9500215994672766,0.1497976426533007,14.97976426533007,17.962985880175687,439.97395054702616,20.97555602474047,0.9500215994672765,0.09441857465945798,9.441857465945798
Tesla Gigafactory Nevada,EUA,mensal,XGBoost,0.06545022679394913,0.006258617293972636,0.07911142328369927,0.9462599853553721,0.15533262895245356,15.533262895245356,17.9946394256516,473.08854611559326,21.750598753036506,0.9462599801287969,0.09790732268690364,9.790732268690364
Tesla Gigafactory Nevada,EUA,mensal,Persistencia,0.1566663575909936,0.032419745925627984,0.18005484143901265,0.7216257938480716,0.3535316483441632,35.35316483441632,43.0732601553166,2450.606620171126,49.50360209288942,0.7216257938480716,0.2228336423886247,22.283364238862468
Tesla Gigafactory Nevada,EUA,mensal,RNN,0.22000052822790475,0.06396848427064718,0.2529199167140603,0.4507305495720476,0.496599782268429,49.6599782268429,60.486119158715894,4835.373764003921,69.53685184133604,0.4507305571106067,0.31301055521106697,31.301055521106697
Tesla Gigafactory Nevada,EUA,mensal,LSTM,0.30905538739457145,0.11382552114078708,0.3373803804917931,0.02262993793704826,0.6624350730088239,66.24350730088238,84.97052771901305,8604.064237055132,92.75809526426862,0.022629934990069267,0.41753778219983206,41.753778219983204
Tesla Gigafactory Texas,EUA,mensal,Climatologia,0.04709429566216521,0.004665828071415201,0.06830686694187636,0.9362676647002003,0.14200620108421072,14.200620108421072,10.038301037473294,211.98862148163428,14.559829033393019,0.9362676647002003,0.06970192055448664,6.970192055448663
Tesla Gigafactory Texas,EUA,mensal,VizinhosHistoricos,0.05817712050738957,0.005178581950704713,0.07196236482151426,0.9292637627859062,0.14960577913835393,14.960577913835394,12.400640904280769,235.28523386559127,15.339010198366493,0.9292637627859062,0.07343207586977038,7.343207586977038
Tesla Gigafactory Texas,EUA,mensal,MLP,0.060492771431184124,0.005768207390013863,0.07594871552576687,0.9212098427476686,0.1578931819287934,15.789318192879339,12.894229368529258,262.0744515899673,16.188713710173744,0.9212098427476687,0.07749984112573749,7.749984112573749
Tesla Gigafactory Texas,EUA,mensal,XGBoost,0.06917490564499991,0.00805474849944789,0.08974825067625491,0.8899771006850095,0.1865816528129333,18.65816528129333,14.744854107940618,365.9618416080971,19.130129158165584,0.8899771005005565,0.09158120879863031,9.15812087986303
Tesla Gigafactory Texas,EUA,mensal,SazonalIngenuo,0.07558803422509701,0.009821561727242103,0.09910379269857487,0.8658435211097663,0.20603130760099195,20.603130760099194,16.111833327447894,446.23575911645594,21.124293103355104,0.8658435211097664,0.10112782205634312,10.112782205634312
Tesla Gigafactory Texas,EUA,mensal,Persistencia,0.14860047895498682,0.029639417939564813,0.17216102328798122,0.5951438215677138,0.35791325215808484,35.791325215808484,31.674671445639166,1346.6461374819992,36.69667747197284,0.5951438215677138,0.17567712449773146,17.567712449773147
Tesla Gigafactory Texas,EUA,mensal,RNN,0.1498275384348788,0.03504873916706706,0.18721308492481784,0.5212558280671452,0.38920565638080207,38.920565638080205,31.936222401202684,1592.4147322697934,39.90507151064628,0.5212558629607784,0.1910365923787214,19.10365923787214
Tesla Gigafactory Texas,EUA,mensal,LSTM,0.2263103242682121,0.071787220807346,0.26793137331664985,0.019430815557927694,0.5570145166861279,55.70145166861279,48.23877585353373,3261.601998340468,57.11043686000369,0.019430803786135264,0.27340342552912106,27.340342552912105
