tarefa,resolucao,particao,inicio_origem_planejado,fim_origem_planejado,fim_alvo_planejado,primeira_origem_observada,ultima_origem_observada,ultimo_alvo_observado,N_localidades,N_origens_total,N_origens_por_localidade_min,N_origens_por_localidade_max,N_origens_canonicas_por_localidade,seq_len,pred_len,horizontes,janelas_alvo_sobrepostas,carater_exploratorio
daily_30,diaria,ajuste,2020-01-01,2022-12-02,2022-12-31,2020-01-01T00:00:00,2022-12-02T00:00:00,2022-12-31T00:00:00,10,10670,1067,1067,1067,365,30,1/3/7/14/30,True,False
daily_30,diaria,validacao_2023,2023-01-01,2023-12-02,2023-12-31,2023-01-01T00:00:00,2023-12-02T00:00:00,2023-12-31T00:00:00,10,3360,336,336,336,365,30,1/3/7/14/30,True,False
daily_30,diaria,refit,2020-01-01,2023-12-02,2023-12-31,2020-01-01T00:00:00,2023-12-02T00:00:00,2023-12-31T00:00:00,10,14320,1432,1432,1432,365,30,1/3/7/14/30,True,False
daily_30,diaria,teste_2024,2024-01-01,2024-12-02,2024-12-31,2024-01-01T00:00:00,2024-12-02T00:00:00,2024-12-31T00:00:00,10,3370,337,337,337,365,30,1/3/7/14/30,True,False
