tarefa,epoca,fase,modelo,mse_treino_normalizado,mse_validacao_normalizado,semente
daily_30,1,selecao_epocas,LSTM,0.1647906541042274,0.0622770425251552,42
daily_30,2,selecao_epocas,LSTM,0.045101758316089424,0.037619929124438574,42
daily_30,3,selecao_epocas,LSTM,0.0350136354125708,0.03463638805207752,42
daily_30,4,selecao_epocas,LSTM,0.03316970763914811,0.03357439026000008,42
daily_30,5,selecao_epocas,LSTM,0.03204834988478644,0.0346199845889258,42
daily_30,6,selecao_epocas,LSTM,0.03157301988756422,0.03279705443079509,42
daily_30,7,selecao_epocas,LSTM,0.030330317554386175,0.028877171069856673,42
daily_30,8,selecao_epocas,LSTM,0.028335490539642058,0.02809761739912487,42
daily_30,9,selecao_epocas,LSTM,0.02741724949089187,0.02833294505164737,42
daily_30,10,selecao_epocas,LSTM,0.027354982955121166,0.027325579893021357,42
daily_30,11,selecao_epocas,LSTM,0.027577079911458795,0.027322646436237153,42
daily_30,12,selecao_epocas,LSTM,0.026919539207147458,0.027082047102943298,42
daily_30,13,selecao_epocas,LSTM,0.02677717796180331,0.027130120122243487,42
daily_30,14,selecao_epocas,LSTM,0.027004536812829993,0.02730191325384473,42
daily_30,15,selecao_epocas,LSTM,0.026646321414574466,0.02709546376788427,42
daily_30,16,selecao_epocas,LSTM,0.026419681225464293,0.026991335058969165,42
daily_30,17,selecao_epocas,LSTM,0.026306153199484445,0.027318829411552066,42
daily_30,18,selecao_epocas,LSTM,0.026234356378883317,0.026784419918817186,42
daily_30,19,selecao_epocas,LSTM,0.026275157590502318,0.026962978877718487,42
daily_30,20,selecao_epocas,LSTM,0.025960233005945552,0.026488477843148367,42
daily_30,21,selecao_epocas,LSTM,0.02579973321565145,0.02643180941778516,42
daily_30,22,selecao_epocas,LSTM,0.0258343944149729,0.026647298260340613,42
daily_30,23,selecao_epocas,LSTM,0.02573137352070243,0.026202906294474526,42
daily_30,24,selecao_epocas,LSTM,0.025590112774642473,0.026231238274347216,42
daily_30,25,selecao_epocas,LSTM,0.02571001041649152,0.025981851532345727,42
daily_30,26,selecao_epocas,LSTM,0.025636792746429257,0.026182193131673904,42
daily_30,27,selecao_epocas,LSTM,0.025573435837739855,0.02621090801935347,42
daily_30,28,selecao_epocas,LSTM,0.02553736253169338,0.025930053374123952,42
daily_30,29,selecao_epocas,LSTM,0.025350843596899743,0.026385702046137008,42
daily_30,30,selecao_epocas,LSTM,0.025444117729615807,0.0255846415247236,42
