ajuste,localidade,localidade_id,fim_exclusivo,N_observacoes,minimo_treino_wm2,maximo_treino_wm2,amplitude_real_wm2,amplitude_escala_wm2
ajuste_para_validacao,BYD Camacari,0,2023-01-01T00:00:00,1461,27.91666603088379,348.125,320.2083339691162,320.2083339691162
ajuste_para_validacao,Tesla Gigafactory Nevada,1,2023-01-01T00:00:00,1461,7.916666507720947,394.4166564941406,386.4999899864197,386.4999899864197
ajuste_para_validacao,Tesla Gigafactory Texas,2,2023-01-01T00:00:00,1461,12.25,367.1666564941406,354.9166564941406,354.9166564941406
ajuste_para_validacao,Hyundai Metaplant Georgia,3,2023-01-01T00:00:00,1461,8.75,361.0833435058594,352.3333435058594,352.3333435058594
ajuste_para_validacao,Rivian Normal,4,2023-01-01T00:00:00,1461,8.75,375.4166564941406,366.6666564941406,366.6666564941406
ajuste_para_validacao,Tesla Fremont Factory,5,2023-01-01T00:00:00,1461,12.166666984558105,376.3333435058594,364.16667652130127,364.16667652130127
ajuste_para_validacao,Lucid AMP 1 Casa Grande,6,2023-01-01T00:00:00,1461,8.666666984558105,386.2083435058594,377.54167652130127,377.54167652130127
ajuste_para_validacao,GM Factory Zero,7,2023-01-01T00:00:00,1461,3.4166667461395264,376.9166564941406,373.4999897480011,373.4999897480011
ajuste_para_validacao,Ford Rouge Electric Vehicle Center,8,2023-01-01T00:00:00,1461,3.4166667461395264,374.4583435058594,371.04167675971985,371.04167675971985
ajuste_para_validacao,BMW San Luis Potosi,9,2023-01-01T00:00:00,1461,27.54166603088379,377.0,349.4583339691162,349.4583339691162
refit_para_teste,BYD Camacari,0,2024-01-01T00:00:00,1826,27.91666603088379,348.125,320.2083339691162,320.2083339691162
refit_para_teste,Tesla Gigafactory Nevada,1,2024-01-01T00:00:00,1826,7.916666507720947,394.4166564941406,386.4999899864197,386.4999899864197
refit_para_teste,Tesla Gigafactory Texas,2,2024-01-01T00:00:00,1826,12.25,367.1666564941406,354.9166564941406,354.9166564941406
refit_para_teste,Hyundai Metaplant Georgia,3,2024-01-01T00:00:00,1826,8.75,361.0833435058594,352.3333435058594,352.3333435058594
refit_para_teste,Rivian Normal,4,2024-01-01T00:00:00,1826,8.75,375.4166564941406,366.6666564941406,366.6666564941406
refit_para_teste,Tesla Fremont Factory,5,2024-01-01T00:00:00,1826,12.166666984558105,376.3333435058594,364.16667652130127,364.16667652130127
refit_para_teste,Lucid AMP 1 Casa Grande,6,2024-01-01T00:00:00,1826,8.666666984558105,386.2083435058594,377.54167652130127,377.54167652130127
refit_para_teste,GM Factory Zero,7,2024-01-01T00:00:00,1826,3.4166667461395264,376.9166564941406,373.4999897480011,373.4999897480011
refit_para_teste,Ford Rouge Electric Vehicle Center,8,2024-01-01T00:00:00,1826,3.4166667461395264,374.4583435058594,371.04167675971985,371.04167675971985
refit_para_teste,BMW San Luis Potosi,9,2024-01-01T00:00:00,1826,27.54166603088379,377.0,349.4583339691162,349.4583339691162
