tarefa,resolucao,tipo_horizonte,horizonte,localidade,metrica,valor_timesnet,valor_dilatedrnn,diferenca_timesnet_menos_dilatedrnn,melhor_timesnet,unidade_pareamento
daily_30,diaria,cumulativo,1,BMW San Luis Potosi,MAE_wm2,40.327823057095976,38.169528947028944,2.1582941100670325,False,localidade
daily_30,diaria,cumulativo,1,BYD Camacari,MAE_wm2,42.985670574082015,43.187992284048335,-0.20232170996631993,True,localidade
daily_30,diaria,cumulativo,1,Ford Rouge Electric Vehicle Center,MAE_wm2,51.66859438162765,51.541327698805404,0.1272666828222455,False,localidade
daily_30,diaria,cumulativo,1,GM Factory Zero,MAE_wm2,52.831534644536674,52.47166144688114,0.3598731976555314,False,localidade
daily_30,diaria,cumulativo,1,Hyundai Metaplant Georgia,MAE_wm2,52.97024241842691,52.40624457018287,0.5639978482440426,False,localidade
daily_30,diaria,cumulativo,1,Lucid AMP 1 Casa Grande,MAE_wm2,27.23387097557435,27.536501830792208,-0.30263085521785626,True,localidade
daily_30,diaria,cumulativo,1,Rivian Normal,MAE_wm2,52.59974638246247,53.090704492182994,-0.49095810972052334,True,localidade
daily_30,diaria,cumulativo,1,Tesla Fremont Factory,MAE_wm2,27.830661932976977,30.035482051215553,-2.204820118238576,True,localidade
daily_30,diaria,cumulativo,1,Tesla Gigafactory Nevada,MAE_wm2,33.53593345721718,34.98962470436307,-1.4536912471458834,True,localidade
daily_30,diaria,cumulativo,1,Tesla Gigafactory Texas,MAE_wm2,49.99799259859156,49.29503270230545,0.7029598962861101,False,localidade
daily_30,diaria,cumulativo,3,BMW San Luis Potosi,MAE_wm2,41.050413376258746,38.76952591725339,2.2808874590053563,False,localidade
daily_30,diaria,cumulativo,3,BYD Camacari,MAE_wm2,43.462836730204714,43.996630671010614,-0.5337939408059,True,localidade
daily_30,diaria,cumulativo,3,Ford Rouge Electric Vehicle Center,MAE_wm2,52.008844397285145,51.89344056902966,0.1154038282554879,False,localidade
daily_30,diaria,cumulativo,3,GM Factory Zero,MAE_wm2,53.28167778213204,52.82833478755317,0.4533429945788754,False,localidade
daily_30,diaria,cumulativo,3,Hyundai Metaplant Georgia,MAE_wm2,53.431421702590015,53.0932970063629,0.33812469622711205,False,localidade
daily_30,diaria,cumulativo,3,Lucid AMP 1 Casa Grande,MAE_wm2,27.405828542394303,28.034145956175454,-0.6283174137811507,True,localidade
daily_30,diaria,cumulativo,3,Rivian Normal,MAE_wm2,52.75379169367833,53.16131077699177,-0.40751908331343856,True,localidade
daily_30,diaria,cumulativo,3,Tesla Fremont Factory,MAE_wm2,28.34783972164411,30.775425104290058,-2.4275853826459475,True,localidade
daily_30,diaria,cumulativo,3,Tesla Gigafactory Nevada,MAE_wm2,34.094200652904874,35.22003143878361,-1.1258307858787333,True,localidade
daily_30,diaria,cumulativo,3,Tesla Gigafactory Texas,MAE_wm2,50.49350024369608,50.276416649485576,0.21708359421050716,False,localidade
daily_30,diaria,cumulativo,7,BMW San Luis Potosi,MAE_wm2,41.58160588759769,39.10516291483387,2.47644297276382,False,localidade
daily_30,diaria,cumulativo,7,BYD Camacari,MAE_wm2,43.692511866527205,44.246745022668556,-0.5542331561413505,True,localidade
daily_30,diaria,cumulativo,7,Ford Rouge Electric Vehicle Center,MAE_wm2,52.10341010638026,52.21128717291279,-0.10787706653253082,True,localidade
daily_30,diaria,cumulativo,7,GM Factory Zero,MAE_wm2,53.5063525898107,53.048520912538365,0.4578316772723383,False,localidade
daily_30,diaria,cumulativo,7,Hyundai Metaplant Georgia,MAE_wm2,53.79696806866501,53.3098750303039,0.4870930383611096,False,localidade
daily_30,diaria,cumulativo,7,Lucid AMP 1 Casa Grande,MAE_wm2,27.703450582756155,28.275341551237453,-0.5718909684812985,True,localidade
daily_30,diaria,cumulativo,7,Rivian Normal,MAE_wm2,52.87375176770455,53.23015718861857,-0.3564054209140224,True,localidade
daily_30,diaria,cumulativo,7,Tesla Fremont Factory,MAE_wm2,28.6284718542495,30.905814130100097,-2.2773422758505966,True,localidade
daily_30,diaria,cumulativo,7,Tesla Gigafactory Nevada,MAE_wm2,34.362406941973084,35.552327685187244,-1.1899207432141594,True,localidade
daily_30,diaria,cumulativo,7,Tesla Gigafactory Texas,MAE_wm2,51.2354604120944,50.87397083820661,0.3614895738877877,False,localidade
daily_30,diaria,cumulativo,14,BMW San Luis Potosi,MAE_wm2,41.75108696217577,39.21936313895083,2.5317238232249366,False,localidade
daily_30,diaria,cumulativo,14,BYD Camacari,MAE_wm2,43.37846820669497,43.98003418820008,-0.6015659815051109,True,localidade
daily_30,diaria,cumulativo,14,Ford Rouge Electric Vehicle Center,MAE_wm2,52.2344965455601,52.23472587839137,-0.0002293328312745757,True,localidade
daily_30,diaria,cumulativo,14,GM Factory Zero,MAE_wm2,53.69758678552348,53.15829735646469,0.5392894290587833,False,localidade
daily_30,diaria,cumulativo,14,Hyundai Metaplant Georgia,MAE_wm2,54.105618898862275,53.71319275980637,0.39242613905590673,False,localidade
daily_30,diaria,cumulativo,14,Lucid AMP 1 Casa Grande,MAE_wm2,27.566138171917817,28.074488476366845,-0.5083503044490278,True,localidade
daily_30,diaria,cumulativo,14,Rivian Normal,MAE_wm2,53.08935408103915,53.27623725912177,-0.1868831780826241,True,localidade
daily_30,diaria,cumulativo,14,Tesla Fremont Factory,MAE_wm2,28.809706701745025,30.565294827826474,-1.7555881260814488,True,localidade
daily_30,diaria,cumulativo,14,Tesla Gigafactory Nevada,MAE_wm2,34.55705536601018,35.61564395069037,-1.0585885846801872,True,localidade
daily_30,diaria,cumulativo,14,Tesla Gigafactory Texas,MAE_wm2,51.684502347735176,51.23347898000427,0.45102336773090457,False,localidade
daily_30,diaria,cumulativo,30,BMW San Luis Potosi,MAE_wm2,41.927934476130666,39.55780588062586,2.3701285955048093,False,localidade
daily_30,diaria,cumulativo,30,BYD Camacari,MAE_wm2,42.744495930667135,43.410290926433895,-0.6657949957667597,True,localidade
daily_30,diaria,cumulativo,30,Ford Rouge Electric Vehicle Center,MAE_wm2,52.171334798826216,52.04405911351577,0.12727568531044398,False,localidade
daily_30,diaria,cumulativo,30,GM Factory Zero,MAE_wm2,53.71052588224108,52.993240331265255,0.7172855509758236,False,localidade
daily_30,diaria,cumulativo,30,Hyundai Metaplant Georgia,MAE_wm2,53.969543198133486,53.51047451505464,0.4590686830788471,False,localidade
daily_30,diaria,cumulativo,30,Lucid AMP 1 Casa Grande,MAE_wm2,27.44627877767511,27.704316530458406,-0.2580377527832951,True,localidade
daily_30,diaria,cumulativo,30,Rivian Normal,MAE_wm2,52.987527859958114,52.93051011782463,0.057017742133481875,False,localidade
daily_30,diaria,cumulativo,30,Tesla Fremont Factory,MAE_wm2,29.092926953755466,30.118217724420646,-1.0252907706651797,True,localidade
daily_30,diaria,cumulativo,30,Tesla Gigafactory Nevada,MAE_wm2,35.10254252792552,35.22748604133311,-0.12494351340758669,True,localidade
daily_30,diaria,cumulativo,30,Tesla Gigafactory Texas,MAE_wm2,51.62658494405745,51.0236544786869,0.6029304653705481,False,localidade
daily_30,diaria,lead_exato,1,BMW San Luis Potosi,MAE_wm2,40.327823057095976,38.169528947028944,2.1582941100670325,False,localidade
daily_30,diaria,lead_exato,1,BYD Camacari,MAE_wm2,42.985670574082015,43.187992284048335,-0.20232170996631993,True,localidade
daily_30,diaria,lead_exato,1,Ford Rouge Electric Vehicle Center,MAE_wm2,51.66859438162765,51.541327698805404,0.1272666828222455,False,localidade
daily_30,diaria,lead_exato,1,GM Factory Zero,MAE_wm2,52.831534644536674,52.47166144688114,0.3598731976555314,False,localidade
daily_30,diaria,lead_exato,1,Hyundai Metaplant Georgia,MAE_wm2,52.97024241842691,52.40624457018287,0.5639978482440426,False,localidade
daily_30,diaria,lead_exato,1,Lucid AMP 1 Casa Grande,MAE_wm2,27.23387097557435,27.536501830792208,-0.30263085521785626,True,localidade
daily_30,diaria,lead_exato,1,Rivian Normal,MAE_wm2,52.59974638246247,53.090704492182994,-0.49095810972052334,True,localidade
daily_30,diaria,lead_exato,1,Tesla Fremont Factory,MAE_wm2,27.830661932976977,30.035482051215553,-2.204820118238576,True,localidade
daily_30,diaria,lead_exato,1,Tesla Gigafactory Nevada,MAE_wm2,33.53593345721718,34.98962470436307,-1.4536912471458834,True,localidade
daily_30,diaria,lead_exato,1,Tesla Gigafactory Texas,MAE_wm2,49.99799259859156,49.29503270230545,0.7029598962861101,False,localidade
daily_30,diaria,lead_exato,3,BMW San Luis Potosi,MAE_wm2,41.506336724153954,39.31778240880737,2.188554315346586,False,localidade
daily_30,diaria,lead_exato,3,BYD Camacari,MAE_wm2,43.89545490313517,44.449777781582654,-0.5543228784474863,True,localidade
daily_30,diaria,lead_exato,3,Ford Rouge Electric Vehicle Center,MAE_wm2,52.25381183923875,52.15816470472001,0.0956471345187424,False,localidade
daily_30,diaria,lead_exato,3,GM Factory Zero,MAE_wm2,53.54204814087951,53.02197672666468,0.5200714142148257,False,localidade
daily_30,diaria,lead_exato,3,Hyundai Metaplant Georgia,MAE_wm2,53.62751410474643,53.41263510964281,0.21487899510362496,False,localidade
daily_30,diaria,lead_exato,3,Lucid AMP 1 Casa Grande,MAE_wm2,27.52553445202233,28.56257999385706,-1.037045541834729,True,localidade
daily_30,diaria,lead_exato,3,Rivian Normal,MAE_wm2,52.77909859518354,52.89190781844499,-0.1128092232614506,True,localidade
daily_30,diaria,lead_exato,3,Tesla Fremont Factory,MAE_wm2,28.716438412298594,31.24625150610252,-2.529813093803927,True,localidade
daily_30,diaria,lead_exato,3,Tesla Gigafactory Nevada,MAE_wm2,34.38943313699244,35.48504603949527,-1.095612902502836,True,localidade
daily_30,diaria,lead_exato,3,Tesla Gigafactory Texas,MAE_wm2,50.78000804355266,50.90403129715976,-0.1240232536070991,True,localidade
