tarefa,resolucao,particao,modelo,tipo_horizonte,horizonte,N_sementes,MAE_wm2_media,MAE_wm2_desvio_padrao,MAE_wm2_minimo,MAE_wm2_maximo,RMSE_wm2_media,RMSE_wm2_desvio_padrao,RMSE_wm2_minimo,RMSE_wm2_maximo,nRMSE_media,nRMSE_desvio_padrao,nRMSE_minimo,nRMSE_maximo,R2_media,R2_desvio_padrao,R2_minimo,R2_maximo
daily_30,diaria,teste_2024,DilatedRNN,cumulativo,1,5,43.5074056390569,0.6750403275329361,42.67313741776338,44.46533008636445,54.269872717097584,0.3472842569721276,53.79766550482411,54.71028130764451,0.2616587498418149,0.0016468623065667041,0.2595018011945348,0.2638668898574751,0.5524055638939872,0.006048579929603033,0.5450946781875645,0.5609880979310566
daily_30,diaria,teste_2024,DilatedRNN,cumulativo,3,5,44.01820349066545,0.6172711251491522,43.30584290485255,44.739892975579494,54.92445702689302,0.2901594623035508,54.50291342770695,55.261310354626914,0.26462822817396653,0.0013791305078476005,0.2626696718485212,0.26633967753875226,0.5400324828411377,0.004629887591219486,0.5347466798547914,0.5472211621560614
daily_30,diaria,teste_2024,DilatedRNN,cumulativo,7,5,44.29053342734268,0.5660740059001808,43.53557194775999,44.83278193608417,55.250577687210026,0.25844699402796284,54.844577660185465,55.474340995436684,0.2659497860689918,0.0012252216250891875,0.26406280453594155,0.2671268900010585,0.5332746431948163,0.004273989830865471,0.5302714591001233,0.5405940990122057
daily_30,diaria,teste_2024,DilatedRNN,cumulativo,14,5,44.33199055501706,0.5961090618747708,43.634938267305515,45.045059536156415,55.34165506270769,0.3134338222757178,54.86390660180349,55.60290292787698,0.2662558346066991,0.0014861658054153239,0.26400746271883424,0.26755615470712835,0.530936860064038,0.005240489292732005,0.5274374285359722,0.5397350021391971
daily_30,diaria,teste_2024,DilatedRNN,cumulativo,30,5,44.099824579627565,0.6003357385160015,43.490540364301175,44.91261111949244,55.20543726141922,0.36127854633869655,54.64189054450924,55.5786178785295,0.2657347732801657,0.001684667419805489,0.26311222565647985,0.26746932411146135,0.5341763992901385,0.006205877183927856,0.5285886854327856,0.5444958495938133
daily_30,diaria,teste_2024,DilatedRNN,lead_exato,1,5,43.5074056390569,0.6750403275329361,42.67313741776338,44.46533008636445,54.269872717097584,0.3472842569721276,53.79766550482411,54.71028130764451,0.2616587498418149,0.0016468623065667041,0.2595018011945348,0.2638668898574751,0.5524055638939872,0.006048579929603033,0.5450946781875645,0.5609880979310566
daily_30,diaria,teste_2024,DilatedRNN,lead_exato,3,5,44.34599203610758,0.7034187447540285,43.35481176952823,45.06932051662456,55.33187624777901,0.2868585852230199,54.906506399781755,55.6215767394364,0.2664438511978612,0.0013414622434299096,0.264482698295406,0.26786369380064745,0.5314140699736921,0.004648273489738221,0.5262326372754378,0.5385371214756428
daily_30,diaria,teste_2024,DilatedRNN,lead_exato,7,5,44.717173657170505,0.5292069733079834,44.12684568888337,45.473024737125854,55.524754710614175,0.25081391775087836,55.120677009826544,55.70634158599321,0.26707180714947254,0.0011699023430296425,0.2651610604421956,0.2679851701758668,0.5288502881408699,0.005022566357694179,0.5245218664063638,0.5371486157997024
daily_30,diaria,teste_2024,DilatedRNN,lead_exato,14,5,44.53290509555915,1.1311209603059489,43.192854967299674,45.779458214345084,55.48820876852553,0.48481056939450684,54.75210609615215,55.927257366225184,0.2667989678150615,0.0023036898545282405,0.26327270946765047,0.268952852206793,0.5265802553740377,0.008341598137672494,0.5191377708478098,0.5397268013648795
daily_30,diaria,teste_2024,DilatedRNN,lead_exato,30,5,43.37121838010778,0.8367660019672538,42.570985945168324,44.37757511195992,54.94319005418246,0.5239773675195663,54.264215130172374,55.72586837838103,0.2644963373161297,0.002284984079755275,0.2615615337417773,0.2679250202659405,0.5413944798498285,0.009420507194104517,0.5279763542855099,0.5544325384053568
daily_30,diaria,teste_2024,LSTM,cumulativo,1,5,42.313470954035736,0.5525468096750701,41.77162623030587,43.0839330141103,53.92213095542077,0.385971065271744,53.34774208195004,54.34438151826813,0.2600517785031872,0.0016681680657829195,0.2576231063677309,0.2619930123680677,0.5611722212078712,0.006185968246280668,0.5539954289619939,0.5710073509719686
daily_30,diaria,teste_2024,LSTM,cumulativo,3,5,43.44751285844127,0.48307338732223676,42.758431557226686,43.99431593878848,55.09317710442831,0.36144247460905116,54.700604479945945,55.649687317608176,0.26538623372828185,0.0015455122758628067,0.26377357289997233,0.26775081269907036,0.5397332147498539,0.004866731866518527,0.5328120429479293,0.5456385946248303
