data,ghi,ghi_quantizado,ghi_normalizado,ghi_t-1,ghi_t-2,ghi_t-3,ghi_t-6,ghi_media_movel_3m,ghi_media_movel_6m,ghi_media_movel_12m,data_alvo,ghi_alvo,ghi_alvo_quantizado,ghi_alvo_original
2019-12-31,76.71505376344085,0,0.0,0.0,0.18110236220472442,0.4409448818897638,0.9606299212598425,0.20734908136482944,0.5065616797900262,0.49868766404199477,2020-01-31,0.08661417322834646,11.0,100.01881720430109
2020-01-31,100.01881720430109,11,0.08661417322834646,0.08661417322834646,0.0,0.18110236220472442,0.8346456692913385,0.089238845144357,0.3608923884514435,0.5006561679790026,2020-02-29,0.36220472440944884,46.0,178.47557471264366
2020-02-29,178.47557471264366,46,0.36220472440944884,0.36220472440944884,0.08661417322834646,0.0,0.6220472440944882,0.14960629921259846,0.28215223097112857,0.517716535433071,2020-03-31,0.3464566929133858,44.0,172.78225806451613
2020-03-31,172.78225806451613,44,0.3464566929133858,0.3464566929133858,0.36220472440944884,0.08661417322834646,0.4409448818897638,0.26509186351706043,0.23622047244094488,0.5150918635170604,2020-04-30,0.6062992125984252,77.0,245.27638888888887
2020-04-30,245.27638888888887,77,0.6062992125984252,0.6062992125984252,0.3464566929133858,0.36220472440944884,0.18110236220472442,0.43832020997375337,0.26377952755905515,0.5118110236220472,2020-05-31,0.8267716535433071,105.0,306.70026881720435
2020-05-31,306.70026881720435,105,0.8267716535433071,0.8267716535433071,0.6062992125984252,0.3464566929133858,0.0,0.5931758530183727,0.37139107611548555,0.520997375328084,2020-06-30,0.984251968503937,125.0,351.67083333333335
2020-06-30,351.67083333333335,125,0.984251968503937,0.984251968503937,0.8267716535433071,0.6062992125984252,0.08661417322834646,0.8057742782152232,0.5354330708661418,0.520997375328084,2020-07-31,0.984251968503937,125.0,350.3857526881721
2020-07-31,350.3857526881721,125,0.984251968503937,0.984251968503937,0.984251968503937,0.8267716535433071,0.36220472440944884,0.9317585301837271,0.6850393700787402,0.5229658792650919,2020-08-31,0.7322834645669292,93.0,281.57526881720435
2020-08-31,281.57526881720435,93,0.7322834645669292,0.7322834645669292,0.984251968503937,0.984251968503937,0.3464566929133858,0.9002624671916012,0.7467191601049868,0.5144356955380578,2020-09-30,0.5433070866141733,69.0,228.98611111111111
2020-09-30,228.98611111111111,69,0.5433070866141733,0.5433070866141733,0.7322834645669292,0.984251968503937,0.6062992125984252,0.7532808398950133,0.7795275590551181,0.5078740157480315,2020-10-31,0.3937007874015748,50.0,187.54704301075267
2020-10-31,187.54704301075267,50,0.3937007874015748,0.3937007874015748,0.5433070866141733,0.7322834645669292,0.8267716535433071,0.5564304461942259,0.7440944881889764,0.5039370078740159,2020-11-30,0.1889763779527559,24.0,129.6902777777778
2020-11-30,129.6902777777778,24,0.1889763779527559,0.1889763779527559,0.3937007874015748,0.5433070866141733,0.984251968503937,0.3753280839895014,0.6377952755905513,0.5045931758530183,2020-12-31,0.10236220472440945,13.0,104.53897849462366
2020-12-31,104.53897849462366,13,0.10236220472440945,0.10236220472440945,0.1889763779527559,0.3937007874015748,0.984251968503937,0.22834645669291342,0.4908136482939633,0.5131233595800525,2021-01-31,0.08661417322834646,11.0,101.9274193548387
2021-01-31,101.9274193548387,11,0.08661417322834646,0.08661417322834646,0.10236220472440945,0.1889763779527559,0.7322834645669292,0.12598425196850396,0.3412073490813649,0.5131233595800525,2021-02-28,0.2992125984251969,38.0,160.26190476190476
2021-02-28,160.26190476190476,38,0.2992125984251969,0.2992125984251969,0.08661417322834646,0.10236220472440945,0.5433070866141733,0.16272965879265097,0.2690288713910762,0.5078740157480315,2021-03-31,0.48031496062992124,61.0,211.6491935483871
2021-03-31,211.6491935483871,61,0.48031496062992124,0.48031496062992124,0.2992125984251969,0.08661417322834646,0.3937007874015748,0.2887139107611549,0.2585301837270341,0.5190288713910761,2021-04-30,0.7480314960629921,95.0,285.9777777777778
2021-04-30,285.9777777777778,95,0.7480314960629921,0.7480314960629921,0.48031496062992124,0.2992125984251969,0.1889763779527559,0.5091863517060368,0.31758530183727035,0.5308398950131233,2021-05-31,0.937007874015748,119.0,338.9126344086021
2021-05-31,338.9126344086021,119,0.937007874015748,0.937007874015748,0.7480314960629921,0.48031496062992124,0.10236220472440945,0.7217847769028872,0.442257217847769,0.5400262467191602,2021-06-30,1.0,127.0,355.69305555555553
2021-06-30,355.69305555555553,127,1.0,1.0,0.937007874015748,0.7480314960629921,0.08661417322834646,0.89501312335958,0.5918635170603674,0.5413385826771654,2021-07-31,0.9212598425196851,117.0,334.4260752688172
2021-07-31,334.4260752688172,117,0.9212598425196851,0.9212598425196851,1.0,0.937007874015748,0.2992125984251969,0.9527559055118111,0.7309711286089239,0.5360892388451444,2021-08-31,0.7952755905511811,101.0,299.4287634408602
2021-08-31,299.4287634408602,101,0.7952755905511811,0.7952755905511811,0.9212598425196851,1.0,0.48031496062992124,0.9055118110236221,0.8136482939632547,0.5413385826771654,2021-09-30,0.6456692913385826,82.0,256.7708333333333
2021-09-30,256.7708333333333,82,0.6456692913385826,0.6456692913385826,0.7952755905511811,0.9212598425196851,0.7480314960629921,0.7874015748031497,0.8412073490813649,0.5498687664041995,2021-10-31,0.3464566929133858,44.0,172.78763440860214
2021-10-31,172.78763440860214,44,0.3464566929133858,0.3464566929133858,0.6456692913385826,0.7952755905511811,0.937007874015748,0.5958005249343832,0.774278215223097,0.5459317585301837,2021-11-30,0.1889763779527559,24.0,129.57361111111112
2021-11-30,129.57361111111112,24,0.1889763779527559,0.1889763779527559,0.3464566929133858,0.6456692913385826,1.0,0.3937007874015748,0.6496062992125984,0.5459317585301837,2021-12-31,0.015748031496062992,2.0,81.6505376344086
2021-12-31,81.6505376344086,2,0.015748031496062992,0.015748031496062992,0.1889763779527559,0.3464566929133858,0.9212598425196851,0.18372703412073496,0.48556430446194226,0.5387139107611548,2022-01-31,0.14173228346456693,18.0,116.9986559139785
2022-01-31,116.9986559139785,18,0.14173228346456693,0.14173228346456693,0.015748031496062992,0.1889763779527559,0.7952755905511811,0.11548556430446198,0.3556430446194226,0.5433070866141733,2022-02-28,0.36220472440944884,46.0,177.8422619047619
2022-02-28,177.8422619047619,46,0.36220472440944884,0.36220472440944884,0.14173228346456693,0.015748031496062992,0.6456692913385826,0.17322834645669297,0.28346456692913385,0.5485564304461942,2022-03-31,0.5039370078740157,64.0,217.8534946236559
2022-03-31,217.8534946236559,64,0.5039370078740157,0.5039370078740157,0.36220472440944884,0.14173228346456693,0.3464566929133858,0.3359580052493439,0.25984251968503935,0.550524934383202,2022-04-30,0.7322834645669292,93.0,281.6847222222222
2022-04-30,281.6847222222222,93,0.7322834645669292,0.7322834645669292,0.5039370078740157,0.36220472440944884,0.1889763779527559,0.5328083989501313,0.3241469816272966,0.5492125984251969,2022-05-31,0.9212598425196851,117.0,333.61155913978496
2022-05-31,333.61155913978496,117,0.9212598425196851,0.9212598425196851,0.7322834645669292,0.5039370078740157,0.015748031496062992,0.7191601049868767,0.4461942257217848,0.5479002624671917,2022-06-30,0.9448818897637795,120.0,340.3986111111111
2022-06-30,340.3986111111111,120,0.9448818897637795,0.9448818897637795,0.9212598425196851,0.7322834645669292,0.14173228346456693,0.8661417322834647,0.6010498687664042,0.5433070866141733,2022-07-31,0.9133858267716536,116.0,330.866935483871
2022-07-31,330.866935483871,116,0.9133858267716536,0.9133858267716536,0.9448818897637795,0.9212598425196851,0.36220472440944884,0.9265091863517062,0.7296587926509187,0.5426509186351707,2022-08-31,0.8346456692913385,106.0,309.81720430107526
2022-08-31,309.81720430107526,106,0.8346456692913385,0.8346456692913385,0.9133858267716536,0.9448818897637795,0.5039370078740157,0.8976377952755906,0.8083989501312335,0.5459317585301837,2022-09-30,0.6062992125984252,77.0,244.9875
2022-09-30,244.9875,77,0.6062992125984252,0.6062992125984252,0.8346456692913385,0.9133858267716536,0.7322834645669292,0.7847769028871392,0.8254593175853019,0.5426509186351706,2022-10-31,0.3858267716535433,49.0,183.44220430107526
2022-10-31,183.44220430107526,49,0.3858267716535433,0.3858267716535433,0.6062992125984252,0.8346456692913385,0.9212598425196851,0.6089238845144357,0.7677165354330708,0.5459317585301837,2022-11-30,0.2047244094488189,26.0,133.41111111111113
