data,ghi,ghi_quantizado,ghi_normalizado,ghi_t-1,ghi_t-2,ghi_t-3,ghi_t-7,ghi_media_movel_3d,ghi_media_movel_7d,ghi_media_movel_30d,data_alvo,ghi_alvo,ghi_alvo_quantizado,ghi_alvo_original
2019-01-31,100.04166666666669,32,0.25196850393700787,0.4015748031496063,0.36220472440944884,0.16535433070866143,0.15748031496062992,0.30971128608923887,0.2755905511811024,0.189501312335958,2019-02-01,0.3543307086614173,45.0,138.70833333333334
2019-02-01,138.70833333333334,45,0.3543307086614173,0.25196850393700787,0.4015748031496063,0.36220472440944884,0.25984251968503935,0.33858267716535434,0.2890888638920135,0.19658792650918636,2019-02-02,0.28346456692913385,36.0,113.625
2019-02-02,113.625,36,0.28346456692913385,0.3543307086614173,0.25196850393700787,0.4015748031496063,0.25984251968503935,0.3359580052493438,0.3025871766029246,0.2073490813648294,2019-02-03,0.16535433070866143,21.0,68.375
2019-02-03,68.375,21,0.16535433070866143,0.28346456692913385,0.3543307086614173,0.25196850393700787,0.3228346456692913,0.29658792650918636,0.30596175478065246,0.20734908136482938,2019-02-04,0.10236220472440945,13.0,45.29166666666666
2019-02-04,45.29166666666666,13,0.10236220472440945,0.16535433070866143,0.28346456692913385,0.3543307086614173,0.16535433070866143,0.2677165354330709,0.2834645669291339,0.20446194225721787,2019-02-05,0.08661417322834646,11.0,39.833333333333336
2019-02-05,39.833333333333336,11,0.08661417322834646,0.10236220472440945,0.16535433070866143,0.28346456692913385,0.36220472440944884,0.1837270341207349,0.2744656917885264,0.19868766404199475,2019-02-06,0.06299212598425197,8.0,32.208333333333336
2019-02-06,32.208333333333336,8,0.06299212598425197,0.08661417322834646,0.10236220472440945,0.16535433070866143,0.4015748031496063,0.11811023622047245,0.23509561304836896,0.1968503937007874,2019-02-07,0.031496062992125984,4.0,19.95833333333333
2019-02-07,19.95833333333333,4,0.031496062992125984,0.06299212598425197,0.08661417322834646,0.10236220472440945,0.25196850393700787,0.08398950131233596,0.18672665916760406,0.19763779527559056,2019-02-08,0.4094488188976378,52.0,159.875
2019-02-08,159.875,52,0.4094488188976378,0.031496062992125984,0.06299212598425197,0.08661417322834646,0.3543307086614173,0.060367454068241476,0.15523059617547807,0.1889763779527559,2019-02-09,0.4251968503937008,54.0,165.5
2019-02-09,165.5,54,0.4251968503937008,0.4094488188976378,0.031496062992125984,0.06299212598425197,0.28346456692913385,0.1679790026246719,0.16310461192350956,0.19265091863517061,2019-02-10,0.05511811023622047,7.0,28.33333333333333
