data,ghi,ghi_quantizado,ghi_normalizado,ghi_t-1,ghi_t-2,ghi_t-3,ghi_t-4,ghi_t-5,ghi_t-6,ghi_t-7,ghi_t-8,ghi_t-9,ghi_t-10,ghi_t-11,ghi_t-12,ghi_media_movel_3m,ghi_media_movel_6m,ghi_media_movel_12m,data_alvo,ghi_alvo,ghi_alvo_quantizado,ghi_alvo_original,mes_alvo_sin,mes_alvo_cos
2019-12-31,76.71505376344085,0,0.0,0.0,0.18136217559323117,0.4390304537378736,0.6227400671517856,0.8380675818628189,0.9637567613098822,0.9879719707862271,0.7199569473126519,0.6488920694116985,0.3783683693152281,0.15536877376583205,0.0635672735979973,0.20679754311036824,0.5074928399425985,0.49992353698710223,2020-01-31,0.08353262010323467,11.0,100.01881720430109,0.0,1.0
2020-01-31,100.01881720430109,11,0.08353262010323467,0.08353262010323467,0.0,0.18136217559323117,0.4390304537378736,0.6227400671517856,0.8380675818628189,0.9637567613098822,0.9879719707862271,0.7199569473126519,0.6488920694116985,0.3783683693152281,0.15536877376583205,0.08829826523215528,0.36078881640815735,0.5015873158625387,2020-02-29,0.3647618102341683,46.0,178.47557471264366,0.49999999999999994,0.8660254037844387
2020-02-29,178.47557471264366,46,0.3647618102341683,0.3647618102341683,0.08353262010323467,0.0,0.18136217559323117,0.4390304537378736,0.6227400671517856,0.8380675818628189,0.9637567613098822,0.9879719707862271,0.7199569473126519,0.6488920694116985,0.3783683693152281,0.14943147677913435,0.28190452113671555,0.5190367355682334,2020-03-31,0.3443540482903789,44.0,172.78225806451613,0.8660254037844386,0.5000000000000001
2020-03-31,172.78225806451613,44,0.3443540482903789,0.3443540482903789,0.3647618102341683,0.08353262010323467,0.0,0.18136217559323117,0.4390304537378736,0.6227400671517856,0.8380675818628189,0.9637567613098822,0.9879719707862271,0.7199569473126519,0.6488920694116985,0.264216159542594,0.2355068513264811,0.5162022088161625,2020-04-30,0.6042101314176536,77.0,245.27638888888887,1.0,6.123233995736766e-17
2020-04-30,245.27638888888887,77,0.6042101314176536,0.6042101314176536,0.3443540482903789,0.3647618102341683,0.08353262010323467,0.0,0.18136217559323117,0.4390304537378736,0.6227400671517856,0.8380675818628189,0.9637567613098822,0.9879719707862271,0.7199569473126519,0.4377753299807336,0.26303679760644444,0.5124787139833256,2020-05-31,0.8243847671729364,105.0,306.70026881720435,0.8660254037844387,-0.4999999999999998
2020-05-31,306.70026881720435,105,0.8243847671729364,0.8243847671729364,0.6042101314176536,0.3443540482903789,0.3647618102341683,0.08353262010323467,0.0,0.18136217559323117,0.4390304537378736,0.6227400671517856,0.8380675818628189,0.9637567613098822,0.9879719707862271,0.5909829822936562,0.37020722953639534,0.5211810323050159,2020-06-30,0.9855822961079942,125.0,351.67083333333335,0.49999999999999994,-0.8660254037844387
2020-06-30,351.67083333333335,125,0.9855822961079942,0.9855822961079942,0.8243847671729364,0.6042101314176536,0.3443540482903789,0.3647618102341683,0.08353262010323467,0.0,0.18136217559323117,0.4390304537378736,0.6227400671517856,0.8380675818628189,0.9637567613098822,0.8047257315661946,0.5344709455543943,0.5209818927484965,2020-07-31,0.9809759090921503,125.0,350.3857526881721,1.2246467991473532e-16,-1.0
2020-07-31,350.3857526881721,125,0.9809759090921503,0.9809759090921503,0.9855822961079942,0.8243847671729364,0.6042101314176536,0.3443540482903789,0.3647618102341683,0.08353262010323467,0.0,0.18136217559323117,0.4390304537378736,0.6227400671517856,0.8380675818628189,0.9303143241243603,0.684044827052547,0.5224168217303522,2020-08-31,0.734323902737029,93.0,281.57526881720435,-0.4999999999999997,-0.8660254037844388
2020-08-31,281.57526881720435,93,0.734323902737029,0.734323902737029,0.9809759090921503,0.9855822961079942,0.8243847671729364,0.6042101314176536,0.3443540482903789,0.3647618102341683,0.08353262010323467,0.0,0.18136217559323117,0.4390304537378736,0.6227400671517856,0.9002940359790578,0.7456385091363571,0.5137715151365364,2020-09-30,0.5458174349572468,69.0,228.98611111111111,-0.8660254037844384,-0.5000000000000004
2020-09-30,228.98611111111111,69,0.5458174349572468,0.5458174349572468,0.734323902737029,0.9809759090921503,0.9855822961079942,0.8243847671729364,0.6042101314176536,0.3443540482903789,0.3647618102341683,0.08353262010323467,0.0,0.18136217559323117,0.4390304537378736,0.7537057489288087,0.7792157402475017,0.5073612957869914,2020-10-31,0.39727859736374554,50.0,187.54704301075267,-1.0,-1.8369701987210297e-16
2020-10-31,187.54704301075267,50,0.39727859736374554,0.39727859736374554,0.5458174349572468,0.734323902737029,0.9809759090921503,0.9855822961079942,0.8243847671729364,0.6042101314176536,0.3443540482903789,0.3647618102341683,0.08353262010323467,0.0,0.18136217559323117,0.5591399783526737,0.744727151238517,0.5038819744224807,2020-11-30,0.18989032710117537,24.0,129.6902777777778,-0.8660254037844386,0.5000000000000001
2020-11-30,129.6902777777778,24,0.18989032710117537,0.18989032710117537,0.39727859736374554,0.5458174349572468,0.734323902737029,0.9809759090921503,0.9855822961079942,0.8243847671729364,0.6042101314176536,0.3443540482903789,0.3647618102341683,0.08353262010323467,0.0,0.37766211980738923,0.6389780778932235,0.5045926537148094,2020-12-31,0.0997351925687542,13.0,104.53897849462366,-0.5000000000000004,0.8660254037844384
2020-12-31,104.53897849462366,13,0.0997351925687542,0.0997351925687542,0.18989032710117537,0.39727859736374554,0.5458174349572468,0.734323902737029,0.9809759090921503,0.9855822961079942,0.8243847671729364,0.6042101314176536,0.3443540482903789,0.3647618102341683,0.08353262010323467,0.22896803901122506,0.49133689397001684,0.5129039197622055,2021-01-31,0.09037402744817596,11.0,101.9274193548387,0.0,1.0
