data,ghi,ghi_quantizado,ghi_normalizado,ghi_t-1,ghi_t-2,ghi_t-3,ghi_t-4,ghi_t-5,ghi_t-6,ghi_t-7,ghi_t-8,ghi_t-9,ghi_t-10,ghi_t-11,ghi_t-12,ghi_media_movel_3m,ghi_media_movel_6m,ghi_media_movel_12m,data_alvo,ghi_alvo,ghi_alvo_quantizado,ghi_alvo_original,mes_alvo_sin,mes_alvo_cos
2019-12-31,130.8790322580645,15,0.11504168085455206,0.11504168085455206,0.05658149731586224,0.36005700377082456,0.6752287927896113,0.8405218619550273,0.996847136569432,0.7845528609082766,0.6138877328389644,0.6185077287192227,0.32865448400237085,0.01909216450380232,0.07812165008260497,0.1772267273137463,0.5073796622092183,0.4572578828592126,2020-01-31,0.06407879636285672,8.0,120.01612903225806,0.0,1.0
2020-01-31,120.01612903225806,8,0.06407879636285672,0.06407879636285672,0.11504168085455206,0.05658149731586224,0.36005700377082456,0.6752287927896113,0.8405218619550273,0.996847136569432,0.7845528609082766,0.6138877328389644,0.6185077287192227,0.32865448400237085,0.01909216450380232,0.07856732484442368,0.3519182721747891,0.45608764504923355,2020-02-29,0.1596590471742298,20.0,140.38936781609195,0.49999999999999994,0.8660254037844387
2020-02-29,140.38936781609195,20,0.1596590471742298,0.1596590471742298,0.06407879636285672,0.11504168085455206,0.05658149731586224,0.36005700377082456,0.6752287927896113,0.8405218619550273,0.996847136569432,0.7845528609082766,0.6138877328389644,0.6185077287192227,0.32865448400237085,0.11292650813054621,0.23844113637798947,0.4678015519384359,2020-03-31,0.18448665077623497,23.0,145.68145161290323,0.8660254037844386,0.5000000000000001
2020-03-31,145.68145161290323,23,0.18448665077623497,0.18448665077623497,0.1596590471742298,0.06407879636285672,0.11504168085455206,0.05658149731586224,0.36005700377082456,0.6752287927896113,0.8405218619550273,0.996847136569432,0.7845528609082766,0.6138877328389644,0.6185077287192227,0.13607483143777382,0.15665077937576008,0.45578756583625785,2020-04-30,0.5428709554016956,69.0,222.0722222222222,1.0,6.123233995736766e-17
2020-04-30,222.0722222222222,69,0.5428709554016956,0.5428709554016956,0.18448665077623497,0.1596590471742298,0.06407879636285672,0.11504168085455206,0.05658149731586224,0.36005700377082456,0.6752287927896113,0.8405218619550273,0.996847136569432,0.7845528609082766,0.6138877328389644,0.29567221778405345,0.1871197713142386,0.4494845013931306,2020-05-31,0.7978194796514193,101.0,276.4153225806452,0.8660254037844387,-0.4999999999999998
2020-05-31,276.4153225806452,101,0.7978194796514193,0.7978194796514193,0.5428709554016956,0.18448665077623497,0.1596590471742298,0.06407879636285672,0.11504168085455206,0.05658149731586224,0.36005700377082456,0.6752287927896113,0.8405218619550273,0.996847136569432,0.7845528609082766,0.5083923619431165,0.3106594350368314,0.4648121469608353,2020-06-30,0.8578764834222438,109.0,289.21666666666664,0.49999999999999994,-0.8660254037844387
2020-06-30,289.21666666666664,109,0.8578764834222438,0.8578764834222438,0.7978194796514193,0.5428709554016956,0.18448665077623497,0.1596590471742298,0.06407879636285672,0.11504168085455206,0.05658149731586224,0.36005700377082456,0.6752287927896113,0.8405218619550273,0.996847136569432,0.7328556394917861,0.43446523546478,0.4709224488369992,2020-07-31,0.8759222125534408,111.0,293.06317204301075,1.2246467991473532e-16,-1.0
2020-07-31,293.06317204301075,111,0.8759222125534408,0.8759222125534408,0.8578764834222438,0.7978194796514193,0.5428709554016956,0.18448665077623497,0.1596590471742298,0.06407879636285672,0.11504168085455206,0.05658149731586224,0.36005700377082456,0.6752287927896113,0.8405218619550273,0.8438727252090347,0.5697724714965441,0.4608453718356666,2020-08-31,0.8937485023898704,114.0,296.86290322580646,-0.4999999999999997,-0.8660254037844388
2020-08-31,296.86290322580646,114,0.8937485023898704,0.8937485023898704,0.8759222125534408,0.8578764834222438,0.7978194796514193,0.5428709554016956,0.18448665077623497,0.1596590471742298,0.06407879636285672,0.11504168085455206,0.05658149731586224,0.36005700377082456,0.6752287927896113,0.8758490661218516,0.6921207140324842,0.4652809252052368,2020-09-30,0.3861566174399589,49.0,188.66805555555555,-0.8660254037844384,-0.5000000000000004
2020-09-30,188.66805555555555,49,0.3861566174399589,0.3861566174399589,0.8937485023898704,0.8759222125534408,0.8578764834222438,0.7978194796514193,0.5428709554016956,0.18448665077623497,0.1596590471742298,0.06407879636285672,0.11504168085455206,0.05658149731586224,0.36005700377082456,0.7186091107944234,0.7257323751431048,0.4411915772594324,2020-10-31,0.4056158803425269,52.0,192.81586021505373,-1.0,-1.8369701987210297e-16
2020-10-31,192.81586021505373,52,0.4056158803425269,0.4056158803425269,0.3861566174399589,0.8937485023898704,0.8759222125534408,0.8578764834222438,0.7978194796514193,0.5428709554016956,0.18448665077623497,0.1596590471742298,0.06407879636285672,0.11504168085455206,0.05658149731586224,0.5618403333907853,0.7028565292999102,0.4449881503070743,2020-11-30,0.21698384472778168,28.0,152.60833333333332,-0.8660254037844386,0.5000000000000001
2020-11-30,152.60833333333332,28,0.21698384472778168,0.21698384472778168,0.4056158803425269,0.3861566174399589,0.8937485023898704,0.8759222125534408,0.8578764834222438,0.7978194796514193,0.5428709554016956,0.18448665077623497,0.1596590471742298,0.06407879636285672,0.11504168085455206,0.3362521141700891,0.6060505901459704,0.45835501259140093,2020-12-31,0.08119253906397791,10.0,123.66397849462366,-0.5000000000000004,0.8660254037844384
2020-12-31,123.66397849462366,10,0.08119253906397791,0.08119253906397791,0.21698384472778168,0.4056158803425269,0.3861566174399589,0.8937485023898704,0.8759222125534408,0.8578764834222438,0.7978194796514193,0.5428709554016956,0.18448665077623497,0.1596590471742298,0.06407879636285672,0.23459742137809547,0.4766032660862594,0.4555342507755198,2021-01-31,0.157548585625465,20.0,139.93951612903226,0.0,1.0
2021-01-31,139.93951612903226,20,0.157548585625465,0.157548585625465,0.08119253906397791,0.21698384472778168,0.4056158803425269,0.3861566174399589,0.8937485023898704,0.8759222125534408,0.8578764834222438,0.7978194796514193,0.5428709554016956,0.18448665077623497,0.1596590471742298,0.15190832313907485,0.3568743282649301,0.4633233998807371,2021-02-28,0.2181511248515902,28.0,152.85714285714286,0.49999999999999994,0.8660254037844387
2021-02-28,152.85714285714286,28,0.2181511248515902,0.2181511248515902,0.157548585625465,0.08119253906397791,0.21698384472778168,0.4056158803425269,0.3861566174399589,0.8937485023898704,0.8759222125534408,0.8578764834222438,0.7978194796514193,0.5428709554016956,0.18448665077623497,0.15229741651367767,0.24427476534188344,0.46819773968718376,2021-03-31,0.46147200887846335,59.0,204.72177419354838,0.8660254037844386,0.5000000000000001
2021-03-31,204.72177419354838,59,0.46147200887846335,0.46147200887846335,0.2181511248515902,0.157548585625465,0.08119253906397791,0.21698384472778168,0.4056158803425269,0.3861566174399589,0.8937485023898704,0.8759222125534408,0.8578764834222438,0.7978194796514193,0.5428709554016956,0.2790572397851728,0.2568273305816342,0.49127985286236947,2021-04-30,0.4755289453882015,60.0,207.71805555555557,1.0,6.123233995736766e-17
2021-04-30,207.71805555555557,60,0.4755289453882015,0.4755289453882015,0.46147200887846335,0.2181511248515902,0.157548585625465,0.08119253906397791,0.21698384472778168,0.4056158803425269,0.3861566174399589,0.8937485023898704,0.8759222125534408,0.8578764834222438,0.7978194796514193,0.38505069303941825,0.26847950808924664,0.4856680186945783,2021-05-31,0.5532833919765932,70.0,224.29166666666669,0.8660254037844387,-0.4999999999999998
2021-05-31,224.29166666666669,70,0.5532833919765932,0.5532833919765932,0.4755289453882015,0.46147200887846335,0.2181511248515902,0.157548585625465,0.08119253906397791,0.21698384472778168,0.4056158803425269,0.3861566174399589,0.8937485023898704,0.8759222125534408,0.8578764834222438,0.4967614487477526,0.3245294326307152,0.46529001138834286,2021-06-30,0.8341846064595865,106.0,284.1666666666667,0.49999999999999994,-0.8660254037844387
2021-06-30,284.1666666666667,106,0.8341846064595865,0.8341846064595865,0.5532833919765932,0.4755289453882015,0.46147200887846335,0.2181511248515902,0.157548585625465,0.08119253906397791,0.21698384472778168,0.4056158803425269,0.3861566174399589,0.8937485023898704,0.8759222125534408,0.6209989812747937,0.4500281105299833,0.46331568830812137,2021-07-31,0.7466674233538898,95.0,265.51209677419354,1.2246467991473532e-16,-1.0
2021-07-31,265.51209677419354,95,0.7466674233538898,0.7466674233538898,0.8341846064595865,0.5532833919765932,0.4755289453882015,0.46147200887846335,0.2181511248515902,0.157548585625465,0.08119253906397791,0.21698384472778168,0.4056158803425269,0.3861566174399589,0.8937485023898704,0.7113784739300231,0.5482145834847207,0.45254445587482545,2021-08-31,0.7577907255369324,96.0,267.883064516129,-0.4999999999999997,-0.8660254037844388
2021-08-31,267.883064516129,96,0.7577907255369324,0.7577907255369324,0.7466674233538898,0.8341846064595865,0.5532833919765932,0.4755289453882015,0.46147200887846335,0.2181511248515902,0.157548585625465,0.08119253906397791,0.21698384472778168,0.4056158803425269,0.3861566174399589,0.7795475851168029,0.6381545169322778,0.4412146411370806,2021-09-30,0.688397462575511,87.0,253.09166666666667,-0.8660254037844384,-0.5000000000000004
2021-09-30,253.09166666666667,87,0.688397462575511,0.688397462575511,0.7577907255369324,0.7466674233538898,0.8341846064595865,0.5532833919765932,0.4755289453882015,0.46147200887846335,0.2181511248515902,0.157548585625465,0.08119253906397791,0.21698384472778168,0.4056158803425269,0.7309518704887776,0.6759754258817857,0.46640137823170996,2021-10-31,0.44385380802845137,56.0,200.96639784946237,-1.0,-1.8369701987210297e-16
2021-10-31,200.96639784946237,56,0.44385380802845137,0.44385380802845137,0.688397462575511,0.7577907255369324,0.7466674233538898,0.8341846064595865,0.5532833919765932,0.4755289453882015,0.46147200887846335,0.2181511248515902,0.157548585625465,0.08119253906397791,0.21698384472778168,0.6300139987136315,0.6706962363218274,0.46958787220553694,2021-11-30,0.21119119384224747,27.0,151.3736111111111,-0.8660254037844386,0.5000000000000001
2021-11-30,151.3736111111111,27,0.21119119384224747,0.21119119384224747,0.44385380802845137,0.688397462575511,0.7577907255369324,0.7466674233538898,0.8341846064595865,0.5532833919765932,0.4755289453882015,0.46147200887846335,0.2181511248515902,0.157548585625465,0.08119253906397791,0.44781415481540315,0.6136808699661032,0.4691051512984091,2021-12-31,0.0,0.0,106.35752688172043,-0.5000000000000004,0.8660254037844384
