data,ghi,ghi_quantizado,ghi_normalizado,ghi_t-1,ghi_t-2,ghi_t-3,ghi_t-7,ghi_media_movel_3d,ghi_media_movel_7d,ghi_media_movel_30d,data_alvo,ghi_alvo,ghi_alvo_quantizado,ghi_alvo_original
2019-01-31,225.5,72,0.5669291338582677,0.5511811023622047,0.6062992125984252,0.6456692913385826,0.6062992125984252,0.6010498687664042,0.5669291338582677,0.4732283464566929,2019-02-01,0.6377952755905512,81.0,249.91666666666663
2019-02-01,249.91666666666663,81,0.6377952755905512,0.5669291338582677,0.5511811023622047,0.6062992125984252,0.5826771653543307,0.5748031496062992,0.5613048368953881,0.4782152230971129,2019-02-02,0.6377952755905512,81.0,249.25
2019-02-02,249.25,81,0.6377952755905512,0.6377952755905512,0.5669291338582677,0.5511811023622047,0.3543307086614173,0.5853018372703412,0.5691788526434196,0.4874015748031496,2019-02-03,0.6220472440944882,79.0,243.70833333333331
2019-02-03,243.70833333333331,79,0.6220472440944882,0.6377952755905512,0.6377952755905512,0.5669291338582677,0.6220472440944882,0.6141732283464567,0.609673790776153,0.49921259842519683,2019-02-04,0.6299212598425197,80.0,246.5
2019-02-04,246.5,80,0.6299212598425197,0.6220472440944882,0.6377952755905512,0.6377952755905512,0.6456692913385826,0.6325459317585301,0.6096737907761529,0.5036745406824147,2019-02-05,0.6377952755905512,81.0,250.45833333333331
2019-02-05,250.45833333333331,81,0.6377952755905512,0.6299212598425197,0.6220472440944882,0.6377952755905512,0.6062992125984252,0.6299212598425197,0.6074240719910012,0.5073490813648294,2019-02-06,0.6456692913385826,82.0,253.75
2019-02-06,253.75,82,0.6456692913385826,0.6377952755905512,0.6299212598425197,0.6220472440944882,0.5511811023622047,0.6299212598425197,0.6119235095613048,0.5112860892388451,2019-02-07,0.6692913385826772,85.0,260.875
2019-02-07,260.875,85,0.6692913385826772,0.6456692913385826,0.6377952755905512,0.6299212598425197,0.5669291338582677,0.6377952755905512,0.625421822272216,0.5165354330708661,2019-02-08,0.29133858267716534,37.0,128.66666666666666
2019-02-08,128.66666666666666,37,0.29133858267716534,0.6692913385826772,0.6456692913385826,0.6377952755905512,0.6377952755905512,0.6509186351706037,0.6400449943757031,0.5196850393700787,2019-02-09,0.5748031496062992,73.0,228.16666666666663
2019-02-09,228.16666666666663,73,0.5748031496062992,0.29133858267716534,0.6692913385826772,0.6456692913385826,0.6377952755905512,0.5354330708661418,0.5905511811023622,0.5118110236220473,2019-02-10,0.6141732283464567,78.0,241.0
2019-02-10,241.0,78,0.6141732283464567,0.5748031496062992,0.29133858267716534,0.6692913385826772,0.6220472440944882,0.5118110236220472,0.5815523059617548,0.5131233595800525,2019-02-11,0.6456692913385826,82.0,254.125
2019-02-11,254.125,82,0.6456692913385826,0.6141732283464567,0.5748031496062992,0.29133858267716534,0.6299212598425197,0.49343832020997375,0.5804274465691789,0.520997375328084,2019-02-12,0.4566929133858268,58.0,188.20833333333331
2019-02-12,188.20833333333331,58,0.4566929133858268,0.6456692913385826,0.6141732283464567,0.5748031496062992,0.6377952755905512,0.6115485564304461,0.5826771653543307,0.5270341207349081,2019-02-13,0.6614173228346457,84.0,258.3333333333333
2019-02-13,258.3333333333333,84,0.6614173228346457,0.4566929133858268,0.6456692913385826,0.6141732283464567,0.6456692913385826,0.5721784776902886,0.5568053993250843,0.5343832020997376,2019-02-14,0.6771653543307087,86.0,264.7083333333333
2019-02-14,264.7083333333333,86,0.6771653543307087,0.6614173228346457,0.4566929133858268,0.6456692913385826,0.6692913385826772,0.5879265091863517,0.5590551181102362,0.552755905511811,2019-02-15,0.6850393700787402,87.0,267.2083333333333
2019-02-15,267.2083333333333,87,0.6850393700787402,0.6771653543307087,0.6614173228346457,0.4566929133858268,0.29133858267716534,0.5984251968503936,0.5601799775028121,0.5643044619422573,2019-02-16,0.6850393700787402,87.0,267.4166666666667
2019-02-16,267.4166666666667,87,0.6850393700787402,0.6850393700787402,0.6771653543307087,0.6614173228346457,0.5748031496062992,0.6745406824146981,0.6164229471316086,0.5734908136482939,2019-02-17,0.7007874015748031,89.0,273.75
2019-02-17,273.75,89,0.7007874015748031,0.6850393700787402,0.6850393700787402,0.6771653543307087,0.6141732283464567,0.6824146981627296,0.6321709786276716,0.5832020997375327,2019-02-18,0.7007874015748031,89.0,273.3333333333333
2019-02-18,273.3333333333333,89,0.7007874015748031,0.7007874015748031,0.6850393700787402,0.6850393700787402,0.6456692913385826,0.6902887139107611,0.6445444319460067,0.594225721784777,2019-02-19,0.7244094488188977,92.0,279.9583333333333
2019-02-19,279.9583333333333,92,0.7244094488188977,0.7007874015748031,0.7007874015748031,0.6850393700787402,0.4566929133858268,0.6955380577427821,0.6524184476940382,0.5992125984251969,2019-02-20,0.7244094488188977,92.0,280.3333333333333
2019-02-20,280.3333333333333,92,0.7244094488188977,0.7244094488188977,0.7007874015748031,0.7007874015748031,0.6614173228346457,0.7086614173228346,0.6906636670416199,0.6073490813648293,2019-02-21,0.7086614173228346,90.0,274.25
2019-02-21,274.25,90,0.7086614173228346,0.7244094488188977,0.7244094488188977,0.7007874015748031,0.6771653543307087,0.7165354330708662,0.6996625421822271,0.610236220472441,2019-02-22,0.4881889763779528,62.0,197.70833333333331
2019-02-22,197.70833333333331,62,0.4881889763779528,0.7086614173228346,0.7244094488188977,0.7244094488188977,0.6850393700787402,0.7191601049868765,0.7041619797525309,0.6136482939632546,2019-02-23,0.48031496062992124,61.0,194.75
2019-02-23,194.75,61,0.48031496062992124,0.4881889763779528,0.7086614173228346,0.7244094488188977,0.6850393700787402,0.6404199475065616,0.6760404949381328,0.6118110236220472,2019-02-24,0.4330708661417323,55.0,177.91666666666666
2019-02-24,177.91666666666666,55,0.4330708661417323,0.48031496062992124,0.4881889763779528,0.7086614173228346,0.7007874015748031,0.5590551181102362,0.6467941507311586,0.6076115485564305,2019-02-25,0.4409448818897638,56.0,181.625
2019-02-25,181.625,56,0.4409448818897638,0.4330708661417323,0.48031496062992124,0.4881889763779528,0.7007874015748031,0.46719160104986873,0.6085489313835771,0.6026246719160105,2019-02-26,0.6535433070866141,83.0,255.875
2019-02-26,255.875,83,0.6535433070866141,0.4409448818897638,0.4330708661417323,0.48031496062992124,0.7244094488188977,0.45144356955380577,0.5714285714285714,0.6055118110236221,2019-02-27,0.7401574803149606,94.0,284.9166666666667
2019-02-27,284.9166666666667,94,0.7401574803149606,0.6535433070866141,0.4409448818897638,0.4330708661417323,0.7244094488188977,0.5091863517060368,0.5613048368953881,0.6065616797900263,2019-02-28,0.7401574803149606,94.0,286.7916666666667
2019-02-28,286.7916666666667,94,0.7401574803149606,0.7401574803149606,0.6535433070866141,0.4409448818897638,0.7086614173228346,0.6115485564304463,0.5635545556805399,0.6097112860892387,2019-03-01,0.7244094488188977,92.0,280.2916666666667
2019-03-01,280.2916666666667,92,0.7244094488188977,0.7401574803149606,0.7401574803149606,0.6535433070866141,0.4881889763779528,0.7112860892388451,0.5680539932508436,0.6141732283464568,2019-03-02,0.7559055118110236,96.0,292.125
2019-03-02,292.125,96,0.7559055118110236,0.7244094488188977,0.7401574803149606,0.7401574803149606,0.48031496062992124,0.7349081364829396,0.6017997750281215,0.6199475065616797,2019-03-03,0.7637795275590551,97.0,294.4166666666667
2019-03-03,294.4166666666667,97,0.7637795275590551,0.7559055118110236,0.7244094488188977,0.7401574803149606,0.4330708661417323,0.7401574803149606,0.641169853768279,0.626246719160105,2019-03-04,0.7401574803149606,94.0,286.875
2019-03-04,286.875,94,0.7401574803149606,0.7637795275590551,0.7559055118110236,0.7244094488188977,0.4409448818897638,0.7480314960629921,0.688413948256468,0.6304461942257217,2019-03-05,0.7086614173228346,90.0,276.4583333333333
2019-03-05,276.4583333333333,90,0.7086614173228346,0.7401574803149606,0.7637795275590551,0.7559055118110236,0.6535433070866141,0.7532808398950132,0.7311586051743532,0.6338582677165354,2019-03-06,0.6850393700787402,87.0,267.75
2019-03-06,267.75,87,0.6850393700787402,0.7086614173228346,0.7401574803149606,0.7637795275590551,0.7401574803149606,0.7375328083989502,0.7390326209223848,0.636745406824147,2019-03-07,0.7244094488188977,92.0,280.2916666666667
2019-03-07,280.2916666666667,92,0.7244094488188977,0.6850393700787402,0.7086614173228346,0.7401574803149606,0.7401574803149606,0.7112860892388451,0.7311586051743532,0.6385826771653543,2019-03-08,0.7559055118110236,96.0,292.75
2019-03-08,292.75,96,0.7559055118110236,0.7244094488188977,0.6850393700787402,0.7086614173228346,0.7244094488188977,0.706036745406824,0.7289088863892014,0.641469816272966,2019-03-09,0.7637795275590551,97.0,294.1666666666667
2019-03-09,294.1666666666667,97,0.7637795275590551,0.7559055118110236,0.7244094488188977,0.6850393700787402,0.7559055118110236,0.721784776902887,0.7334083239595051,0.6451443569553805,2019-03-10,0.7480314960629921,95.0,288.875
2019-03-10,288.875,95,0.7480314960629921,0.7637795275590551,0.7559055118110236,0.7244094488188977,0.7637795275590551,0.7480314960629921,0.734533183352081,0.6482939632545931,2019-03-11,0.7716535433070866,98.0,296.375
2019-03-11,296.375,98,0.7716535433070866,0.7480314960629921,0.7637795275590551,0.7559055118110236,0.7401574803149606,0.7559055118110236,0.732283464566929,0.6635170603674541,2019-03-12,0.6850393700787402,87.0,267.4583333333333
2019-03-12,267.4583333333333,87,0.6850393700787402,0.7716535433070866,0.7480314960629921,0.7637795275590551,0.7086614173228346,0.7611548556430446,0.7367829021372329,0.6700787401574804,2019-03-13,0.8188976377952756,104.0,312.7916666666667
2019-03-13,312.7916666666667,104,0.8188976377952756,0.6850393700787402,0.7716535433070866,0.7480314960629921,0.6850393700787402,0.7349081364829396,0.7334083239595051,0.6724409448818898,2019-03-14,0.7952755905511811,101.0,306.375
2019-03-14,306.375,101,0.7952755905511811,0.8188976377952756,0.6850393700787402,0.7716535433070866,0.7244094488188977,0.7585301837270341,0.7525309336332958,0.6782152230971128,2019-03-15,0.6220472440944882,79.0,243.79166666666663
2019-03-15,243.79166666666663,79,0.6220472440944882,0.7952755905511811,0.8188976377952756,0.6850393700787402,0.7559055118110236,0.7664041994750656,0.7626546681664791,0.689501312335958,2019-03-16,0.4645669291338583,59.0,189.79166666666663
2019-03-16,189.79166666666663,59,0.4645669291338583,0.6220472440944882,0.7952755905511811,0.8188976377952756,0.7637795275590551,0.7454068241469817,0.7435320584926883,0.6881889763779528,2019-03-17,0.5118110236220472,65.0,205.25
2019-03-17,205.25,65,0.5118110236220472,0.4645669291338583,0.6220472440944882,0.7952755905511811,0.7480314960629921,0.6272965879265092,0.700787401574803,0.6811023622047243,2019-03-18,0.41732283464566927,53.0,173.25
2019-03-18,173.25,53,0.41732283464566927,0.5118110236220472,0.4645669291338583,0.6220472440944882,0.7716535433070866,0.5328083989501312,0.6670416197975253,0.6753280839895014,2019-03-19,0.7480314960629921,95.0,287.625
2019-03-19,287.625,95,0.7480314960629921,0.41732283464566927,0.5118110236220472,0.4645669291338583,0.6850393700787402,0.4645669291338583,0.6164229471316086,0.6664041994750657,2019-03-20,0.7795275590551181,99.0,300.75
2019-03-20,300.75,99,0.7795275590551181,0.7480314960629921,0.41732283464566927,0.5118110236220472,0.8188976377952756,0.5590551181102362,0.6254218222722159,0.667979002624672,2019-03-21,0.6299212598425197,80.0,246.75
2019-03-21,246.75,80,0.6299212598425197,0.7795275590551181,0.7480314960629921,0.41732283464566927,0.7952755905511811,0.6482939632545931,0.6197975253093363,0.6706036745406825,2019-03-22,0.6614173228346457,84.0,257.5416666666667
2019-03-22,257.5416666666667,84,0.6614173228346457,0.6299212598425197,0.7795275590551181,0.7480314960629921,0.6220472440944882,0.7191601049868765,0.5961754780652418,0.6674540682414699,2019-03-23,0.8267716535433071,105.0,316.0416666666667
2019-03-23,316.0416666666667,105,0.8267716535433071,0.6614173228346457,0.6299212598425197,0.7795275590551181,0.4645669291338583,0.6902887139107611,0.6017997750281214,0.6653543307086613,2019-03-24,0.8503937007874016,108.0,323.7083333333333
2019-03-24,323.7083333333333,108,0.8503937007874016,0.8267716535433071,0.6614173228346457,0.6299212598425197,0.5118110236220472,0.706036745406824,0.6535433070866141,0.6692913385826772,2019-03-25,0.8582677165354331,109.0,326.2916666666667
