data,ghi_real_normalizado,ghi_previsto_climatologia_normalizado,ghi_real_wm2,ghi_previsto_climatologia_wm2
2024-01-31,0.025259981888883693,0.08263443168243208,42.969086021505376,58.621303763440864
2024-02-29,0.28697244249571063,0.29257609759428144,114.36637931034483,115.89510211412151
2024-03-31,0.3625474989809623,0.4049282994896764,134.98387096774192,146.54569892473117
2024-04-30,0.6165396468890693,0.5291512113985073,204.275,180.4347222222222
2024-05-31,0.7839807603055832,0.7574582720076832,249.9543010752688,242.71875
2024-06-30,0.7781000670380639,0.8918170369964056,248.35,279.37291666666664
2024-07-31,0.8041808628498435,0.8275218349970227,255.46505376344084,261.8326612903226
2024-08-31,0.706116755278878,0.7206324996986407,228.71236559139783,232.67237903225805
2024-09-30,0.5569179767445908,0.5251050733789253,188.0097222222222,179.33090277777777
2024-10-31,0.4055934248173533,0.27937604018210965,146.7271505376344,112.2940188172043
2024-11-30,0.10336868734478355,0.15998534589308927,64.27777777777777,79.7232638888889
2024-12-31,0.03367504899756583,0.02142196240547422,45.26478494623656,41.92204301075269
