data,ghi_real_wm2,ghi_previsto_normalizado,ghi_previsto_wm2
2024-01-31,137.9798387096774,0.11954770879509458,146.37030323352718
2024-02-29,176.53879310344828,0.28486650125159474,186.75881746430812
2024-03-31,233.08602150537632,0.5037732446429803,240.23923544524206
2024-04-30,319.31111111111113,0.771536147328753,305.65554804288666
2024-05-31,350.38440860215053,0.9592053582641746,351.50442271658187
2024-06-30,331.58194444444445,0.9666724374324119,353.3286813430056
2024-07-31,324.9180107526882,0.7941909386581416,311.19026885959687
2024-08-31,283.14516129032256,0.704019558414555,289.16078255582084
2024-09-30,274.7944444444445,0.5810935487683027,259.12911576127203
2024-10-31,219.50134408602148,0.4100718333650072,217.34733836197202
2024-11-30,163.96944444444443,0.21093298764048407,168.69635328680275
2024-12-31,143.70698924731184,0.07519006840223363,135.53342762108082
