data,ghi_real_wm2,ghi_previsto_normalizado,ghi_previsto_wm2
2024-01-31,137.9798387096774,0.09752141015773266,140.98912748969514
2024-02-29,176.53879310344828,0.25729068678855754,180.02185696322772
2024-03-31,233.08602150537632,0.43415454172825035,223.23090909819385
2024-04-30,319.31111111111113,0.686141562076702,284.793065499702
2024-05-31,350.38440860215053,0.9291525810492857,344.1623232360439
2024-06-30,331.58194444444445,0.9419519526738579,347.289297461555
2024-07-31,324.9180107526882,0.7904906252090091,310.28625691892194
2024-08-31,283.14516129032256,0.7133563982642839,291.4418365336408
2024-09-30,274.7944444444445,0.5767374304453791,258.0648861944933
2024-10-31,219.50134408602148,0.4448491826233559,225.84368317890653
2024-11-30,163.96944444444443,0.2267367313810649,172.55731621474098
2024-12-31,143.70698924731184,0.08304357793421643,137.45209383428536
