data,ghi_real_wm2,ghi_previsto_normalizado,ghi_previsto_wm2
2024-01-31,133.8051075268817,0.18345483,145.4615149344568
2024-02-29,158.33908045977012,0.27175963,164.2839685002322
2024-03-31,188.81854838709677,0.37158632,185.56235024877776
2024-04-30,216.54722222222225,0.4757862,207.7728921469822
2024-05-31,229.73655913978493,0.53417367,220.21836723547472
2024-06-30,297.1555555555555,0.53417367,220.21836723547472
2024-07-31,269.8413978494624,0.53417367,220.21836723547472
2024-08-31,286.88440860215053,0.53417367,220.21836723547472
2024-09-30,242.84305555555554,0.50848424,214.74258383595816
2024-10-31,215.73655913978493,0.42402822,196.74050933715478
2024-11-30,151.6361111111111,0.31621355,173.75946472072474
2024-12-31,115.30107526881721,0.19905004,148.78568480275973
