data,ghi_real_wm2,ghi_previsto_normalizado,ghi_previsto_wm2
2024-01-31,133.8051075268817,0.48002014,208.67536724567094
2024-02-29,158.33908045977012,0.48277315,209.26218219718305
2024-03-31,188.81854838709677,0.48346922,209.4105502798833
2024-04-30,216.54722222222225,0.48233318,209.16840081317451
2024-05-31,229.73655913978493,0.47999823,208.67069818672314
2024-06-30,297.1555555555555,0.4776482,208.16978121492815
2024-07-31,269.8413978494624,0.47219855,207.00817016840625
2024-08-31,286.88440860215053,0.4702835,206.59997371960714
2024-09-30,242.84305555555554,0.4673796,205.98099625727502
2024-10-31,215.73655913978493,0.46792284,206.0967889191803
2024-11-30,151.6361111111111,0.4691493,206.3582117530287
2024-12-31,115.30107526881721,0.47391826,207.37473258680555
