data,ghi_real_wm2,ghi_previsto_normalizado,ghi_previsto_wm2
2024-01-31,133.8051075268817,0.13782897824018236,135.73621820322253
2024-02-29,158.33908045977012,0.23590572638291896,156.64159344645375
2024-03-31,188.81854838709677,0.3670772329674076,184.6012232088297
2024-04-30,216.54722222222225,0.5506851153759552,223.7378356277033
2024-05-31,229.73655913978493,0.738690441833908,263.81177743101097
2024-06-30,297.1555555555555,0.822581597690384,281.6934479184506
2024-07-31,269.8413978494624,0.8907417772983959,296.22201007344546
2024-08-31,286.88440860215053,0.8552979504219386,288.66704403980316
2024-09-30,242.84305555555554,0.5746427555978852,228.8444839237181
2024-10-31,215.73655913978493,0.3860012770884482,188.63494425853315
2024-11-30,151.6361111111111,0.1907474613742608,147.01596358803565
2024-12-31,115.30107526881721,0.046152686918921604,116.1951209781238
