data,ghi_real_wm2,ghi_previsto_normalizado,ghi_previsto_wm2
2024-01-31,133.8051075268817,0.15176964834947576,138.707717006922
2024-02-29,158.33908045977012,0.2647483882039379,162.78949985444854
2024-03-31,188.81854838709677,0.40457040468526523,192.5930137062063
2024-04-30,216.54722222222225,0.5665682424096964,227.12337539083887
2024-05-31,229.73655913978493,0.6685273317111112,248.85628417572354
2024-06-30,297.1555555555555,0.8197247535289158,281.08450236980735
2024-07-31,269.8413978494624,0.8949932962764545,297.128235058196
2024-08-31,286.88440860215053,0.8015243424977262,277.20502604750595
2024-09-30,242.84305555555554,0.5823326937136882,230.48361903935347
2024-10-31,215.73655913978493,0.3667787331727664,184.53759701469937
2024-11-30,151.6361111111111,0.21918225305706301,153.0769311603594
2024-12-31,115.30107526881721,0.07924522435216587,123.24890208214056
