data,ghi_real,ghi_real_normalizado,ghi_real_wm2,ghi_previsto_dilatedrnn_normalizado,ghi_previsto_dilatedrnn_wm2,ghi_previsto_deepar_exp_normalizado,ghi_previsto_deepar_exp_wm2,ghi_previsto_deepnpts_aprox_normalizado,ghi_previsto_deepnpts_aprox_wm2
2024-01-31,0.023622047244094488,0.023622047244094488,42.969086021505376,0.12694927,70.71075180450515,0.46024433,161.63636249694505,0.12812538,71.03160661719471
2024-02-29,0.28346456692913385,0.28346456692913385,114.36637931034483,0.18954985,87.7887012555087,0.46339828,162.49678576808142,0.27666885,111.55547433518487
2024-03-31,0.36220472440944884,0.36220472440944884,134.98387096774192,0.4250435,152.03328787502582,0.46502227,162.93982297802165,0.39656284,144.26353459465835
2024-04-30,0.6141732283464567,0.6141732283464567,204.275,0.5562026,187.8145590119518,0.46446538,162.78789988279772,0.5287471,180.32447236058533
2024-05-31,0.7874015748031497,0.7874015748031497,249.9543010752688,0.79085195,251.82881782850697,0.46083546,161.79762732589543,0.7761445,247.81650660657542
2024-06-30,0.7795275590551181,0.7795275590551181,248.35,0.85359615,268.945947275009,0.45803207,161.03284096844413,0.88120407,276.4776123652589
2024-07-31,0.8031496062992126,0.8031496062992126,255.46505376344084,0.7952825,253.03750320945377,0.45408365,159.95567971847444,0.7984006,253.8881457097695
2024-08-31,0.7086614173228346,0.7086614173228346,228.71236559139783,0.68809223,223.79512859869175,0.4501044,158.87010359086605,0.66737777,218.14405451046844
2024-09-30,0.5590551181102362,0.5590551181102362,188.0097222222222,0.56856024,191.18582729446203,0.44938642,158.67423613463998,0.55375165,187.14592177812878
2024-10-31,0.4094488188976378,0.4094488188976378,146.7271505376344,0.32169876,123.84000053115483,0.44865805,158.4755311979348,0.29411528,116.31500230048346
2024-11-30,0.10236220472440945,0.10236220472440945,64.27777777777777,0.17483579,83.774585103301,0.45008686,158.86532296472927,0.16696478,81.62731158781835
2024-12-31,0.031496062992125984,0.031496062992125984,45.26478494623656,0.07816375,57.40166547412393,0.45461842,160.1015701188115,0.047584463,49.05938648084766
