data,ghi_real_normalizado,ghi_previsto_sazonalingenuo_normalizado,ghi_real_wm2,ghi_previsto_sazonalingenuo_wm2
2024-01-31,0.04172032714655096,0.04471222311721992,93.5994623655914,94.42204301075269
2024-02-29,0.21073952308344332,0.22551922210518516,140.06896551724137,144.13244047619045
2024-03-31,0.4021753495474757,0.40331442105264864,192.7016129032258,193.01478494623655
2024-04-30,0.7140953336037337,0.736105486821073,278.4597222222222,284.5111111111111
2024-05-31,0.933593760821383,0.7217362382970179,338.80779569892474,280.56048387096774
2024-06-30,0.9803691862743675,0.876370328279104,351.66805555555555,323.075
2024-07-31,0.9012793288505954,0.9820702974964709,329.9233870967742,352.1357526881721
2024-08-31,0.8034071763460314,0.7295924095794774,303.0147849462366,282.7204301075269
2024-09-30,0.6018824501020682,0.5574984229807595,247.60833333333332,235.40555555555557
2024-10-31,0.3482332251351201,0.359487056057473,177.8709677419355,180.96505376344084
2024-11-30,0.12708045543957158,0.13652203826335102,117.06805555555555,119.66388888888888
2024-12-31,0.047063696911160725,0.033678384545651446,95.06854838709677,91.38844086021506
